cropid,cropname,primary(1)_secondary(2)_feed(3),Edible_(1 yes)_(0isno)_(2isnonnutritinoal),ProductionL,TradeL,FBS ID,FBS name,group,kcal/ton,Protein(g/ton),Fat(g/ton),Group,Groupnum
15,Wheat,1,1,1,1,2511,Wheat,Cereals,3340000,122000,23000,1 - CEREALS AND CEREAL PRODUCTS,1
16,Flour of Wheat,2,,0,1,2511,Wheat,Cereals,3640000,109000,11000,1 - CEREALS AND CEREAL PRODUCTS,1
18,Macaroni,2,,0,1,2511,Wheat,Cereals,3670000,110000,11000,1 - CEREALS AND CEREAL PRODUCTS,1
19,Germ of Wheat,2,,0,1,2511,Wheat,Cereals,3820000,291000,107000,1 - CEREALS AND CEREAL PRODUCTS,1
20,Bread,2,,0,1,2511,Wheat,Cereals,2490000,82000,12000,1 - CEREALS AND CEREAL PRODUCTS,1
21,Bulgur,1,,1,1,2511,Wheat,Cereals,3450000,123000,20000,1 - CEREALS AND CEREAL PRODUCTS,1
22,Pastry,2,,0,1,2511,Wheat,Cereals,3690000,74000,170000,1 - CEREALS AND CEREAL PRODUCTS,1
