cropid,cropname,primary(1)_secondary(2)_feed(3),Edible_(1 yes)_(0isno)_(2isnonnutritinoal),ProductionL,TradeL,FBS ID,FBS name,group,kcal/ton,Protein(g/ton),Fat(g/ton),Group,Groupnum
15,Wheat,1,1,1,1,2511,Wheat,Cereals,3340000,122000,23000,1 - CEREALS AND CEREAL PRODUCTS,1
