"iso3","R0"
"ARM",105766666666.667
"AFG",1417273333333.33
"ALB",379646666666.667
"DZA",16201226666666.7
"ATG",0
"ARG",4.23512e+12
"AUS",15896173333333.3
"AUT",442331186755.544
"BHS",0
"BHR",1.2692e+11
"BRB",0
"BGD",5732553333333.33
"BMU",0
"BTN",0
"BOL",6.346e+11
"BWA",0
"BRA",3.5905e+12
"ARB",0
"BLZ",0
"SLB",0
"BRN",0
"BGR",1436553683987.37
"MMR",2.8724e+11
"BDI",0
"CMR",1.67e+10
"CAN",2.088836e+13
"CPV",0
"CAF",0
"LKA",1357153333333.33
"TCD",0
"CHL",1.9372e+12
"CHN",469065146666667
"COL",1531946666666.67
"COM",0
"COG",0
"COK",0
"CRI",2.6386e+11
"CUB",0
"CYP",10689810525.284
"AZE",8.3834e+11
"BEN",0
"DNK",1147372417041.62
"DMA",0
"DOM",2.2378e+11
"BLR",2634146666666.67
"ECU",449786666666.667
"EGY",1.377082e+13
"SLV",2.505e+11
"GNQ",0
"EST",186788431895.003
"FRO",0
"FJI",3.006e+10
"FIN",242949131416.248
"FRA",9110418991021.81
"PYF",0
"DJI",0
"GEO",312846666666.667
"GAB",0
"GMB",0
"DEU",6084642122279.95
"BIH",582273333333.333
"GHA",685813333333.333
"KIR",0
"GRC",424107698876.23
"GRL",0
"GRD",0
"GTM",4.2084e+11
"GIN",3.507e+11
"GUY",1.336e+10
"HTI",3.34e+10
"HND",89066666666.6667
"HKG",0
"HUN",1375462859207.16
"HRV",213743926851.415
"ISL",0
"IND",6.036716e+13
"IDN",5.8784e+12
"IRN",22776573333333.3
"IRQ",3.27988e+12
"IRL",179861190818.346
"ISR",1410593333333.33
"ITA",1996954869624.21
"CIV",0
"KAZ",5.9118e+12
"JAM",0
"JPN",3.74414e+12
"JOR",1303713333333.33
"KGZ",3.8744e+11
"KEN",6.2458e+11
"KHM",0
"PRK",0
"KOR",4875286666666.67
"KWT",0
"LVA",566679989423.001
"LAO",0
"LBN",456466666666.667
"LSO",0
"LBR",0
"LBY",3.006e+11
"LTU",1056639738731.54
"MAC",0
"MDG",0
"MWI",28946666666.6667
"MYS",1371626666666.67
"MDV",0
"MLI",45646666666.6667
"MLT",0
"MRT",268313333333.333
"MUS",4.008e+10
"MEX",1991753333333.33
"MNG",0
"MAR",1.586166e+13
"MOZ",1.7702e+11
"MDA",1381646666666.67
"NAM",1.67e+10
"NPL",0
"NLD",288201456234.442
"ANT",0
"NCL",0
"MKD",211533333333.333
"VUT",0
"NZL",742593333333.333
"NIC",24493333333.3333
"NER",0
"NGA",6.68e+11
"NOR",1.15898e+12
"PAK",11037586666666.7
"PAN",41193333333.3333
"CZE",1290307565494.75
"PNG",188153333333.333
"PRY",986413333333.333
"PER",887326666666.667
"PHL",7111973333333.33
"POL",2886898063840.05
"PRT",28665877668.0001
"GNB",0
"TLS",0
"ERI",0
"QAT",0
"ZWE",1.336e+11
"ROU",2314524373228.36
"RWA",7.682e+10
"RUS",31450553333333.3
"KNA",0
"LCA",0
"VCT",0
"STP",0
"SAU",9.59248e+12
"SEN",194833333333.333
"SYC",0
"SLE",0
"SVN",50124306849.8454
"SVK",541479880876.219
"SGP",3.507e+11
"SOM",0
"ZAF",2273426666666.67
"ESP",1831770241180.29
"SUR",0
"TJK",1849246666666.67
"SWZ",0
"SWE",783404366254.516
"CHE",1357153333333.33
"SYR",3419046666666.67
"TKM",1949446666666.67
"TWN",1181246666666.67
"TZA",299486666666.667
"THA",1988413333333.33
"TGO",8.684e+10
"TON",0
"TTO",1.67e+10
"OMN",336226666666.667
"TUN",2507226666666.67
"TUR",14858546666666.7
"ARE",2049646666666.67
"UGA",141393333333.333
"TUV",0
"GBR",3664071803348.5
"UKR",4520133333333.33
"USA",9.540042e+13
"BFA",22266666666.6667
"URY",232686666666.667
"UZB",5892873333333.33
"VEN",443106666666.667
"VNM",2225553333333.33
"ETH",1932746666666.67
"YEM",1350473333333.33
"COD",1.67e+10
"ZMB",42306666666.6667
"BEL",429131192871.512
"LUX",32191490365.4394
"SRB",2.93252e+12
"MNE",0
"SDN",950786666666.667
"SSD",0
"PSE",0
