"","AFG","ALB","DZA","AGO","ARG","ARM","AUS","AUT","AZE","BHR","BGD","BLR","BEL","BEN","BTN","BOL","BIH","BWA","BRA","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","CIV","HRV","CUB","CYP","CZE","PRK","COD","DNK","DJI","DOM","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FJI","FIN","FRA","GAB","GMB","GEO","DEU","GHA","GRC","GTM","GIN","GNB","GUY","HTI","HND","HUN","IND","IDN","IRN","IRQ","IRL","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MDG","MWI","MYS","MLI","MRT","MUS","MEX","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NZL","NIC","NER","NGA","NOR","PSE","OMN","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","KOR","MDA","ROU","RUS","RWA","SAU","SEN","SRB","SRB","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TLS","TGO","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","TZA","USA","URY","UZB","VEN","VNM","YEM","ZMB","ZWE"
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,-409393640.157014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1575736813.06457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14033680.294851,0,0,0,0,0,0,0,0,0,0,0,0,0,-8874012304.43913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1613382265.81347,0,0,0,0,0,0,0,0,-2520162.40730357,0,0,0,0,0,0,-383502.975024457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53976100.2734876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23678102.6833786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHM",0,0,0,0,0,0,0,0,0,0,0,0,48163092.4124993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7687444.55391056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17732257.2967345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27848056.0430899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259173450.44272,0,0,0,0,0,0,0,0,0,0,0,0,80153402.8914067,0,0,0,0,0,0,0
"CMR",0,0,0,1527591.98333937,0,0,0,0,0,0,0,0,103283.643443795,0,0,0,0,0,0,0,0,0,0,0,773028.039170736,0,270460800.362059,934295815.447773,0,0,0,0,84599601.0545399,0,0,0,0,0,0,0,10486279.7603659,0,0,0,0,0,0,2273432.98014996,0,0,0,0,0,0,9223046.78521082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527024200.063519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7415157.80372192,0,0,0,0,0,0,0
"CAN",-140007145.249405,0,-101829783271.167,0,-4631643.44478296,0,-202513187.476813,-36048689.7184486,0,-22746427.1924608,-25378149440.0292,0,-75100902444.7258,0,0,-1532894358.54193,-1309689.08834579,0,-17891209604.0524,-8691344.65980878,-5142455.68512243,0,0,-6595035286.33492,0,0,0,-32234345.8582088,-32996889929.5253,-413183084681.261,-95414481039.8826,0,0,-2961819584.73967,-1251433464.52642,-7814589.88007857,-19812485813.7855,-1709505387.79723,-7695470.14042564,-1754113322.78055,-812809879.909413,-26632787.2046173,-343530024.298004,-1780023436.27465,-70708389469.7794,-39135624387.4883,-89649222.9738075,-129007306.091964,-135020654.777009,0,-9216604512.5787,0,-5672318.70983522,-927339845.97333,-651494.955711651,0,-26959162.7303096,-4884898291.76346,-39422707775.0853,-15366314734.5321,-28424494214.7941,0,0,-3769512130.87742,-932350411.612791,-43983655.4338531,-1188685.2051834,-81952086413.1224,-195441352718.121,-72800073061.5882,-42097216618.9111,-4903770291.85266,-198747831.347819,-187174762671.905,-38226296744.116,-366556328238.487,-422584917.667459,0,-125764276.413644,-4293467737.64025,-789246.781180246,0,0,-179473671.293994,0,-84356873.2050445,-18505711704.7981,0,0,0,0,-33998161473.3166,0,-1204381795.41134,-23430371.2863907,-225086623079.7,-12021672.9873991,0,-109999731200.448,-14990858735.8636,0,0,-13806166.240126,-27761943314.3183,-7226266906.65028,-1380863028.11378,0,-41174532700.8989,-5301322269.5043,0,-303667409.417873,-10619992266.9987,-2129788510.14398,0,0,-91863233326.8717,-60174347223.9976,-2602135123.34093,-6529619917.17964,-43663979.0850833,-156308106119.741,0,-2071249008.70252,-88924665.119785,0,-65346648161.0083,-253903411.04631,0,0,0,-3484793762.08336,-1262794.84988839,-13081608.3861035,0,-187107592.746444,-37033278427.5594,-39457399044.0798,-125354541773.41,-38175475322.5371,-40051657.2789121,0,-94688050.7659103,-7590442119.42915,0,0,-23886785372.7225,0,0,-4569655542.02065,-319241111.619141,-19523781434.7226,-8596769867.00271,0,0,-46347836.8396537,-32270130558.4866,-78035483385.4479,-4040271089.75926,15237799894166.5,-33580880.4196283,0,-143311773650.177,-55846952760.9291,-922070105.92668,0,0
"CPV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10673616.7619536,0,0,0,-7245910.56604169,0,0,0,-1629561536.04437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6112381.14365942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16453351.3127608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHL",0,0,0,0,-5098921323.20793,0,-323776155.215268,-50738152.6963885,0,0,0,0,-125524567.661342,-1168634.84533159,0,-10778142556.5946,0,0,-223610077.845995,-28119822.316744,0,0,0,0,-125303684.62801,0,0,0,0,-7437925.89601355,60020234018.211,0,0,4423693394.64109,0,0,1835441766.64778,0,0,0,0,0,0,10587363129.6332,24344918110.0434,0,681137062.945121,0,0,-300481.131555616,0,-6876864.92137447,-2299617.11521155,-9994766260.20484,0,0,0,-2806578457.17846,0,-600962.263111233,13884565857.7398,0,0,-46148690.210081,3137324860.37807,2234817655.32752,-119726666.152735,-300481.131555616,-600962.263111233,0,0,0,7768042.82653989,-834897817.23941,863239226.001134,2034367705.92427,-2603838.70868352,0,0,0,0,0,-600962.263111233,664545.464416815,0,0,0,0,0,0,0,-6377691.65946772,0,0,0,11418262315.2373,0,0,0,0,0,0,0,-995893001.728479,-36604953.4571492,2113096296.17558,0,0,0,0,0,-97404745.3445978,7634970249.77247,0,-1936637536.91638,-16841536085.4897,-37976254.8813759,0,-3305292.44711178,0,8969552.83216402,0,-300481.131555616,0,0,-4744181.76813827,0,0,-289895.075430351,0,0,0,0,0,0,-23347953.9402781,-168760463.812956,0,0,38130154.1819767,0,-13442662.6550681,-5797901.50860701,0,0,0,0,0,-300481.131555616,1180812933.53632,0,-289895.075430351,0,0,0,-5405375.08767103,0,0,88539422489.494,-1077127139.18573,0,61260104901.2236,-3004811.31555616,0,0,0
"CHN",309130.817468011,0,19557027.4306529,6251496319.5581,7661314.64448274,0,0,0,0,40072865.9389178,0,0,528386776.895571,3088835991.75942,0,0,0,0,0,0,7377840.93295883,0,0,0,1855200256.34783,0,0,0,258810853.241841,0,481681378.489992,0,1406858.36266071,952810713.049498,0,0,30428911.4513885,8324137.67899983,0,70154582506.1599,0,0,749691397.119353,347844316.645793,333590696.652943,98462346.5933243,25909420.9341382,172886.428453178,0,0,7275642.16830489,0,3763246.53438604,0,0,860496.479456435,0,0,8775184311.19341,0,752267708.507804,711898682.267614,45660781.9492742,2477849.61110767,0,637524165.701299,0,0,0,0,113608885.861852,1405687.46859914,1815882263.30182,159986865.436028,361756212.288764,3613851025143.6,272006276.84107,0,0,41527058.1608388,0,0,0,5879801315.66305,1151005397.43403,93904741858.1819,26999523.1300626,0,0,3063976112.61173,0,0,0,1366644.62761908,20931323.371239,761162086.430961,14939055610.2722,0,0,2584330550.64203,0,2582605969.69056,0,1243554510.02871,0,82400061.4808096,0,166467795296.774,0,377130701.515635,4938323.22603428,0,1599012474.72843,10327298402.5862,0,159486267.237849,0,0,11071298.7570885,12941409.5933668,7865668834011.56,0,0,0,0,0,0,0,0,70216721.3333479,9780355187.40915,0,0,110845.806278354,0,0,0,0,3367004.7360342,390049218.399343,750805.978847665,69401532.3803191,0,0,0,4556993285.44167,0,1392333333.56026,29996041.1040233,454070908.314694,463521.201865147,0,0,0,0,447138388.810333,0,0,820271474419.411,0,0,419966120.742453,0,6313591294.95943,0,127056471.448119
"COL",-111626666.666667,0,0,-997530000,0,0,-1456223333.33333,-7380000,0,0,0,0,-19660000,-166140000,0,-172360000,0,0,-88560000,0,0,0,0,-46720000,-121800000,0,-30750000,0,-1137133333.33333,0,0,0,-277980000,-1555676666.66667,-7846666.66666667,0,-3863700000,0,0,0,0,0,0,-4737243333.33333,-52941063333.3333,0,-722683333.333333,0,0,0,0,-1230000,0,-1369033333.33333,-274290000,-9840000,-2513333.33333333,-83010000,-345630000,0,-1451670000,0,0,-2438896666.66667,-410970000,-60663333.3333333,0,0,0,0,0,0,0,-94923333.3333333,-894190000,-34010000,0,0,0,0,0,0,0,-1256666.66666667,0,0,0,0,0,0,0,0,0,-27866666.6666667,0,-6556026666.66667,0,0,0,0,0,0,0,-648490000,-18450000,-33253333.3333333,0,0,0,0,0,-45300000,-16708730000,0,0,-6363076666.66667,0,0,-698693333.333333,0,-83410000,0,0,0,0,0,-90896666.6666667,0,0,0,0,0,0,0,0,-19680000,-4454133333.33333,0,0,-1661233333.33333,0,-27830000,-8463333.33333333,0,0,0,0,0,-2693333.33333333,-1956613333.33333,0,0,0,0,0,0,-513790000,0,-46186056666.6667,0,0,-111390993333.333,0,0,0,0
"COM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG",0,0,0,-980675972.953755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-194238165.410227,0,0,0
"CRI",0,0,0,0,0,-4920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11070000,0,0,0,-32150000,0,-27060000,0,0,0,0,0,0,0,0,0,0,0,0,-6166106666.66667,0,0,-16386300000,0,0,0,0,0,0,-49600000,0,0,0,0,0,0,-34760193333.3333,0,0,-84106666.6666667,-2135746666.66667,-35947380000,0,-33210000,0,0,0,0,0,0,-4340430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-297823333.333333,0,0,0,0,0,0,0,-6170000,0,-164965023333.333,0,0,0,0,0,0,-22380280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31483333.3333333,0,0,-8610000,0,0,0,0,0,0,-2267093333.33333,0,0,0,0,0,0,0,0,-13827980000,0,0,0,0,0,0,0
"CIV",0,0,0,46774052.3661025,0,0,0,0,0,0,0,0,671343.682384667,536837673.034087,0,0,0,0,0,0,9016311197.08157,0,0,0,610880.69436907,112354803.37144,0,0,0,0,0,0,64144968.6391922,0,0,0,0,0,0,0,13672923.0797704,0,0,0,0,0,0,1754832.57981375,0,0,0,0,0,0,15657169.0415738,3845519.11953247,0,0,19285021507.395,0,0,188068288.626131,338554.937251727,0,0,0,0,0,0,0,0,0,0,27154.4419501736,0,0,0,0,0,0,0,0,0,0,0,981113899.816451,0,0,0,0,0,0,133713876.090078,2487259.51956322,0,0,0,0,0,0,0,0,0,0,0,0,0,874809910.941947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336270201.531565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105974635.136539,0,587295.661617698,0,0,0,0,0,0,0,112389010.575994,0,0,0,0,0,0,0
"HRV",0,0,0,0,0,0,0,0,0,0,0,0,396819.163066339,0,0,0,0,0,0,0,0,0,0,0,66232791.0049164,0,0,0,0,0,0,0,0,0,0,0,0,148438589.555576,0,0,0,0,0,0,0,9293082.09361305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2799922.50999005,30209.5909093234,10284568.5873422,2306119595.77014,0,0,6800510.9784296,0,0,0,0,0,0,2901100.41069474,0,0,359565.950713778,0,0,0,0,0,0,0,0,0,0,1458033.36801963,0,0,0,0,0,1273039.38910725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76016488.0310527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264511.1926653,0,0,0,0,0,0,92393540.0768576,0,0,0,0,0,0,0,0,0,0,0,0,0,2494358.75598085,0,0,9610354285.22899,0,0,0,0,0,0,0
"CUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3831730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34006666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP",-1135388.10706902,0,0,0,0,0,-351743.989980684,0,0,-13673911.5989542,-3221333.69912605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1716284.34789503,0,0,0,0,0,0,0,0,-28217.8618483164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-797136.462342285,0,0,-11845263.5801002,0,0,0,0,0,0,0,-113433193.20857,-580896.24082601,-2313864.67156194,0,0,-705446.54620791,-18062.333162547,0,-219069.261650168,-19076652.8597835,0,0,-104791418.612905,0,0,0,-28830820.5439932,0,0,-141089.309241582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-580896.24082601,-620792.960662961,-132021.872915002,0,0,0,0,-109389.551843859,-20211315.5719464,-290448.120413005,0,0,0,0,0,0,0,-20822315.7013767,0,0,0,0,0,-120919703.876738,0,0,0,0,-336873.394405093,0,0,0,0,0,-228064.158486136,0,0,0,0,-749478.017009782,0,0,0,0,0,0,0,0,0,0,0,0,0,-98866247.9406835,-19756638.0447864,0,20825677.4279698,0,0,0,-369661.244162006,-2980212.43232964,0,-26767.0720360636
"CZE",0,0,5453101255.93701,0,0,0,0,0,0,0,0,0,683648339.521866,0,0,0,0,0,0,0,0,0,0,0,2798822.38572386,0,0,0,1033205.00309675,0,0,0,5705160.43200532,0,0,0,56237945062.0789,24879559.1566039,0,0,14231318.1233004,0,0,0,0,7506751.81281451,0,0,0,0,585505304.691543,0,12728179.4962847,0,0,0,0,0,0,0,0,0,0,0,0,57391990.780302,0,0,0,0,0,0,47807852.5967242,1876738411.51489,0,10406825266.4735,60116862907.4964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12748467.3024557,270047725.542121,115347873.497856,47143879.5766038,0,0,0,0,0,349049557.93647,0,0,0,20001982885.1546,0,0,0,0,0,0,0,901359944.764509,0,0,0,0,40636063.1951329,0,0,0,16828670.2291673,0,0,0,0,0,230195.624549735,0,0,0,0,0,0,0,0,0,0,238348465.065429,0,0,0,0,0,0,0,1145755983.70446,826955783.906994,0,0,0,0,278683.293193524,0,0,1694499083.22781,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",1321156.77131251,0,2338126.82468523,3949039.16740871,5755847.84724062,0,0,0,0,6773653.89959146,0,0,971873547.641523,18085489.7296999,2508816.48038693,0,0,0,0,0,5598813.99334048,20961031.0015798,0,0,646267152.698751,11766044.686398,0,13958745.1590405,304810409.319188,0,204114403848.262,91860.3706701842,0,1588912294.39062,0,0,0,4142559.25641522,0,1344726.46865461,3862232.38441613,0,89374234.8826608,8765505661.7451,555408986.942674,599268444.450571,1049693796.72715,0,0,0,51145365.8798312,0,396842450.009218,0,28557.9185021884,941832.709865803,0,0,107521051.372489,0,2387481744.91264,943133.330250475,0,49407672.0272482,4387563435.78277,1282482257.74461,0,0,0,0,1407080857.4533,442840755.763571,6881348801.54739,451132116.674215,592936456.874226,53108844456.5945,108231621.126259,0,0,5981504.17566321,0,0,0,474954678.582143,0,399317097.360519,58820957.021439,0,0,592252.390661024,0,0,7586.0616724708,621814.879890804,3783456.58703242,21658215729.5831,8256387.29664724,0,0,0,0,0,0,6036379441.16392,0,0,0,3158034555.22394,0,2033180.43260156,10374344.805415,0,975420273.554509,1662464.97613551,0,265380220.654924,0,0,139795082.783771,3538185.2881418,2674702449.80766,0,0,0,2907200.05363424,0,0,0,0,37794447.8543939,498666730.249196,0,0,0,1617102.02978845,0,0,0,3721578.1631617,81133169.068222,0,41134361497.1078,0,0,0,874490527.748063,0,0,407395.557745763,7823740651.83856,0,0,0,0,0,180059496.601767,0,0,254015814125.536,0,0,12944408723.145,0,48110669.6651568,0,1298577.38655982
"DJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,0,0,-57884559.5785719,0,0,0,0,0,0,0,0,0,0,0,0,0,-97246060.0920008,0,0,0,0,0,0,0,0,0,-13892294.2988573,0,-344265073652.336,0,0,-14645264.1795541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39653276.3421989,0,0,0,-3388364.46313591,0,0,-3473073.57471431,0,0,0,0,0,0,0,0,0,0,0,0,-328514484.199039,-23153823.8314288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54411486.0038576,0,0,0,0,0,0,0,-117403691.273157,0,0,0,0,0,0,0,0,-3877794.88558888,0,0,-383635016.840552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1986780052.45776,0,-2315382.38314288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4574292.02523349,0,-5930402860.61875,0,0,-1358385901.14768,0,0,0,0
"EGY",-213031063.001739,-18416450659.3023,-3361371769.39242,-3760759.14960422,-82291175.8171237,0,-858287354.399627,-1992685481.50158,-1926242491.2607,-506265447.147534,0,-7772585007.59316,-27247511011.7228,-2649857.39538509,0,-17821018.9667656,-297191698.65165,0,0,-18043257556.2335,0,0,-8015090.63823896,-14505785.2913306,-1357136112.77129,0,0,-456729129.475453,-78622142.5004366,-18035635576.3078,-115312475.667307,0,0,0,-23614632232.8611,-10830986350.8601,0,-3269774061.4482,-63619872.9388718,0,0,-78622142.5004366,-39376589.702302,0,0,0,0,0,-10207774.83464,0,-21490052.2834527,0,-250798810.713985,-3509227988.1925,-9133272.22046739,-446757221.068314,-5689622378.94826,-5445525377.89964,-3039060296.21188,-2302330053.94593,0,-52414761.6669577,0,0,0,0,-836264418.705894,-5388150141.42715,0,-268363579.734824,-706801413.35411,-184499961.067691,-12440160301.0726,-8398734662.39785,0,-715015971.279804,-117892490392.771,-497940235.836099,-29241144326.8312,-8275893388.60332,0,0,-628452992.386823,-39184527455.8983,0,-2646601856.29933,-152726927502.4,-35642037.9335313,0,-630949973.394013,0,-73952860.8152718,-3223507.8425179,-1636378667.48321,-4298010.45669053,-138374970.800768,0,0,-462062331.475066,-120705372.256596,-26207380.8334789,0,0,-7757240586.11516,-131036904.167394,0,0,-723114051.957349,-326019817.568477,-20559393246.8814,-372259829.117947,-143470850.407278,0,0,0,0,-247921822.68471,-168804651.879641,-4552377839.09468,-2493327989.49473,-114799975.775452,-453387688.419185,-94579963742.4677,-12464754472.0192,0,-54631973059.8877,-25025045038.9357,-308198798.601712,-414076617.168966,0,-51076940393.8607,-1310369041.67394,-8378499652.46319,0,0,-434256300.410745,-17551720657.1144,-537251.307086317,-91358963072.7162,0,0,-135230085.100751,-1381921015.21175,-318077630039.854,0,-594383397.303301,0,0,0,0,-394853503.327609,-176968472316.041,0,0,-65338145303.5629,-18526980287.9675,-33290705901.2891,-7436235114.07949,3418762574.98556,0,0,0,0,-1190582383.71212,-21699711.3301205,-173492861.11763
"SLV",0,0,0,0,0,0,-2526666.66666667,0,0,0,0,0,0,0,0,-2460000,0,0,0,0,0,0,0,0,-34483333.3333333,0,0,0,0,0,0,0,0,-21974820000,0,0,-761006666.666667,0,0,0,0,0,0,-7119733333.33333,0,0,0,0,0,0,0,0,0,-27830000,-2593333.33333333,0,0,0,0,0,-218515910000,0,0,0,-1557180000,-185583100000,0,0,0,0,0,0,0,-12100000,0,-8610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4601176666.66667,0,0,0,0,0,0,0,0,0,-47335240000,0,0,0,0,0,0,-182056666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10373863333.3333,0,0,0,0,0,0,0
