"","AFG","ALB","DZA","AGO","ARG","ARM","AUS","AUT","AZE","BHR","BGD","BLR","BEL","BEN","BTN","BOL","BIH","BWA","BRA","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","CIV","HRV","CUB","CYP","CZE","PRK","COD","DNK","DJI","DOM","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FJI","FIN","FRA","GAB","GMB","GEO","DEU","GHA","GRC","GTM","GIN","GNB","GUY","HTI","HND","HUN","IND","IDN","IRN","IRQ","IRL","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MDG","MWI","MYS","MLI","MRT","MUS","MEX","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NZL","NIC","NER","NGA","NOR","PSE","OMN","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","KOR","MDA","ROU","RUS","RWA","SAU","SEN","SRB","SRB","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TLS","TGO","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","TZA","USA","URY","UZB","VEN","VNM","YEM","ZMB","ZWE"
"GNQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431631.189674467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123730767.397649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116663.054324623,0,27229.2475753807,0,0,0,0,0,0,0,0,0,0,0,1893649.39345163,0,0,0,0,0,0,0,488015.146927851,0,1157529465.63491,0,0,0,0,0,0,0,1685392283.75409,0,0,0,1324740.6663722,0,0,0,0,3330216.02442646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512511837.598285,0,0,0,0,0,0,0,0,0,0,0,0,0,16271092.429335,0,0,3523652.01116812,0,0,0,0,0,0,0
"ETH",0,-11293333.3333333,0,0,0,0,-9566666.66666667,0,0,-24266666.6666667,0,0,0,0,0,0,0,0,0,-1.21e+08,0,0,0,0,-13363333.3333333,0,0,0,0,-21840000,0,0,0,0,0,0,0,0,0,0,0,0,-6850470000,0,0,0,0,0,0,0,0,0,0,-2460000,0,0,0,-32653333.3333333,0,-28420000,0,0,0,0,0,0,0,0,0,0,0,0,-1023486666.66667,-1213333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2636773333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,-1230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-910740000,0,0,0,0,0,0,0,0,-84933333.3333333,0,0,0,-17110136666.6667,0,0,-134036666.666667,0,0,0,0,0,0,0,0,0,-105560000,0,0,0,-1128676666.66667,-47670000,-6607360000,-720176666.666667,0,0,0,0,-3175953333.33333,0,0
"FJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13598799.2159051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587193.21947573,0,0,0,0,0,0,0,0,0,0,0,0,0,19664778.8030803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230195.624549735,0,0,7489498.67121301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3059536703.4114,0,0,0,0,849278.766491786,0,0
"FIN",0,0,0,0,0,-21006.6393614275,-838610.159942204,-3247837.65333549,0,0,0,-57526310.8500848,2389920844.58607,0,0,0,-49491.1856694501,0,0,-277167.764726661,0,0,0,0,22355786.0841982,0,0,0,0,-1414865.6609031,0,0,0,218279203.276629,0,-99496.120671109,0,96601344.9821488,-5798003.71353139,0,0,-244064840.255117,0,0,0,0,0,0,0,-372590623.817352,0,0,0,-49092801.6039517,0,0,-272886.520291587,-2556818571.75704,0,-1293135.61079918,68508826.0283984,0,0,0,0,0,-331025.819719886,-35534.3288111103,0,0,0,-54033100.8073604,25765636.0306958,-167273414.654904,0,1348268757.09437,0,-151028403.895795,0,6928.60370247527,0,0,-12800093.1536124,0,0,0,0,-85114735.6145874,-220512.630035854,0,0,-4973778.53489103,0,0,0,148674992823.6,0,0,0,0,0,0,0,-173702132.58313,0,0,0,0,-806473112.756843,0,150572668.471266,0,4298694.19150387,0,0,0,0,-28462055.5039237,-50597915.8975461,0,91619005.8814524,-271288.189035826,-229018.035646867,-3401063734.16632,0,-384434058.631132,0,0,0,0,135090.428398957,-228561.369573792,-28427.4630488883,0,0,-1168808.27240464,-1719477001.62421,-294092.951059985,0,0,0,-706298557.550923,-658524664.649269,0,-420132.78722855,365155.099440081,0,0,0,0,0,-277167.764726661,-285644.628708106,0,-28920234.2833652,27447.1392270616,-1436655910.7043,0,824675607759.751,0,-21006.6393614275,0,0,0,0,0
"FRA",771890711.05902,0,297835754150.922,41719271192.3109,1850678.66458345,0,0,0,0,122423762.25973,0,0,601232024372.006,13934510708.0116,0,0,0,0,0,0,18650306725.1518,9707949281.34932,0,0,1646830024.65763,28302391356.2945,18176963050.6567,33629290307.617,2328662076.09878,0,375671950864.361,147692450.45314,16537751411.6752,73337396283.6297,0,0,196223347551.392,7467847115.17607,0,216728956.808913,70922923833.8034,0,3912104981.21391,14324937854.8856,1691761784.96867,1765703310865.01,1712212524.96779,620673171.876222,22783363733.2686,0,14633870870.4312,0,333337356.616937,0,6789461857.90338,312124295.926655,0,0,71819130093.3017,0,846043863.60675,27287184661.1749,164956930.555038,1858932551.65128,59366495378.2442,72831683.9521767,0,0,0,0,8837637115.85308,32607760945.0466,27942284100.9085,129917203462.965,32316713637.5934,384664378747.714,8177118212.15962,0,0,58666923.3174277,0,0,0,15994714546.0198,0,1459902248.38506,40081559486.466,0,0,18708736174.731,0,0,1461544374.85128,46234885980.4931,4008098070.76157,15545601606.0791,737616365.614105,19936.8648345352,0,7556338395.77919,0,233822230.459089,0,253223702715.46,0,14693375626.2952,0,315820206850.17,0,160756080.464157,270214519.429496,0,47280677252.5941,11132014.7995508,0,965794655.408493,0,0,11908394384.6083,82553199.2946688,19040021790.6271,0,0,0,2174204841.55673,0,0,0,0,226704953.421325,12228051464.3745,0,0,145255.836631207,102233536.690461,0,0,0,751279952.514603,11041721984.748,72381223.1821344,8623054571.09657,0,0,0,2874938142.30398,0,0,1459284263.52731,12604992303.1667,30523837804.9665,0,0,6754663410.90535,0,1624183247.45734,0,0,93790207224.782,0,0,380672966406.468,0,93654841588.6295,0,49841793.1385043
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6880335.71083941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,0,0,0,0,0,730930.399756088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53394.648442313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",138052141.113746,0,24687461003.7515,11797096109.4492,12600497.0319758,0,0,0,0,753684811.544722,0,0,120773767270.501,139455130.580542,0,0,0,0,0,0,5800342035.00669,1307395203.22923,0,0,1780544183.12097,1568805.9581864,511190.696166746,699447598.941832,533789918.108474,0,8105304105.58174,65128633.8880093,47644307.7657534,23732050977.4515,0,0,14412432379.7871,1548454706.30721,0,2256942.6954266,5220093158.82614,0,127682580.604824,88503654298.2138,35880722088.7952,29791526976.4404,17574349869.6576,3575498.61569379,53754213.0334042,0,1200888713.54018,0,2336194808.73135,0,689104.895239797,217265917.211729,0,0,7670622092.65205,0,46812500430.1438,131791014.892452,0,107836231.481485,190844193620.607,30647570007.801,0,0,0,0,121833584552.776,6176337680.53275,235413081959.564,28553354306.4929,5063521544.80489,963010663611.033,69714015543.6496,0,0,82691967.2730597,0,0,0,11974552098.1685,1784142.17396588,3592283911.03618,83819989924.4016,0,0,289155316.617445,0,0,7312408.3745785,3865138606.3727,2512157.0904316,35077914433.9642,184036683.185872,2462603.1457164,0,35191493472.3059,0,47195485301.2017,0,161438328909.4,0,6748993014.73122,0,62102104839.3049,0,0,2941564442.24428,0,2807362857.99144,0,0,133848783.778979,0,0,1956269637.65302,25153345.7940294,9235536187.19257,0,0,0,68724948.6933644,0,0,0,0,5365576921.22316,2003111794.08494,0,0,7886537.4829767,2842376.12464824,0,0,0,12799097417.179,3455440867.23889,250268.659615888,33357740805.9887,0,0,0,966847795.314768,0,0,68244025.2662887,6371514973.19218,13881757117.7919,0,0,8174420873.44033,0,4638477805.6814,0,0,507079274171.789,0,0,324939960406.16,0,63495285367.686,0,391062650.211591
"GHA",0,0,0,0,0,0,-891455.163399252,0,0,0,0,0,-15224968.8022986,-2944914.5505311,0,0,0,0,0,0,-14724572.7526555,0,0,-9238572.04253334,-5653597.47316052,0,0,0,0,0,0,0,-13546606.9324431,0,-77800013.5620525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-620906.103065907,-50517654.7788803,0,0,-23224122.8781721,0,0,0,-46405149.4458486,-2483624.41226363,0,0,0,0,0,0,0,0,0,0,-5145220.62527751,0,0,0,0,0,0,0,0,0,0,0,-8089337.09598462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10693471.5616711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31018170.4392796,0,0,-5898607.97912612,0,0,0,0,0,-1555457.57696074,0,0,0,0,0,0,-6619274.06019104,0,0,0,0,0,-53143337.3998145,0,0,0,0,0,0,0,-100168594.868905,0,824478265.629802,0,0,0,0,0,0,0
"GRC",0,0,1983902065.10587,544549628.704068,1601876.0856864,0,0,0,0,29678795.4629282,0,0,2096802105.01582,1171002.93213884,0,0,0,0,0,0,0,0,0,0,100488826.760244,0,0,0,19630895.0588383,0,0,0,19825432.5012185,28640538.0108093,0,0,0,6040964982.31947,0,467730.945618995,0,0,390605121.969992,0,0,1351859357.12392,0,0,0,0,124157634.320447,0,19536097.5302718,0,0,94183.2709865803,0,0,72864896.511856,0,0,0,0,7955087.48509327,0,0,0,0,0,0,57395905.2584928,4307281.83447513,1238105776.67423,6921912690.35556,0,1737028079.42526,8069899.94058947,0,0,85692941.3098443,0,0,0,2939370497.49832,0,0,1207003325.29689,0,0,0,0,0,173533.730561859,0,0,395469440.826619,0,0,0,9154683.69968336,0,0,0,455323015.903192,0,0,0,0,0,0,857536.599427924,0,779048535.314162,0,0,21648126.7650419,0,0,5628097.53217485,2286660.89228474,625003984.655006,0,0,0,0,0,0,0,0,0,53769705.3419803,0,0,0,36546072.9141748,0,0,0,7154591.99091954,0,0,541999309.088518,0,0,0,1342056.96031391,0,0,0,103876592.396131,452259960.223689,0,0,0,0,31828999.2073225,0,0,39585413359.9374,0,0,0,0,886381227.412645,0,4434283.991811
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200546666.666667,0,0,-45751446666.6667,0,0,-1833466666.66667,0,0,0,0,0,0,-4900820000,0,0,-155429870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1024840000,-187663933333.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25850793333.3333,0,0,0,0,0,0,0,-1226666.66666667,0,-41458353333.3333,0,0,0,0,0,0,-7029816666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4893333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3039286666.66667,0,0,-5582586666.66667,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,-182614860.95264,0,0,0,-778741.411311898,0,-2398523546.84065,0,0,0,-399104.973297348,0,-434177539.609307,0,0,0,0,0,-281155945.036382,0,-971862.250024694,0,0,0,1079685762.80761,0,-2902550.13726097,0,0,0,24854256.732598,-138855435.204763,-65024907.8445435,0,0,-16353569.6375499,0,1861150869.05544,0,0,56448650.8842057,0,0,0,0,0,0,-6232305370.21439,0,0,0,-631559284.573949,0,-8566155.52443088,83409200.5602442,0,0,0,18716097836.8237,7582654.59638583,0,0,0,0,0,0,0,0,46623215561.6444,48865996.2878198,0,0,0,0,0,0,0,0,0,0,0,-8176784.81877493,-8566155.52443088,0,0,0,0,-203841845.747533,0,0,0,0,0,0,0,0,0,-65424012817.8408,0,0,0,0,0,0,0,0,962997133.741001,0,0,-199482107.816105,0,-104740719.82145,-41756893215.9553,0,0,0,0,0,0,0,-946949556.155268,0,0,0,0,0,0,0,0,-1587767.21084148,-175216817.545177,0,0,308929452.138125,-143904419.659656,0,0,0,0,0,0,0,0,23943424283.9268,0,0,0,0,0,0,-2833450625.05834,0,907670668.930551,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,-72570000,0,0,0,0,0,0,0,0,0,0,0,0,0,-13346666.6666667,0,0,0,0,0,-2054100000,0,0,0,-48473333.3333333,0,-34800000,0,0,-309363333.333333,0,0,-1212980000,0,0,0,0,0,0,-2472713333.33333,0,0,-27250493333.3333,0,0,0,0,0,0,-3686666.66666667,0,0,0,-4893333.33333333,0,0,-27150406666.6667,0,0,0,-544890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1666093333.33333,0,0,0,0,0,0,0,-3680000,0,-13496376666.6667,0,0,0,0,0,-651600000,-23636666.6666667,0,0,-17126666.6666667,0,0,0,0,0,0,0,0,0,-1230000,0,0,0,0,0,0,0,0,0,0,-18006666.6666667,0,0,0,0,-1128533333.33333,0,-8676666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4753860000,0,0,-2460000,0,0,0,0
"HUN",0,0,3421084826.29459,0,0,0,0,0,0,0,0,0,1357018821.53598,0,0,0,0,0,0,0,0,0,0,0,27959313.8655297,0,0,0,0,0,0,0,0,36823548.8710405,0,0,0,1714475537.50275,0,0,0,0,0,0,0,29637316.548869,0,0,0,0,0,0,13431419.9621183,0,0,0,0,0,0,0,0,120837.920524876,0,0,0,0,0,0,0,0,0,61514913.9723877,40430138785.3238,22255349031.3077,0,24621645.9041229,15022639203.7895,0,0,934238.590348796,0,0,0,17419097692.8395,0,0,26709599635.6669,0,0,0,0,0,0,0,0,0,176960578.897079,3526903.45018652,0,8980071.20404907,0,0,0,13365611187.1209,0,0,0,0,0,0,0,0,92691012.6798697,0,0,0,0,0,2573590.37677897,0,13066817.3776762,0,0,0,0,0,0,0,0,9770029.84091996,0,0,0,0,0,0,0,0,0,0,0,106367652.01019,0,0,0,0,0,0,0,0,2345796201.08339,0,0,0,0,3767060.22219755,0,0,5520739870.67366,0,0,0,0,31075829683.8206,0,0
"IND",305284761.237058,0,381267865.058277,666228125.91899,4453308.33575057,0,0,0,0,1927563253.52131,0,0,3831297389.92056,30569126746.9749,1836374546.76546,0,0,0,0,0,210043311.032394,67299079.9577162,0,0,4487479093.09604,0,0,43175016.6436808,71979948.5490739,0,42595898.8377723,14114348.5885963,4192771369.47896,8183010.86023123,0,0,0,63859046.0611413,0,2148763477.9238,0,0,117058668447.278,441015726.202503,16335558.4394904,61587493524.8588,0,0,15905074041.0081,0,4170466050.16734,0,540464.732983862,0,3683971.4867823,423447135.558276,0,0,4751564844.11521,0,0,23083722069.3535,244590.993355117,31664537.5630807,0,725197709.588055,0,0,0,0,10259699012.3287,5492742.2040334,5754962012.36277,1052958257.78467,1902032143.78303,14208354595.6872,1446859303.6003,0,0,8820210579.97376,0,0,0,1249444032.856,5505930439.88969,11902770049.4739,6199882350.03728,0,0,9031257752.49746,0,0,948257.70905885,44389493.7753593,603059954.070362,804948651.389791,0,0,0,28659229707.4055,0,2682660557.88076,0,1033866728.64171,0,0,0,2005733266834.46,0,0,3468688918.65584,0,139073521.420076,2791628501.24764,0,17556102.8033572,0,0,17992586.3946778,1375579700.16617,107999168963.618,0,0,0,1938133.36908949,0,0,0,0,7129857767.34112,28667493825.8671,0,0,8567.67962226907,179439492666.808,0,0,0,13767926022.1546,42080326.1708852,45420031.4286092,1575403422.00105,0,0,0,1034575029.60541,0,0,1780831921.8107,28192528474.1642,194184402.729958,0,0,992939047.624356,0,68044998935.875,0,0,731192583540.814,0,0,11371816.3139586,0,154516160175.525,0,737348897.540237
"IDN",0,0,534962.253999617,40013388.3874436,0,0,0,0,0,8754579.42537979,0,0,20112361.4636301,53516702.8080015,0,0,0,0,0,0,0,0,0,0,53643118.0938041,0,0,0,1377606.67079567,0,0,97236.0205889213,151178.978750005,0,0,0,0,807520.713392674,0,0,0,0,0,0,0,453549407.031658,44556614.0298796,0,47628318.4200765,0,29502329.2319176,0,1158032.25190995,0,0,690677.320568256,0,0,34402081.3867378,0,0,1462006.04942735,0,0,0,0,0,0,0,0,0,92593.624169227,0,13801.6378507081,0,121179159642.921,249409215.316209,0,0,32409283.4546088,0,0,0,131024494.839264,0,3561818.18700062,3364095.36895508,0,0,17953468.8008959,0,0,0,0,19177361.5423031,1339608195.95323,2064096.82416181,0,0,3201590.60318271,0,21666911.2782616,0,475198488.67433,0,0,0,202164759.904474,0,0,6607407.65258987,0,85475544.6269457,160728761.554546,0,0,0,0,3508.88383971297,20351403.5075698,36090462654.6696,0,0,0,6746700.03413402,0,0,0,0,0,21662632237.1094,0,0,2421727.78396284,0,0,0,0,13069078.750441,261017543.014422,0,1626686.55925212,0,0,0,965835919.950418,0,0,767141.191608846,77368574.9485748,54961.222200591,0,0,0,0,241759010.561996,0,0,98880771139.2131,0,0,0,0,1922154479.67761,0,519430.954623928
"IRN",3051566984.31826,0,1609977.02359105,72815217.8725099,0,0,0,0,0,38279845.1451656,0,0,0,3903343.10712947,0,0,0,0,0,0,0,0,0,0,6700204.81756034,0,0,0,0,0,0,0,0,0,0,0,0,502335.092282146,0,0,0,0,0,0,0,0,0,0,40824272.9314941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24210122948.6743,0,0,0,0,54551289.2383269,3032967.52027512,0,0,15164210.3317204,0,0,0,103408856.962461,0,0,3043632.59724841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072878.34351477,0,0,0,2649481.33274439,0,0,3409647.93800281,0,0,0,0,0,0,0,0,4548780.60075076,0,0,0,0,0,0,0,0,0,0,15020732.3791559,0,0,0,0,0,0,0,798601.798230192,0,0,9309627.51175649,0,0,0,0,0,0,0,0,0,0,0,4707298.09467696,0,100432909.666659,0,0,141894755.988193,0,0,0,0,554971258.682287,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",216449652.713555,-720709.576165199,0,258919781.238072,80636.9558051744,0,-413497382.217657,-396193.888259752,0,19872128.8504563,0,0,56948442.135921,-328884.767866846,0,0,0,0,-60222.7802063563,-61122.8489322666,200797437.61675,0,0,0,297012296.079331,0,0,0,201645052.773401,-1123780480.43748,32066120423.8924,0,794987776.349633,12616908420.0331,-1480694.87855194,0,0,-2516848.51818837,0,0,5762138160.56839,-84851.933524445,0,3544385042.93713,3382206464.43815,1314130172.80507,917978137.322261,0,5393746.35029592,0,734171628.090255,0,0,-295783366.739223,-847400.327023869,-1365942.32354325,-481782.241650851,-3500088826.53081,3828786745.36937,-79320356.6082897,1836730090.82704,0,0,0,0,39155098.8354602,-1582648.11786867,-2576487.64013281,-52755891.8806348,-73596492.2825081,25448038.8023691,0,11985368479.6105,-9142488.99564784,0,607117061.345844,702220153.635873,0,-23505867.5481527,-215620509.814737,0,0,0,756265713.961595,0,26027556.6146092,14054226.1313503,0,0,0,-80852109.9309296,-158515685.488108,-813978320.262797,26476795.8405191,-6752333.23277395,126357694701.168,0,0,-90579.6435984191,23986316.6400542,0,0,0,-1856421643.29917,-30193.2145328064,4641658989.22182,-152916112.470931,198260121713.321,0,27518354.1209314,-17367991.0873667,-894480690.137618,8953308137.33367,0,0,709390727.351642,-788195747.340792,-194880916.747769,-53048496.0409852,-13250926.2392606,1227335644.56666,0,0,-1066190155.78113,0,-1363614020.50996,-3849066336.79576,0,0,72986842.6105261,799336131.237159,-190159.97445594,0,0,0,-260473670.621765,-161878424.072538,-25865684.09863,18388795.7260767,0,0,-19122778.3262588,-1535680.89526209,-8280632.278374,0,227046499.756188,0,0,-363232962.394772,0,3892125.230573,-39346095.231017,0,0,0,171731728.755592,-18004189442.2324,-47766401.8107663,40771059446.4466,-692561.972373098,0,61300023448.2417,-267149725.83513,389594888.00284,0,0
