"x"
1088856100000
63820915000
0
12494060000
4079772356666.67
27262565000
26733190000
4517275000
597863395000
151039020000
284371160000
46512060000
1745028391666.67
6930759040000
994944595000
2967055210000
105165226666.667
295936400000
25434055000
23267620000
97993505000
860810000
2151075000
1752770000
1812600590000
12407635000
106839130000
26916760000
103015200000
13889400000
1420629465000
216402055000
252779960000
13026274698333.3
4989486270000
2472701105000
176074330000
534224230000
206250000
580456010000
124407510000
87378745000
120676180000
137680580000
24963345000
314078011666.667
1601484970000
767349500000
1453330000
143833300000
91229600000
420857505000
587485000
261097996666.667
999590000
498810900000
13228200000
543535920000
100731685000
106380225000
1929182006666.67
503830000
229021130000
2271066230000
84941435000
2024044315000
2055634885000
319748340000
314353190000
67890510000
88421505000
6996810000
1379770000
48566710000
2227990000
1209364058333.33
68169375000
49733910000
1700735900000
186707683333.333
3223532286666.67
73678753333.3333
84819365000
4208845371666.67
3013225740000
5005780000
481754925000
595399430000
280664815000
731661495000
1362397456666.67
125539580000
2113338670000
27914250000
122941313333.333
42802785000
3340210000
1442010283333.33
810910595000
627236413333.333
292326935000
1021716160000
272014480000
12424255000
1258574505000
38804710000
70629420000
9766350000
24451215000
84455745000
20126335000
28471260000
1285251965000
106707421666.667
873462830000
628355000
548435550000
12138960000
61112713333.3333
5795110000
115436840000
2093277960000
217220945000
203150215000
11856900000
3129143345000
66728600000
18443285000
971782405000
1116200456666.67
44977605000
1206491848333.33
90550520000
1453346220000
174469035000
961211365000
12289800000
106019330000
855696480000
3176475603333.33
608326590000
699275525000
113894420000
275512745000
534600000
13896550000
19698700000
723474480000
170650810000
951253955000
15158380000
4809721601666.67
198907920000
3949639120000
1265663641666.67
53674850000
854459900000
68104170000
1276650850000
44279100000
104396850000
30297285000
2103640000
118649640000
63892485000
233225955000
119172440000
21580735000
289107950000
5.196e+10
703546165000
323322276666.667
99130070000
109720230000
83782790000
513460000
61607875000
89863410000
999782135000
1013410000
451912981666.667
367263630000
278855805000
266667355000
1792690000
2617863903333.33
63523180000
11116060000
237390850000
70292326666.6667
19718010000
1593482100000
3268674431666.67
44676970000
458113635000
