"x"
74939890000
231766493333.333
0
8982616666.66667
2221721628333.33
169557725000
105251438333.333
831945000
64219796666.6667
3883722226666.67
447720283333.333
105549340000
6346402740000
12228033333.3333
34985453333.3333
3097246085000
513742701666.667
55521393333.3333
12350523333.3333
919322201666.667
185073413333.333
6041613333.33333
1057835000
217300361666.667
5531635163333.33
116839793333.333
58686100000
0
740332673333.333
4633585000
4461339876666.67
649007381666.667
5255669368333.33
13040674296666.7
106130340000
192481411666.667
205234633333.333
42655818333.3333
75910000
16625182518333.3
1089620000
104472826666.667
2966454675000
3198866666666.67
825894315000
501537698333.333
9347792418333.33
5472113333.33333
537670000
647651060000
4639786226666.67
14895993925000
296261738333.333
28295667230000
672946666.666667
25254240275000
62422303333.3333
29631840000
232180515000
10216555000
2181924770000
97766666.6666667
23556706666.6667
5910128286666.67
312084386666.667
246893445000
25218123333.3333
4320463333.33333
330503333.333333
233670000
2288986746666.67
13421660000
59361666.6666667
3677791338333.33
112198661666.667
325953446666.667
2077417521666.67
209531638333.333
87487003333.3333
459243361666.667
5737825785000
392806901666.667
4235166043333.33
27449777870000
1203750246666.67
78711633333.3333
5849252235000
16901085860000
918500466666.667
3036559371666.67
53408847086666.7
39058853333.3333
2196681055000
8051781666.66667
2672981666.66667
19860000
332311666.666667
35084240321666.7
856243373333.333
4727680000
2453800006666.67
6544506666.66667
2880043070000
7984635000
196917871666.667
726495933333.333
320953905000
31111405000
265855093333.333
7619333333.33333
7762427900000
25444043333.3333
36209375000
2454183333.33333
49813150928333.3
231205820000
12079635000
179520588333.333
10177390000
102000480000
15782968333.3333
678152686666.667
19020461666.6667
377746480000
560021181666.667
13384761493333.3
566453701666.667
9189088333.33333
228369633333.333
1128026323333.33
990808078333.333
18455037636666.7
297334916666.667
17906743333.3333
347693961666.667
890073208333.333
90370518333.3333
1699352036666.67
10467338488333.3
970640968333.333
11662196666.6667
1293479493333.33
57917243333.3333
6728164516666.67
42149838333.3333
3994463333.33333
9814221666.66667
95735235000
4907937811666.67
169962746666.667
272231620000
12474351141666.7
53043806666.6667
876889440000
362129755000
788825000
2336910000
2239167971666.67
46364940000
30070198333.3333
299495720000
2691183333.33333
33847563333.3333
419713003333.333
841433705000
164834333333.333
421177808333.333
1342778333.33333
898566530000
29253333.3333333
3220790000
513246228333.333
2752556666.66667
6952053333.33333
178133333.333333
36663333.3333333
346263185000
4456504448333.33
6578052566666.67
2420000
15119686351666.7
281257573333.333
11418238333.3333
159553113333.333
721674068333.333
5417481898333.33
208251170000
23837771666.6667
5923803266666.67
27531157233333.3
130556666.666667
2079387136666.67
5671291356666.67
14442796666.6667
2238700800000
