"iso3","Country","Year","Value"
"AFG","Afghanistan",1,1555007015750
"AGO","Angola",1,3040714196350
"ALB","Albania",1,812987236650
"ANT","Netherlands Antilles",1,0
"ARB","Aruba",1,0
"ARE","United Arab Emirates",1,4767131628450
"ARG","Argentina",1,16485416250
"ARM","Armenia",1,1116216161400
"ATG","Antigua and Barbuda",1,12212086250
"AUS","Australia",1,2435474100150
"AUT","Austria",1,4482595561300
"AZE","Azerbaijan",1,4270463447150
"BDI","Burundi",1,157104723000
"BEL","Belgium",1,13009835236950
"BEN","Benin",1,885573864750
"BFA","Burkina Faso",1,869584094450
"BGD","Bangladesh",1,14479724065250
"BGR","Bulgaria",1,336340852700
"BHR","Bahrain",1,490601589900
"BHS","Bahamas",1,51442687500
"BIH","Bosnia and Herzegovina",1,1104791215250
"BLR","Belarus",1,879004307600
"BLZ","Belize",1,72105520000
"BMU","Bermuda",1,0
"BOL","Bolivia (Plurinational State of)",1,469186911250
"BRA","Brazil",1,8888837623000
"BRB","Barbados",1,101773755000
"BRN","Brunei Darussalam",1,59803593650
"BTN","Bhutan",1,6285358750
"BWA","Botswana",1,122920663750
"CAF","Central African Republic",1,3198058750
"CAN","Canada",1,2916529850300
"CHE","Switzerland",1,2307077651300
"CHL","Chile",1,3190165502650
"CHN","China (mainland)",1,23196088449550
"CIV","Cote dIvoire",1,2343584476050
"CMR","Cameroon",1,2705380545500
"COD","Democratic Republic of the Congo",1,1326123665950
"COG","Congo",1,749930278500
"COK","Cook Islands",1,3646970000
"COL","Colombia",1,6656851346250
"COM","Comoros",1,64798919300
"CPV","Cape Verde",1,74301602500
"CRI","Costa Rica",1,1027846095000
"CUB","Cuba",1,2408007484250
"CYP","Cyprus",1,449376979550
"CZE","Czech Republic",1,1310297928900
"DEU","Germany",1,17463797462500
"DJI","Djibouti",1,656302325650
"DMA","Dominica",1,6156047500
"DNK","Denmark",1,1403699734600
"DOM","Dominican Republic",1,2128464346250
"DZA","Algeria",1,22836919681000
"ECU","Ecuador",1,3857813690500
"EGY","Egypt",1,35980664539900
"ERI","Eritrea",1,588801350000
"ESP","Spain",1,14559198572200
"EST","Estonia",1,213654324900
"ETH","Ethiopia",1,2186559898900
"FIN","Finland",1,762090177800
"FJI","Fiji",1,560536086250
"FRA","France",1,6730322514350
"FRO","Faroe Islands",1,56507355000
"GAB","Gabon",1,391628172500
"GBR","United Kingdom",1,10441721768300
"GEO","Georgia",1,1827256703800
"GHA","Ghana",1,3092638185100
"GIN","Guinea",1,1265626573550
"GMB","Gambia",1,336458049250
"GNB","Guinea-Bissau",1,113459863750
"GNQ","Equatorial Guinea",1,107026311250
"GRC","Greece",1,3688688015700
"GRD","Grenada",1,34387150000
"GRL","Greenland",1,0
"GTM","Guatemala",1,2701147975000
"GUY","Guyana",1,163095378000
"HKG","Hong Kong SAR, China",1,755849231250
"HND","Honduras",1,1306116267500
"HRV","Croatia",1,845259208750
"HTI","Haiti",1,985521999000
"HUN","Hungary",1,1158581533250
"IDN","Indonesia",1,24763908711700
"IND","India",1,111064505600
"IRL","Ireland",1,3106073250750
"IRN","Iran (Islamic Republic of)",1,2182242265550
"IRQ","Iraq",1,6770019069350
"ISL","Iceland",1,167138626250
"ISR","Israel",1,5429611025350
"ITA","Italy",1,25372752746800
"JAM","Jamaica",1,678053460000
"JOR","Jordan",1,3362206866000
"JPN","Japan",1,19268679055900
"KAZ","Kazakhstan",1,1636134369100
"KEN","Kenya",1,5194866033450
"KGZ","Kyrgyzstan",1,462442350600
"KHM","Cambodia",1,69446842450
"KIR","Kiribati",1,12367290000
"KNA","Saint Kitts and Nevis",1,4684585000
"KOR","Republic of Korea",1,12267149725650
"KWT","Kuwait",1,1998228762450
"LAO","Lao People's Democratic Republic",1,69977245250
"LBN","Lebanon",1,3490135208300
"LBR","Liberia",1,152587676700
"LBY","Libya",1,2883823242050
"LCA","Saint Lucia",1,43309435000
"LKA","Sri Lanka",1,3489708952100
"LSO","Lesotho",1,194611025000
"LTU","Lithuania",1,1388008364350
"LUX","Luxembourg",1,570293219250
"LVA","Latvia",1,3158258598900
"MAC","Macao SAR, China",1,75160662500
"MAR","Morocco",1,14771221166600
"MDA","Republic of Moldova",1,149035269700
"MDG","Madagascar",1,513739530650
"MDV","Maldives",1,96753634150
"MEX","Mexico",1,15480834236650
"MKD","The former Yugoslav Republic of Macedonia",1,248171521350
"MLI","Mali",1,1239103148300
"MLT","Malta",1,172333393800
"MMR","Myanmar",1,1555680605250
"MNE","Montenegro",1,126146544800
"MNG","Mongolia",1,341555184600
"MOZ","Mozambique",1,2465983777600
"MRT","Mauritania",1,1911958834550
"MUS","Mauritius",1,514977483400
"MWI","Malawi",1,333939750750
"MYS","Malaysia",1,5312355079200
"NAM","Namibia",1,371245251500
"NCL","New Caledonia",1,116083094000
"NER","Niger",1,474288191250
"NGA","Nigeria",1,16717359019250
"NIC","Nicaragua",1,654468749500
"NLD","Netherlands",1,18657805036750
"NOR","Norway",1,1586292070350
"NPL","Nepal",1,208915349950
"NZL","New Zealand",1,1525964994850
"OMN","Oman",1,2346992960150
"PAK","Pakistan",1,3894471565950
"PAN","Panama",1,656324478650
"PER","Peru",1,6409762523750
"PHL","Philippines",1,21900529355900
"PNG","Papua New Guinea",1,969784595150
"POL","Poland",1,3419826641550
"PRK","Democratic People's Republic of Korea",1,266666087250
"PRT","Portugal",1,4836436311500
"PRY","Paraguay",1,59807666250
"PSE","Occupied Palestinian Territory",1,317862023450
"PYF","French Polynesia",1,75197290000
"QAT","Qatar",1,684515426350
"ROU","Romania",1,4369555033150
"RUS","Russian Federation",1,837974881850
"RWA","Rwanda",1,316565160600
"SAU","Saudi Arabia",1,11496212643250
"SDN","Sudan",1,7246549544600
"SEN","Senegal",1,2162633831700
"SGP","Singapore",1,1624618552650
"SLB","Solomon Islands",1,61432566250
"SLE","Sierra Leone",1,204222268050
"SLV","El Salvador",1,1045691632500
"SOM","Somalia",1,1658509379650
"SRB","Serbia",1,507380130350
"SSD","South Sudan",1,170988986750
"STP","Sao Tome and Principe",1,38848843750
"SUR","Suriname",1,106701835000
"SVK","Slovakia",1,716845285050
"SVN","Slovenia",1,718563432650
"SWE","Sweden",1,1449727115350
"SWZ","Swaziland",1,78443147500
"SYC","Seychelles",1,21371122300
"SYR","Syrian Arab Republic",1,1960517894000
"TCD","Chad",1,109498433600
"TGO","Togo",1,739580061350
"THA","Thailand",1,8926376232850
"TJK","Tajikistan",1,1005748082700
"TKM","Turkmenistan",1,214831839950
"TLS","Timor-Leste",1,76778955000
"TON","Tonga",1,17583521250
"TTO","Trinidad and Tobago",1,447624720000
"TUN","Tunisia",1,5296792798600
"TUR","Turkey",1,31698857546200
"TUV","Tuvalu",1,1.054e+09
"TWN","Taiwan",1,4686549278600
"TZA","United Republic of Tanzania",1,3021186476200
"UGA","Uganda",1,1224242106900
"UKR","Ukraine",1,475198028250
"URY","Uruguay",1,76258913750
"USA","United States of America",1,14424320495300
"UZB","Uzbekistan",1,2555491520500
"VCT","Saint Vincent and the Grenadines",1,79158648750
"VEN","Venezuela (Bolivarian Republic of)",1,2762193236150
"VNM","Viet Nam",1,8814604064900
"VUT","Vanuatu",1,24976307500
"YEM","Yemen",1,11525956010550
"ZAF","South Africa",1,6898792407750
"ZMB","Zambia",1,146499713750
"ZWE","Zimbabwe",1,432021792350
