"iso3","Country","Year","Value"
"AFG","Afghanistan",1,1576160861666.67
"ALB","Albania",1,61521514444.4444
"ANT","Netherlands Antilles",1,0
"ARB","Aruba",1,0
"ARE","United Arab Emirates",1,-422752164444.444
"ARG","Argentina",1,3657937756111.11
"ARM","Armenia",1,6543470000
"ATG","Antigua and Barbuda",1,4625430000
"AUS","Australia",1,1882164397777.78
"AUT","Austria",1,137792080000
"AZE","Azerbaijan",1,180195776666.667
"BDI","Burundi",1,258363014444.444
"BEL","Belgium",1,-124167865833.333
"BEN","Benin",1,2974532694444.44
"BFA","Burkina Faso",1,1114972776666.67
"BGD","Bangladesh",1,150343642224533
"BGR","Bulgaria",1,88970557777.7778
"BHR","Bahrain",1,77855552777.7778
"BHS","Bahamas",1,29573766666.6667
"BIH","Bosnia and Herzegovina",1,17109463333.3333
"BLR","Belarus",1,21903626666.6667
"BLZ","Belize",1,44799967777.7778
"BMU","Bermuda",1,0
"BOL","Bolivia (Plurinational State of)",1,1364438731666.67
"BRA","Brazil",1,34281723916666.7
"BRB","Barbados",1,11770883333.3333
"BRN","Brunei Darussalam",1,33715872777.7778
"BTN","Bhutan",1,237745927777.778
"BWA","Botswana",1,113146833333.333
"CAF","Central African Republic",1,32531866666.6667
"CAN","Canada",1,947623477222.222
"CHE","Switzerland",1,174472330000
"CHL","Chile",1,718482821666.667
"CHN","China (mainland)",1,599219669705556
"CIV","Cote dIvoire",1,7006447585555.56
"CMR","Cameroon",1,1577610463333.33
"COD","Democratic Republic of the Congo",1,3405376554444.44
"COG","Congo",1,198631226666.667
"COK","Cook Islands",1,206250000
"COL","Colombia",1,9031141560000
"COM","Comoros",1,151588976666.667
"CPV","Cape Verde",1,41693176666.6667
"CRI","Costa Rica",1,900713955555.556
"CUB","Cuba",1,1495694150000
"CYP","Cyprus",1,19965055000
"CZE","Czech Republic",1,145386194444.444
"DEU","Germany",1,814836540277.778
"DJI","Djibouti",1,155930576666.667
"DMA","Dominica",1,1388750000
"DNK","Denmark",1,87320120833.3333
"DOM","Dominican Republic",1,2742862133333.33
"DZA","Algeria",1,101678163333.333
"ECU","Ecuador",1,3970989903333.33
"EGY","Egypt",1,13992943203888.9
"ERI","Eritrea",1,391590000
"ESP","Spain",1,1776321095833.33
"EST","Estonia",1,11020813333.3333
"ETH","Ethiopia",1,410853460213.333
"FIN","Finland",1,106813696666.667
"FJI","Fiji",1,31798316666.6667
"FRA","France",1,1283789065416.67
"FRO","Faroe Islands",1,512230000
"GAB","Gabon",1,78336930000
"GBR","United Kingdom",1,1018958193611.11
"GEO","Georgia",1,42784885000
"GHA","Ghana",1,2211173761666.67
"GIN","Guinea",1,6377402116666.67
"GMB","Gambia",1,356789526666.667
"GNB","Guinea-Bissau",1,632951390000
"GNQ","Equatorial Guinea",1,22449903333.3333
"GRC","Greece",1,317817838333.333
"GRD","Grenada",1,6844850000
"GRL","Greenland",1,0
"GTM","Guatemala",1,448750025555.556
"GUY","Guyana",1,1067160616666.67
"HKG","Hong Kong SAR, China",1,261863751111.111
"HND","Honduras",1,752586273333.333
"HRV","Croatia",1,37083770000
"HTI","Haiti",1,2118869256666.67
"HUN","Hungary",1,222831318888.889
"IDN","Indonesia",1,173574481368889
"IND","India",1,467097318005556
"IRL","Ireland",1,85542165000
"IRN","Iran (Islamic Republic of)",1,8652228434444.45
"IRQ","Iraq",1,1731778273333.33
"ISL","Iceland",1,3553386666.66667
"ISR","Israel",1,176226530833.333
"ITA","Italy",1,2162408152500
"JAM","Jamaica",1,264419133333.333
"JOR","Jordan",1,488322233333.333
"JPN","Japan",1,32469071068888.9
"KAZ","Kazakhstan",1,1119598653333.33
"KEN","Kenya",1,1223609391555.56
"KGZ","Kyrgyzstan",1,125811426666.667
"KHM","Cambodia",1,27528198895000
"KIR","Kiribati",1,-99620000
"KNA","Saint Kitts and Nevis",1,3208470000
"KOR","Republic of Korea",1,16153256813888.9
"KWT","Kuwait",1,168753836666.667
"LAO","Lao People's Democratic Republic",1,11681660357777.8
"LBN","Lebanon",1,144424168333.333
"LBR","Liberia",1,1007149763333.33
"LBY","Libya",1,376974481666.667
"LCA","Saint Lucia",1,12087046666.6667
"LKA","Sri Lanka",1,11017680832777.8
"LSO","Lesotho",1,36424443333.3333
"LTU","Lithuania",1,19040716666.6667
"LUX","Luxembourg",1,13856486666.6667
"LVA","Latvia",1,9617733333.33333
"MAC","Macao SAR, China",1,47901333333.3333
"MAR","Morocco",1,170995476666.667
"MDA","Republic of Moldova",1,21414840000
"MDG","Madagascar",1,10781825037361.1
"MDV","Maldives",1,24775646111.1111
"MEX","Mexico",1,3507878350000
"MKD","The former Yugoslav Republic of Macedonia",1,49037196666.6667
"MLI","Mali",1,7681575027777.78
"MLT","Malta",1,10874160000
"MMR","Myanmar",1,74152366834497.8
"MNE","Montenegro",1,4136416666.66667
"MNG","Mongolia",1,51898453333.3333
"MOZ","Mozambique",1,1140019745000
"MRT","Mauritania",1,787473836666.667
"MUS","Mauritius",1,52623042777.7778
"MWI","Malawi",1,296014624444.444
"MYS","Malaysia",1,8103412313333.33
"NAM","Namibia",1,32723433333.3333
"NCL","New Caledonia",1,5966806666.66667
"NER","Niger",1,95893330000
"NGA","Nigeria",1,20555312237777.8
"NIC","Nicaragua",1,1268781812222.22
"NLD","Netherlands",1,140253555555.555
"NOR","Norway",1,52286598888.8889
"NPL","Nepal",1,13662196240000
"NZL","New Zealand",1,46074038888.8889
"OMN","Oman",1,330233750555.556
"PAK","Pakistan",1,28982308049315.6
"PAN","Panama",1,1110121673333.33
"PER","Peru",1,9633935496666.67
"PHL","Philippines",1,54267758831022.2
"PNG","Papua New Guinea",1,305701326666.667
"POL","Poland",1,512683501666.667
"PRK","Democratic People's Republic of Korea",1,6408375553333.33
"PRT","Portugal",1,385194917777.778
"PRY","Paraguay",1,642441959166.666
"PSE","Occupied Palestinian Territory",1,9831150000
"PYF","French Polynesia",1,4020356666.66667
"QAT","Qatar",1,167354191666.667
"ROU","Romania",1,231187295000
"RUS","Russian Federation",1,2533350293333.33
"RWA","Rwanda",1,158929061111.111
"SAU","Saudi Arabia",1,1304698493888.89
"SDN","Sudan",1,191399657222.222
"SEN","Senegal",1,3428188316666.67
