"iso3","Country","Year","Value"
"AFG","Afghanistan",1,1027809020000
"ALB","Albania",1,1413881121666.67
"ANT","Netherlands Antilles",1,0
"ARB","Aruba",1,0
"ARE","United Arab Emirates",1,1970940768333.33
"ARG","Argentina",1,81552975709462.7
"ARM","Armenia",1,115024150000
"ATG","Antigua and Barbuda",1,1035600000
"AUS","Australia",1,1381929710416.67
"AUT","Austria",1,8079417982502.67
"AZE","Azerbaijan",1,1240129278333.33
"BDI","Burundi",1,825022419444.444
"BEL","Belgium",1,5756324206898.67
"BEN","Benin",1,4897895216666.67
"BFA","Burkina Faso",1,5357084829166.67
"BGD","Bangladesh",1,12456301817500
"BGR","Bulgaria",1,3291826612749.33
"BHR","Bahrain",1,95370726666.6667
"BHS","Bahamas",1,17336900000
"BIH","Bosnia and Herzegovina",1,3256936506250
"BLR","Belarus",1,2084110778333.33
"BLZ","Belize",1,227417685833.333
"BMU","Bermuda",1,0
"BOL","Bolivia (Plurinational State of)",1,3636221136666.67
"BRA","Brazil",1,242699755447691
"BRB","Barbados",1,114794046666.667
"BRN","Brunei Darussalam",1,120644690833.333
"BTN","Bhutan",1,309131779166.667
"BWA","Botswana",1,743281921111.111
"CAF","Central African Republic",1,314612191666.667
"CAN","Canada",1,55243739961918
"CHE","Switzerland",1,1143960851250
"CHL","Chile",1,9672457256666.67
"CHN","China (mainland)",1,914036507736371
"CIV","Cote dIvoire",1,3672837563333.33
"CMR","Cameroon",1,7863563936388.89
"COD","Democratic Republic of the Congo",1,7744209669722.22
"COG","Congo",1,86661895000
"COK","Cook Islands",1,75910000
"COL","Colombia",1,21168412300000
"COM","Comoros",1,24351846666.6667
"CPV","Cape Verde",1,122321276666.667
"CRI","Costa Rica",1,3016685730000
"CUB","Cuba",1,4553278160000
"CYP","Cyprus",1,678597128333.333
"CZE","Czech Republic",1,1291084963998
"DEU","Germany",1,19439571427466.7
"DJI","Djibouti",1,8069976666.66667
"DMA","Dominica",1,854016666.666667
"DNK","Denmark",1,483386508133.333
"DOM","Dominican Republic",1,4781970589166.67
"DZA","Algeria",1,14502016063333.3
"ECU","Ecuador",1,5554166520000
"EGY","Egypt",1,54584801744166.7
"ERI","Eritrea",1,71961946666.6667
"ESP","Spain",1,32168856661628
"EST","Estonia",1,48043166666.6667
"ETH","Ethiopia",1,32552000193751.1
"FIN","Finland",1,438900506666.667
"FJI","Fiji",1,19951772500
"FRA","France",1,20682013802253.8
"FRO","Faroe Islands",1,97766666.6666667
"GAB","Gabon",1,182771773333.333
"GBR","United Kingdom",1,3825520021944.44
