"iso3","Country","Year","Value"
"AFG","Afghanistan",0,1090199290000
"ALB","Albania",0,73565936666.6667
"ANT","Netherlands Antilles",0,0
"ARB","Aruba",0,0
"ARE","United Arab Emirates",0,3856245966666.67
"ARG","Argentina",0,30123333333.3333
"ARM","Armenia",0,8319270000
"ATG","Antigua and Barbuda",0,5681430000
"AUS","Australia",0,571843083333.333
"AUT","Austria",0,161518733333.333
"AZE","Azerbaijan",0,284956413333.333
"BDI","Burundi",0,25062503333.3333
"BEL","Belgium",0,1522361233333.33
"BEN","Benin",0,7686841406666.67
"BFA","Burkina Faso",0,299163576666.667
"BGD","Bangladesh",0,2527333036666.67
"BGR","Bulgaria",0,111711846666.667
"BHR","Bahrain",0,263511106666.667
"BHS","Bahamas",0,31046966666.6667
"BIH","Bosnia and Herzegovina",0,17709063333.3333
"BLR","Belarus",0,33219630000
"BLZ","Belize",0,1326543333.33333
"BMU","Bermuda",0,0
"BOL","Bolivia (Plurinational State of)",0,155075770000
"BRA","Brazil",0,2375747916666.67
"BRB","Barbados",0,14441426666.6667
"BRN","Brunei Darussalam",0,102827386666.667
"BTN","Bhutan",0,27431026666.6667
"BWA","Botswana",0,116501366666.667
"CAF","Central African Republic",0,4125600000
"CAN","Canada",0,1343687026666.67
"CHE","Switzerland",0,317951213333.333
"CHL","Chile",0,531228640000
"CHN","China (mainland)",0,5823912876666.67
"CIV","Cote dIvoire",0,4461008480000
"CMR","Cameroon",0,2452738816666.67
"COD","Democratic Republic of the Congo",0,320625183333.333
"COG","Congo",0,587451020000
"COK","Cook Islands",0,206250000
"COL","Colombia",0,834014753333.333
"COM","Comoros",0,125273643333.333
"CPV","Cape Verde",0,115768810000
"CRI","Costa Rica",0,526295096666.667
"CUB","Cuba",0,518942550000
"CYP","Cyprus",0,26976076666.6667
"CZE","Czech Republic",0,291342760000
"DEU","Germany",0,1503266310000
"DJI","Djibouti",0,767955316666.667
"DMA","Dominica",0,1605730000
"DNK","Denmark",0,154781173333.333
"DOM","Dominican Republic",0,91334133333.3333
"DZA","Algeria",0,337233503333.333
"ECU","Ecuador",0,642170000
"EGY","Egypt",0,286406616666.667
"ERI","Eritrea",0,1105190000
"ESP","Spain",0,604727423333.333
"EST","Estonia",0,13677656666.6667
"ETH","Ethiopia",0,237840740000
"FIN","Finland",0,114507406666.667
"FJI","Fiji",0,35669353333.3333
"FRA","France",0,1846344276666.67
"FRO","Faroe Islands",0,512230000
"GAB","Gabon",0,223733396666.667
"GBR","United Kingdom",0,2159873496666.67
"GEO","Georgia",0,128986986666.667
"GHA","Ghana",0,884159336666.667
"GIN","Guinea",0,1942819683333.33
"GMB","Gambia",0,506392240000
"GNB","Guinea-Bissau",0,317388523333.333
"GNQ","Equatorial Guinea",0,69294376666.6667
"GRC","Greece",0,83579416666.6667
"GRD","Grenada",0,7133610000
"GRL","Greenland",0,0
"GTM","Guatemala",0,361057250000
"GUY","Guyana",0,2333773333.33333
"HKG","Hong Kong SAR, China",0,915462186666.667
"HND","Honduras",0,595242480000
"HRV","Croatia",0,52778526666.6667
"HTI","Haiti",0,1703984656666.67
"HUN","Hungary",0,225392146666.667
"IDN","Indonesia",0,1907614920000
"IND","India",0,79572723333.3333
"IRL","Ireland",0,96843983333.3333
"IRN","Iran (Islamic Republic of)",0,4569481166666.67
"IRQ","Iraq",0,3341529856666.67
"ISL","Iceland",0,4882133333.33333
"ISR","Israel",0,401458936666.667
"ITA","Italy",0,644012220000
"JAM","Jamaica",0,271795450000
"JOR","Jordan",0,690180920000
"JPN","Japan",0,2451682376666.67
"KAZ","Kazakhstan",0,202346063333.333
"KEN","Kenya",0,2114087896666.67
"KGZ","Kyrgyzstan",0,30994686666.6667
"KHM","Cambodia",0,31593943333.3333
"KIR","Kiribati",0,2198380000
"KNA","Saint Kitts and Nevis",0,3244670000
"KOR","Republic of Korea",0,1260708350000
"KWT","Kuwait",0,819031920000
"LAO","Lao People's Democratic Republic",0,627236413333.333
"LBN","Lebanon",0,274160306666.667
"LBR","Liberia",0,1025884563333.33
"LBY","Libya",0,481680636666.667
"LCA","Saint Lucia",0,12401246666.6667
"LKA","Sri Lanka",0,1001991536666.67
"LSO","Lesotho",0,42706043333.3333
"LTU","Lithuania",0,68008070000
"LUX","Luxembourg",0,14059216666.6667
"LVA","Latvia",0,25135213333.3333
"MAC","Macao SAR, China",0,58667450000
"MAR","Morocco",0,23919380000
"MDA","Republic of Moldova",0,24579240000
"MDG","Madagascar",0,1078237416666.67
"MDV","Maldives",0,107519333333.333
"MEX","Mexico",0,2984068980000
"MKD","The former Yugoslav Republic of Macedonia",0,677926666.666667
"MLI","Mali",0,424584416666.667
"MLT","Malta",0,14054083333.3333
"MMR","Myanmar",0,61255653333.3333
"MNE","Montenegro",0,4708616666.66667
"MNG","Mongolia",0,105213796666.667
"MOZ","Mozambique",0,2104404850000
"MRT","Mauritania",0,225155950000
"MUS","Mauritius",0,204168960000
"MWI","Malawi",0,11055366666.6667
"MYS","Malaysia",0,2113869960000
"NAM","Namibia",0,75544660000
"NCL","New Caledonia",0,17758040000
"NER","Niger",0,578714946666.667
"NGA","Nigeria",0,1132434083333.33
"NIC","Nicaragua",0,351968190000
"NLD","Netherlands",0,1261794580000
"NOR","Norway",0,82752066666.6667
"NPL","Nepal",0,1737515646666.67
"NZL","New Zealand",0,109480393333.333
"OMN","Oman",0,1049821500000
"PAK","Pakistan",0,31973080000
"PAN","Panama",0,300262090000
"PER","Peru",0,1108195380000
"PHL","Philippines",0,1871523686666.67
"PNG","Papua New Guinea",0,494914456666.667
"POL","Poland",0,786799636666.667
"PRK","Democratic People's Republic of Korea",0,113953220000
"PRT","Portugal",0,245536683333.333
"PRY","Paraguay",0,5043756666.66667
"PSE","Occupied Palestinian Territory",0,14101750000
"PYF","French Polynesia",0,11842103333.3333
"QAT","Qatar",0,680777850000
"ROU","Romania",0,163163260000
"RUS","Russian Federation",0,662155906666.667
"RWA","Rwanda",0,15199726666.6667
"SAU","Saudi Arabia",0,4736999820000
"SDN","Sudan",0,311998040000
"SEN","Senegal",0,4724022433333.33
"SGP","Singapore",0,939008226666.667
"SLB","Solomon Islands",0,4695600000
"SLE","Sierra Leone",0,1063056033333.33
"SLV","El Salvador",0,293977413333.333
"SOM","Somalia",0,1282879480000
"SRB","Serbia",0,50561380000
"SSD","South Sudan",0,104602983333.333
"STP","Sao Tome and Principe",0,25301700000
"SUR","Suriname",0,2041680000
"SVK","Slovakia",0,128952616666.667
"SVN","Slovenia",0,39852246666.6667
"SWE","Sweden",0,250608793333.333
"SWZ","Swaziland",0,128151683333.333
"SYC","Seychelles",0,21469110000
"SYR","Syrian Arab Republic",0,278666083333.333
"TCD","Chad",0,5.1966e+10
"TGO","Togo",0,855864516666.667
"THA","Thailand",0,283872276666.667
"TJK","Tajikistan",0,9.9196e+10
"TKM","Turkmenistan",0,109746496666.667
"TLS","Timor-Leste",0,83947323333.3333
"TON","Tonga",0,515326666.666667
"TTO","Trinidad and Tobago",0,88710600000
"TUN","Tunisia",0,84804310000
"TUR","Turkey",0,1950474896666.67
"TUV","Tuvalu",0,1026476666.66667
"TWN","Taiwan",0,304251803333.333
"TZA","United Republic of Tanzania",0,693715600000
"UGA","Uganda",0,22729450000
"UKR","Ukraine",0,245356913333.333
"URY","Uruguay",0,3826703333.33333
"USA","United States of America",0,2655398253333.33
"UZB","Uzbekistan",0,64436246666.6667
"VCT","Saint Vincent and the Grenadines",0,11200310000
"VEN","Venezuela (Bolivarian Republic of)",0,1312736220000
"VNM","Viet Nam",0,90812006666.6667
"VUT","Vanuatu",0,5103210000
"YEM","Yemen",0,1627939810000
"ZAF","South Africa",0,3281959576666.67
"ZMB","Zambia",0,20028500000
"ZWE","Zimbabwe",0,249733170000
