"iso3","Country","Year","Value"
"AFG","Afghanistan",0,2661913333.33333
"ALB","Albania",0,11839326666.6667
"ANT","Netherlands Antilles",0,0
"ARB","Aruba",0,0
"ARE","United Arab Emirates",0,683129050000
"ARG","Argentina",0,33094008473333.3
"ARM","Armenia",0,2919273333.33333
"ATG","Antigua and Barbuda",0,11070000
"AUS","Australia",0,59523730286666.7
"AUT","Austria",0,3583224550000
"AZE","Azerbaijan",0,893746666.666667
"BDI","Burundi",0,39630906666.6667
"BEL","Belgium",0,6814307670000
"BEN","Benin",0,7720036666.66667
"BFA","Burkina Faso",0,740400000
"BGD","Bangladesh",0,63346153333.3333
"BGR","Bulgaria",0,13555166503333.3
"BHR","Bahrain",0,15776476666.6667
"BHS","Bahamas",0,46513333.3333333
"BIH","Bosnia and Herzegovina",0,456828153333.333
"BLR","Belarus",0,306717590000
"BLZ","Belize",0,14726666.6666667
"BMU","Bermuda",0,0
"BOL","Bolivia (Plurinational State of)",0,8948046666.66667
"BRA","Brazil",0,3616886606666.67
"BRB","Barbados",0,23146300000
"BRN","Brunei Darussalam",0,676706666.666667
"BTN","Bhutan",0,0
"BWA","Botswana",0,1773020000
"CAF","Central African Republic",0,0
"CAN","Canada",0,75536913550000
"CHE","Switzerland",0,190496403333.333
"CHL","Chile",0,35667893333.3333
"CHN","China (mainland)",0,1020084623333.33
"CIV","Cote dIvoire",0,362329250000
"CMR","Cameroon",0,17112220000
"COD","Democratic Republic of the Congo",0,2934566666.66667
"COG","Congo",0,0
"COK","Cook Islands",0,0
"COL","Colombia",0,114807300000
"COM","Comoros",0,0
"CPV","Cape Verde",0,439940000
"CRI","Costa Rica",0,298700036666.667
"CUB","Cuba",0,823870000
"CYP","Cyprus",0,43242530000
"CZE","Czech Republic",0,9580010986666.67
"DEU","Germany",0,38835575446666.7
"DJI","Djibouti",0,5275940000
"DMA","Dominica",0,188540000
"DNK","Denmark",0,3729719863333.33
"DOM","Dominican Republic",0,0
"DZA","Algeria",0,15745786666.6667
"ECU","Ecuador",0,16136230000
"EGY","Egypt",0,749904150000
"ERI","Eritrea",0,0
"ESP","Spain",0,3720449336666.67
"EST","Estonia",0,1706573613333.33
"ETH","Ethiopia",0,23454623333.3333
"FIN","Finland",0,933699030000
"FJI","Fiji",0,104991483333.333
"FRA","France",0,62980873876666.7
"FRO","Faroe Islands",0,2490000
"GAB","Gabon",0,2265806666.66667
"GBR","United Kingdom",0,8354482770000
"GEO","Georgia",0,32888083333.3333
"GHA","Ghana",0,235235026666.667
"GIN","Guinea",0,53940000
"GMB","Gambia",0,396146666.666667
"GNB","Guinea-Bissau",0,0
"GNQ","Equatorial Guinea",0,0
"GRC","Greece",0,1553979560000
"GRD","Grenada",0,11269583333.3333
"GRL","Greenland",0,0
"GTM","Guatemala",0,363813910000
"GUY","Guyana",0,10841036666.6667
"HKG","Hong Kong SAR, China",0,205745053333.333
"HND","Honduras",0,192593783333.333
"HRV","Croatia",0,1297033333333.33
"HTI","Haiti",0,0
"HUN","Hungary",0,9427695396666.67
"IDN","Indonesia",0,724375706666.667
"IND","India",0,2692793886666.67
"IRL","Ireland",0,653278360000
"IRN","Iran (Islamic Republic of)",0,961065110000
"IRQ","Iraq",0,0
"ISL","Iceland",0,157853333.333333
