"iso3","Country","Year","Value"
"AFG","Afghanistan",1,2121264756666.67
"ALB","Albania",1,73462736666.6667
"ANT","Netherlands Antilles",1,0
"ARB","Aruba",1,0
"ARE","United Arab Emirates",1,2446723403333.33
"ARG","Argentina",1,2533316980000
"ARM","Armenia",1,8319270000
"ATG","Antigua and Barbuda",1,5681430000
"AUS","Australia",1,2225338283333.33
"AUT","Austria",1,145596626666.667
"AZE","Azerbaijan",1,307456946666.667
"BDI","Burundi",1,280223703333.333
"BEL","Belgium",1,344069296666.667
"BEN","Benin",1,8399507783333.33
"BFA","Burkina Faso",1,1257830776666.67
"BGD","Bangladesh",1,148469519416667
"BGR","Bulgaria",1,109828370000
"BHR","Bahrain",1,260979703333.333
"BHS","Bahamas",1,31036166666.6667
"BIH","Bosnia and Herzegovina",1,17437863333.3333
"BLR","Belarus",1,32858460000
"BLZ","Belize",1,44842456666.6667
"BMU","Bermuda",1,0
"BOL","Bolivia (Plurinational State of)",1,1471792836666.67
"BRA","Brazil",1,32836233016666.7
"BRB","Barbados",1,14414016666.6667
"BRN","Brunei Darussalam",1,107536320000
"BTN","Bhutan",1,260605116666.667
"BWA","Botswana",1,114270433333.333
"CAF","Central African Republic",1,34960266666.6667
"CAN","Canada",1,1320036806666.67
"CHE","Switzerland",1,309687403333.333
"CHL","Chile",1,958482906666.667
"CHN","China (mainland)",1,597009655966667
"CIV","Cote dIvoire",1,10275870430000
"CMR","Cameroon",1,3239895623333.33
"COD","Democratic Republic of the Congo",1,3441809376666.67
"COG","Congo",1,590661326666.667
"COK","Cook Islands",1,206250000
"COL","Colombia",1,9085181553333.33
"COM","Comoros",1,213841376666.667
"CPV","Cape Verde",1,115768810000
"CRI","Costa Rica",1,1012785196666.67
"CUB","Cuba",1,1766636550000
"CYP","Cyprus",1,26559276666.6667
"CZE","Czech Republic",1,219174770000
"DEU","Germany",1,1003158066666.67
"DJI","Djibouti",1,767651536666.667
"DMA","Dominica",1,1603350000
"DNK","Denmark",1,125472433333.333
"DOM","Dominican Republic",1,2742934133333.33
"DZA","Algeria",1,337917770000
"ECU","Ecuador",1,3968863800000
"EGY","Egypt",1,14081485683333.3
"ERI","Eritrea",1,1105190000
"ESP","Spain",1,1976260606666.67
"EST","Estonia",1,12878813333.3333
"ETH","Ethiopia",1,608320953546.667
"FIN","Finland",1,113890816666.667
"FJI","Fiji",1,55725286666.6667
"FRA","France",1,1822121193333.33
"FRO","Faroe Islands",1,512230000
"GAB","Gabon",1,228537930000
"GBR","United Kingdom",1,1932344816666.67
"GEO","Georgia",1,127825480000
"GHA","Ghana",1,2797751710000
"GIN","Guinea",1,7897380616666.67
"GMB","Gambia",1,641880506666.667
"GNB","Guinea-Bissau",1,803655190000
"GNQ","Equatorial Guinea",1,69294376666.6667
"GRC","Greece",1,349370460000
"GRD","Grenada",1,6986050000
"GRL","Greenland",1,0
"GTM","Guatemala",1,449969403333.333
"GUY","Guyana",1,1067178183333.33
"HKG","Hong Kong SAR, China",1,862833323333.333
"HND","Honduras",1,759657473333.333
"HRV","Croatia",1,52295086666.6667
"HTI","Haiti",1,2135747456666.67
"HUN","Hungary",1,240466763333.333
"IDN","Indonesia",1,169766576180000
"IND","India",1,416876167376667
"IRL","Ireland",1,95276006666.6667
"IRN","Iran (Islamic Republic of)",1,11309579270000
"IRQ","Iraq",1,3860818790000
"ISL","Iceland",1,4878800000
"ISR","Israel",1,400978616666.667
"ITA","Italy",1,2449261700000
"JAM","Jamaica",1,270947583333.333
"JOR","Jordan",1,684300510000
"JPN","Japan",1,32777325043333.3
"KAZ","Kazakhstan",1,1195214186666.67
"KEN","Kenya",1,2349249017666.67
"KGZ","Kyrgyzstan",1,126800226666.667
"KHM","Cambodia",1,26007043866666.7
"KIR","Kiribati",1,1989580000
"KNA","Saint Kitts and Nevis",1,3243470000
"KOR","Republic of Korea",1,16821395283333.3
"KWT","Kuwait",1,815315626666.667
"LAO","Lao People's Democratic Republic",1,12098443480000
"LBN","Lebanon",1,262206836666.667
"LBR","Liberia",1,1845981230000
"LBY","Libya",1,481240236666.667
"LCA","Saint Lucia",1,12401246666.6667
"LKA","Sri Lanka",1,11824021930000
"LSO","Lesotho",1,42706043333.3333
"LTU","Lithuania",1,51059916666.6667
"LUX","Luxembourg",1,13856486666.6667
"LVA","Latvia",1,18926660000
"MAC","Macao SAR, China",1,57459060000
"MAR","Morocco",1,181942276666.667
"MDA","Republic of Moldova",1,24578040000
"MDG","Madagascar",1,11473811353333.3
"MDV","Maldives",1,107519333333.333
"MEX","Mexico",1,3569714810000
"MKD","The former Yugoslav Republic of Macedonia",1,49073996666.6667
"MLI","Mali",1,7722502583333.33
"MLT","Malta",1,14002760000
"MMR","Myanmar",1,73262155920000
"MNE","Montenegro",1,4708616666.66667
"MNG","Mongolia",1,105213796666.667
"MOZ","Mozambique",1,2476988716666.67
"MRT","Mauritania",1,907392616666.667
"MUS","Mauritius",1,204272610000
"MWI","Malawi",1,305803180000
"MYS","Malaysia",1,9485129363333.33
"NAM","Namibia",1,75476433333.3333
"NCL","New Caledonia",1,17705240000
"NER","Niger",1,530890730000
"NGA","Nigeria",1,21332159033333.3
"NIC","Nicaragua",1,1443525390000
"NLD","Netherlands",1,620741933333.333
"NOR","Norway",1,82058593333.3333
