"","X11.1","X12.1","X19.1","X20.1","X41.1","X42.1","X49.1","X50.1","X61.1","X62.1","X63.1","X64.1","X65.1","X69.1","X81.1","X89.1","X91.1","X92.1","X99.1","X101.1","X109.1","X111.1","X121.1","X122.1","X123.1","X124.1","X129.1","X131.1","X132.1","X139.1","X151.1","X159.1","X160.1","X171.1","X172.1","X179.1","X181.1","X182.1","X183.1","X189.1","X190.1","X201.1","X202.1","X209.1","X211.1","X212.1","X219.1","X221.1","X222.1","X223.1","X229.1","X230.1","X241.1","X242.1","X249.1","X251.1","X259.1","X261.1","X262.1","X269.1","X271.1","X279.1","X280.1","X291.1","X292.1","X299.1","X300.1","X311.1","X319.1","X321.1","X329.1","X331.1","X339.1","X341.1","X342.1","X350.1","X361.1","X362.1","X363.1","X364.1","X369.1","X371.1","X372.1","X373.1","X379.1","X380.1","X391.1","X392.1","X393.1","X394.1","X399.1","X401.1","X402.1","X409.1","X411.1","X419.1","X421.1","X422.1","X423.1","X429.1","X441.1","X451.1","X452.1","X459.1","X460.1","X471.1","X472.1","X473.1","X479.1","X481.1","X482.1","X483.1","X484.1","X485.1","X486.1","X487.1","X488.1","X489.1","X491.1","X499.1","X500.1","X511.1","X512.1","X513.1","X519.1","X531.1","X532.1","X539.1","X540.1","X551.1","X559.1","X560.1","X11.2","X12.2","X19.2","X20.2","X41.2","X42.2","X49.2","X50.2","X61.2","X62.2","X63.2","X64.2","X65.2","X69.2","X81.2","X89.2","X91.2","X92.2","X99.2","X101.2","X109.2","X111.2","X121.2","X122.2","X123.2","X124.2","X129.2","X131.2","X132.2","X139.2","X151.2","X159.2","X160.2","X171.2","X172.2","X179.2","X181.2","X182.2","X183.2","X189.2","X190.2","X201.2","X202.2","X209.2","X211.2","X212.2","X219.2","X221.2","X222.2","X223.2","X229.2","X230.2","X241.2","X242.2","X249.2","X251.2","X259.2","X261.2","X262.2","X269.2","X271.2","X279.2","X280.2","X291.2","X292.2","X299.2","X300.2","X311.2","X319.2","X321.2","X329.2","X331.2","X339.2","X341.2","X342.2","X350.2","X361.2","X362.2","X363.2","X364.2","X369.2","X371.2","X372.2","X373.2","X379.2","X380.2","X391.2","X392.2","X393.2","X394.2","X399.2","X401.2","X402.2","X409.2","X411.2","X419.2","X421.2","X422.2","X423.2","X429.2","X441.2","X451.2","X452.2","X459.2","X460.2","X471.2","X472.2","X473.2","X479.2","X481.2","X482.2","X483.2","X484.2","X485.2","X486.2","X487.2","X488.2","X489.2","X491.2","X499.2","X500.2","X511.2","X512.2","X513.2","X519.2","X531.2","X532.2","X539.2","X540.2","X551.2","X559.2","X560.2"
"262",0,0,15969000,0,2103000,0,0,0,21120800,0,432600,11417400,0,0,7644000,0,3252000,0,0,0,0,0,5342800,12468000,0,0,0,17467000,0,70630600,0,0,0,166813400,0,128387800,0,4172400,4666200,12044600,0,0,0,0,36084200,0,16092800,0,0,0,200,0,12805400,0,0,4960800,0,2274000,93887200,36616600,5608400,27371200,0,5000,0,0,0,1445800,0,2240400,0,0,0,8727000,4892600,0,2557000,0,11459400,0,0,13346600,0,5065000,12474200,0,70838600,0,0,0,18829600,0,0,0,0,0,47987400,1479600,0,73126000,0,0,0,2636400,4376000,0,0,1852400,0,0,0,0,42980800,0,8223200,18051000,0,18057000,0,0,0,0,200,0,0,0,0,0,0,13642000,22960800,0,0,0,15967100.5633294,0,2102749.85814276,0,0,0,21118287.781199,0,432548.544285572,11416041.9545217,0,0,7643090.78252175,0,3251613.19005243,0,0,0,0,0,5342164.49932721,12466516.9906438,0,0,0,17464922.3833474,0,70622198.8257432,0,0,0,166793558.338712,0,128372528.881246,0,4171903.71284586,4665644.97768223,12043167.3520619,0,0,0,0,36079907.9558702,0,16090885.8379076,0,0,0,199.976210950334,0,12803876.858517,0,0,4960209.93641207,0,2273729.51850529,93876032.5636808,36612244.6294199,5607732.90746926,27367944.3258189,0,4999.40527375834,0,0,0,1445628.02895996,0,2240133.51506564,0,0,0,8725961.96481781,4892018.04847801,0,2556695.85700002,0,11458036.9588213,0,0,13345012.4853486,0,5064397.5423172,12472716.2531833,0,70830174.0851315,0,0,0,18827360.308552,0,0,0,0,0,47981692.1267902,1479424.00861057,0,73117302.0097705,0,0,0,2636086.4127473,4375479.4955933,0,0,1852179.66582199,0,0,0,0,42975687.6380705,0,8222221.88943392,18048852.9193224,0,18054852.2056509,0,0,0,0,199.976210950334,0,0,0,0,0,0,13640377.3489223,22958068.9219421,0
"269",0,0,0,0,0,0,0,7000,47365800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000,0,524800,0,15342400,0,0,0,0,0,0,0,5776800,0,34057400,0,0,0,0,0,0,540200,584400,0,0,0,0,0,0,0,0,0,0,0,4396200,6798000,15712000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677000,0,0,0,0,0,0,0,0,0,50974000,0,0,0,0,0,0,0,0,0,0,0,0,12701400,0,0,0,0,0,632800,0,0,0,0,0,0,0,0,0,0,0,4275200,0,0,0,0,0,0,0,0,6998.97715784258,47358878.8947057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549919.633830488,0,524723.316062255,0,15340158.1637834,0,0,0,0,0,0,0,5775955.89220357,0,34052423.5222154,0,0,0,0,0,0,540121.065809509,584314.607291886,0,0,0,0,0,0,0,0,0,0,0,4395557.62590108,6797006.67414484,15709704.1577175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676901.076551347,0,0,0,0,0,0,0,0,0,50966551.6634097,0,0,0,0,0,0,0,0,0,0,0,0,12699544.0675174,0,0,0,0,0,632707.535068969,0,0,0,0,0,0,0,0,0,0,0,4274575.30645837,0
"271",3224000,0,0,0,1936400,0,0,0,17799400,6384000,0,0,0,1064800,8191400,0,2058000,0,0,0,0,0,0,0,0,0,0,7147800,0,2290200,0,0,0,79426200,200,25429400,0,1860400,0,0,58987000,5863200,855800,0,0,0,0,0,0,200,0,0,23621600,0,1522000,2823800,1067600,29417600,1835600,46889000,1286390000,443794000,3236200,8437000,2070000,4318000,7716200,6332600,15039800,0,0,0,0,0,0,0,303600,0,1788600,0,1734000,0,0,0,0,40220400,0,172600,4557800,10670200,291200,0,4847000,10148200,26314800,0,1964000,0,0,2057000,0,0,0,0,36987200,0,783800,896600,0,0,0,0,37674200,3412200,6512400,0,0,5851000,0,0,18543600,0,1302200,0,0,154200,0,5853000,0,34209600,332162600,0,3223782.45972735,0,0,0,1936269.34088587,0,0,0,17798198.9806672,6383569.23787202,0,0,0,1064728.15233179,8190847.2830678,0,2057861.13589295,0,0,0,0,0,0,0,0,0,0,7147317.70026028,0,2290045.4681351,0,0,0,79420840.6956564,199.986504945865,25427684.1443519,0,1860274.46900644,0,0,58983019.8362088,5862804.37899299,855742.254663357,0,0,0,0,0,0,199.986504945865,0,0,23620006.1261463,0,1521897.30263803,2823609.46333067,1067527.96340103,29415615.0394774,1835476.14239315,46885836.1520334,1286303200.48656,443764054.879727,3235981.63652905,8436430.71114133,2069860.32618971,4317708.64178123,7715679.34731643,6332172.70610093,15038785.1854241,0,0,0,0,0,0,0,303579.514507823,0,1788479.31373087,0,1733882.99788065,0,0,0,0,40217686.1176234,0,172588.353768282,4557492.46121132,10669480.0253669,291180.35120118,0,4846672.94736305,10147515.2474581,26313024.4017473,0,1963867.4785684,0,0,2056861.20336822,0,0,0,0,36984704.2786685,0,783747.112882846,896539.501672314,0,0,0,0,37671657.9231576,3411969.76088141,6511960.57404727,0,0,5850605.20219129,0,0,18542348.7655707,0,1302112.13370253,0,0,154189.595313262,0,5852605.06724075,0,34207291.6979803,332140187.238657,0
"279",2333200,0,21643400,0,2112600,0,0,15139200,44097800,17251400,503600,83771600,18597400,16320600,649000,0,0,16479000,0,0,0,0,13115400,44422000,0,8391600,12677400,115568600,0,0,0,0,0,322768600,4004600,96765600,8677000,16790400,669000,64753000,569787400,9299400,19642600,61637400,0,19341400,26957200,17280800,0,713200,5831200,1225200,328400,27279400,0,32010600,38412600,106701800,77224400,2657400,224328000,616950400,49149000,0,44917200,43218400,15065000,125784400,2624400,0,0,0,0,1788400,5e+05,6145000,1889200,116800,16217800,14623600,475600,0,0,0,3720600,6544200,6621000,21340400,55485000,36615800,64021000,4245600,0,17670000,38096800,0,29603400,624800,0,17141400,20810600,0,0,0,22847000,0,29454000,0,27998600,0,0,0,18473400,5012000,42503600,25254200,3502600,46948800,53382800,0,0,29904200,53000,1906600,9971000,2634400,0,8649200,0,54224000,197201800,2255600,2333016.22015591,0,21641695.2080072,0,2112433.59622038,0,0,15138007.5262234,44094326.5357412,17250041.1539507,503560.332792095,83765001.5379792,18595935.1331765,16319314.4705454,648948.880027939,0,0,16477701.9938065,0,0,0,0,13114366.9354675,44418500.9993854,0,8390939.01639823,12676401.4355411,115559496.974417,0,0,0,0,0,322743176.391658,4004284.56850521,96757978.0357958,8676316.53621329,16789077.465672,668947.304682112,64747899.5815857,569742519.389878,9298667.51145117,19641052.8056037,61632544.9889585,0,19339876.5303118,26955076.6543747,17279438.8381923,0,713143.823167837,5830740.69217091,1225103.49431468,328374.132821533,27277251.2755534,0,32008078.6117447,38409574.3435458,106693395.388236,77218317.2431888,2657190.68380007,224310330.291075,616901804.488118,49145128.6663993,0,44913661.9938227,43214995.8036972,15063813.3707564,125774492.303523,2624193.28312068,0,0,0,0,1788259.13257622,499960.616354344,6144515.97499489,1889051.19283325,116790.799980375,16216522.567823,14622448.1386388,475562.538276252,0,0,0,3720306.93841595,6543684.5310922,6620478.48176423,21338719.0744965,55480629.5968416,36612915.8726148,64015957.2392429,4245265.58558801,0,17668608.1819625,38093799.2182563,0,29601068.2203684,624750.786196389,0,17140049.8183527,20808960.8054074,0,0,0,22845200.4036954,0,29451679.9882017,0,27996394.6261175,0,0,0,18471944.9003207,5011605.21833595,42500252.106557,25252210.7950718,3502324.10968545,46945101.9701937,53378595.1814414,0,0,29901844.5271672,52995.8253335605,1906449.82228238,9970214.61133833,2634192.49544777,0,8648518.72594399,0,54219728.9223959,197186266.948372,2255422.33249772
"280",17266200,119192600,58301800,0,81552800,0,0,466636800,311573400,21494400,28497400,10109000,0,16224200,46401400,0,0,0,0,96200,0,0,3984000,22427000,8616000,1310400,20929800,36150800,0,8364400,0,0,161800,115010400,1980600,4425000,0,29881800,0,0,28731600,2120400,20608600,0,0,1884200,559400,29967600,0,263478200,28696200,0,8029400,1446200,18245600,33173200,0,0,0,0,37639800,5670600,1021651600,14484600,26885200,100422800,200,4151200,0,0,0,0,0,4211600,0,17319800,0,0,5732400,0,5146400,85200,0,11220000,8223200,0,650600,0,0,554200,7489600,2646400,0,62733000,16396000,0,593200,3172600,0,12509200,0,0,20911000,13923400,0,48095200,10312600,8420200,6271600,0,0,0,94099400,15759600,261958000,22690400,16429600,37639800,31577600,0,0,542600,390200,0,5444600,3962400,0,0,0,13108200,4108600,0,17265935.9646761,119190777.302664,58300908.4468703,0,81551552.891779,0,0,466629664.174014,311568635.408857,21494071.3068963,28496964.2167796,10108845.4128245,0,16223951.8989759,46400690.4281961,0,0,0,0,96198.5289062931,0,0,3983939.07653505,22426657.0455451,8615868.24383182,1310379.96131815,20929479.9407789,36150247.1807237,0,8364272.09130767,0,0,161797.525748838,115008641.25701,1980569.71259672,4424932.33274789,0,29881343.0464872,0,0,28731160.6353851,2120367.57477031,20608284.8525804,0,0,1884171.18674883,559391.445635971,29967141.7344307,0,263474170.882308,28695761.1767232,0,8029277.21413919,1446177.88465989,18245320.9876576,33172692.7142853,0,0,0,0,37639224.4108845,5670513.28498987,1021635976.86861,14484378.5009989,26884788.8705974,100421264.33109,199.996941593125,4151136.5197069,0,0,0,0,0,4211535.59606803,0,17319535.145023,0,0,5732312.33994215,0,5146321.30107429,85198.6971186713,0,11219828.4233743,8223074.25054293,0,650590.051002436,0,0,554191.525154549,7489485.46877935,2646359.53116023,0,62732040.6848075,16395749.2718044,0,593190.928765209,3172551.48449174,0,12509008.7088836,0,0,20910680.2282692,13923187.0828886,0,48094464.5265483,10312442.2993663,8420071.23801215,6271504.09447721,0,0,0,94097961.0287405,15759359.0036551,261953994.129259,22690053.0176232,16429348.757992,37639224.4108845,31577117.1142553,0,0,542591.702542148,390194.033048187,0,5444516.74098964,3962339.40684299,0,0,0,13107999.548955,4108537.17114757,0
"291",14597800,0,0,0,0,0,0,319800,37947200,37555400,0,13842200,0,0,0,0,7068600,0,0,0,0,0,0,27837200,3465800,0,0,14631800,0,15280000,0,0,0,75060600,14580600,23090600,5762600,0,17177200,10283600,83382200,273095400,20885200,8304000,8273800,0,6894800,0,0,0,0,0,0,2919400,0,18012600,56400,79213000,14847600,0,0,211000,28942000,117453600,18850600,38320400,3490400,44463600,24328800,8801600,3800,0,0,13977400,4030000,0,0,0,18652800,0,0,0,10598600,0,0,0,0,2464000,3627200,29104600,5075800,352200,0,28898200,0,0,13195000,30668000,0,74362400,0,0,0,0,0,0,489000,0,13222600,0,0,0,2128200,0,15030600,0,2093400,14139600,29855400,0,0,0,0,0,29002400,0,0,0,0,1383600,16185800,0,14597483.9246189,0,0,0,0,0,0,319793.075606812,37946378.3573071,37554586.8406631,0,13841900.2850676,0,0,0,0,7068446.94882523,0,0,0,0,0,0,27836597.2616696,3465724.95759252,0,0,14631483.188442,0,15279669.1534462,0,0,0,75058974.7682697,14580284.2970378,23090100.0362934,5762475.22667859,0,17176828.0747759,10283377.3368049,83380394.5868114,273089486.867018,20884747.7881907,8303820.19962153,8273620.85351982,0,6894650.71198826,0,0,0,0,0,0,2919336.78838814,0,18012209.9864767,56398.7788124583,79211284.8594196,14847278.515884,0,0,210995.431372849,28941373.3402512,117451056.863953,18850191.8418817,38319570.2766831,3490324.42494689,44462637.262511,24328273.2264634,8801409.42545626,3799.91772140677,0,0,13977097.3576818,4029912.74138665,0,0,0,18652396.124699,0,0,0,10598370.5163426,0,0,0,0,2463946.64882797,3627121.46291753,29103969.8195935,5075690.0974517,352192.374073543,0,28897574.2886203,0,0,13194714.2984111,30667335.9684481,0,74360789.8858786,0,0,0,0,0,0,488989.412044187,0,13222313.7008087,0,0,0,2128153.91965734,0,15030274.5535202,0,2093354.67315603,14139293.845685,29854753.5630757,0,0,0,0,0,29001772.0324546,0,0,0,0,1383570.04193116,16185449.5408278,0
"292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7427800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10507400,11828200,3333800,10664200,0,0,0,14840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17291000,0,0,3894800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9128200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7426726.88966328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10505881.9731883,11826491.1543546,3333318.35870102,10662659.319953,0,0,0,14837856.0330923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17288501.9318194,0,0,3894237.30981725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9126881.22919632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299",0,0,0,0,12605600,0,0,400234600,111321400,0,0,9196800,0,7688000,31943800,0,0,0,0,0,0,0,20922600,3795800,2716400,0,0,64323200,0,0,0,0,0,79213000,0,67491600,0,12410800,0,3751200,93677800,94528400,5590400,12460000,0,0,0,10759400,0,0,0,0,0,0,0,0,0,1501200,0,0,45987400,0,18055200,6103200,6551400,249584000,0,47944800,23661800,0,0,0,0,0,0,0,440800,0,5328200,0,0,3405800,0,0,0,0,0,1638600,444200,0,5739600,14767600,16215600,3027600,14517000,0,0,9619400,13981800,90130000,0,0,0,0,0,23026000,1618200,0,19553400,0,0,0,60097800,0,18420000,18506600,0,4593600,32894200,0,0,3698800,6962600,0,8197000,0,32600,0,0,22878000,7094600,0,0,0,0,0,12605600,0,0,400234600,111321400,0,0,9196800,0,7688000,31943800,0,0,0,0,0,0,0,20922600,3795800,2716400,0,0,64323200,0,0,0,0,0,79213000,0,67491600,0,12410800,0,3751200,93677800,94528400,5590400,12460000,0,0,0,10759400,0,0,0,0,0,0,0,0,0,1501200,0,0,45987400,0,18055200,6103200,6551400,249584000,0,47944800,23661800,0,0,0,0,0,0,0,440800,0,5328200,0,0,3405800,0,0,0,0,0,1638600,444200,0,5739600,14767600,16215600,3027600,14517000,0,0,9619400,13981800,90130000,0,0,0,0,0,23026000,1618200,0,19553400,0,0,0,60097800,0,18420000,18506600,0,4593600,32894200,0,0,3698800,6962600,0,8197000,0,32600,0,0,22878000,7094600,0
"300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12162400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12162400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,200
"311",3450800,0,475200,0,8465600,0,0,3805800,67220800,0,3811200,17835600,3044000,3784800,8132400,0,461800,4282000,0,0,0,0,4933200,12779000,0,6146400,8432600,40693800,0,0,0,0,0,237067400,5471200,92427600,1265400,22104400,0,28611600,313431800,40832800,26288000,183931600,0,2469800,7510600,0,0,16153600,4407000,0,16912400,2068200,0,61310600,7525000,75616400,26568000,3354600,67793200,79703800,0,36768000,258000,22374200,0,246272600,72935000,0,0,0,0,24632600,16349400,0,0,0,69485200,3973400,5962000,270200,2090800,1429800,6400,0,14378200,88400,19626600,22480600,10013600,11856800,0,20624800,513800,0,9977800,413200,0,14237200,0,0,3850400,1153200,16833200,1843600,0,0,299400,0,0,0,55186600,0,38830000,0,16551600,4450800,5667000,0,0,2889800,0,0,1984600,17757200,0,0,0,18060000,23892800,0,3450800,0,475200,0,8465600,0,0,3805800,67220800,0,3811200,17835600,3044000,3784800,8132400,0,461800,4282000,0,0,0,0,4933200,12779000,0,6146400,8432600,40693800,0,0,0,0,0,237067400,5471200,92427600,1265400,22104400,0,28611600,313431800,40832800,26288000,183931600,0,2469800,7510600,0,0,16153600,4407000,0,16912400,2068200,0,61310600,7525000,75616400,26568000,3354600,67793200,79703800,0,36768000,258000,22374200,0,246272600,72935000,0,0,0,0,24632600,16349400,0,0,0,69485200,3973400,5962000,270200,2090800,1429800,6400,0,14378200,88400,19626600,22480600,10013600,11856800,0,20624800,513800,0,9977800,413200,0,14237200,0,0,3850400,1153200,16833200,1843600,0,0,299400,0,0,0,55186600,0,38830000,0,16551600,4450800,5667000,0,0,2889800,0,0,1984600,17757200,0,0,0,18060000,23892800,0
"319",38805400,0,8284200,0,24524200,9017400,0,2549800,131353800,63354200,839600,47799800,12362800,0,38748200,6179600,0,0,0,0,0,0,3072400,18900800,4531800,0,18432600,85029600,0,4674800,0,0,0,780965600,264000,76942600,4298200,18303800,8597000,4636600,610685800,44961000,28711800,277217600,0,7396400,3256800,19514800,0,4610600,0,0,0,32699000,8328400,36598400,5013400,40873600,3878600,26198000,174444800,10642200,11774800,15960200,23743600,124581000,0,394431200,948154400,4130600,3694800,0,0,33972200,16353600,0,130628200,0,36786400,0,0,52831200,9753600,18606600,5396600,12448200,6860600,4697200,105668800,18393200,57223200,63313400,0,12432600,26568000,9548600,4066800,7646200,0,137505200,0,0,11580800,0,3331400,0,103872400,2330400,5547200,0,0,0,296669400,0,182650200,43219800,31983600,45410600,4111800,0,0,0,0,0,98096800,66855000,0,0,0,220718000,315269000,4722200,38805400,0,8284200,0,24524200,9017400,0,2549800,131353800,63354200,839600,47799800,12362800,0,38748200,6179600,0,0,0,0,0,0,3072400,18900800,4531800,0,18432600,85029600,0,4674800,0,0,0,780965600,264000,76942600,4298200,18303800,8597000,4636600,610685800,44961000,28711800,277217600,0,7396400,3256800,19514800,0,4610600,0,0,0,32699000,8328400,36598400,5013400,40873600,3878600,26198000,174444800,10642200,11774800,15960200,23743600,124581000,0,394431200,948154400,4130600,3694800,0,0,33972200,16353600,0,130628200,0,36786400,0,0,52831200,9753600,18606600,5396600,12448200,6860600,4697200,105668800,18393200,57223200,63313400,0,12432600,26568000,9548600,4066800,7646200,0,137505200,0,0,11580800,0,3331400,0,103872400,2330400,5547200,0,0,0,296669400,0,182650200,43219800,31983600,45410600,4111800,0,0,0,0,0,98096800,66855000,0,0,0,220718000,315269000,4722200
"321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13235600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13235600,0,0,0,0,0,0,0,0,0,0,0,0,0
"329",0,0,0,0,0,0,0,0,0,613800,0,0,0,2012800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16730800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613800,0,0,0,2012800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16730800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331",0,0,0,0,0,0,0,0,1772800,544400,200,0,0,200,363600,0,0,685200,0,0,0,0,37400,1338000,0,0,576600,0,0,0,0,0,0,127000,0,0,0,0,0,247400,0,0,0,0,0,0,0,0,0,0,0,24894400,0,0,0,84816600,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,0,40480000,6430000,0,306800,0,1921000,0,0,0,174200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368000,0,24392000,14000,0,0,0,0,0,0,0,0,0,0,71800,0,0,0,0,0,0,0,10555600,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1772760.38094184,544387.833587961,199.995530340911,0,0,199.995530340911,363591.874159777,0,0,685184.686947962,0,0,0,0,37399.1641737504,1337970.0979807,0,0,576587.113972848,0,0,0,0,0,0,126997.161766479,0,0,0,0,0,247394.471031707,0,0,0,0,0,0,0,0,0,0,0,24893843.6525939,0,0,0,84814704.4935647,0,0,0,0,0,0,0,0,0,0,0,0,0,6199.86144056825,0,40479095.3410005,6429856.3004603,0,306793.143542958,0,1920957.06892445,0,0,0,174196.106926934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367991.775827277,0,24391454.8803776,13999.6871238638,0,0,0,0,0,0,0,0,0,0,71798.3953923872,0,0,0,0,0,0,0,10555364.1003326,0,0,0,0,0,199.995530340911,0,0,0,0,0
"339",0,0,0,0,0,0,0,0,0,0,0,96000,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,139600,0,0,0,0,0,0,493000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415600,536400,200,0,411400,368400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406200,1891800,424600,331400,0,69600,15000,523000,0,0,0,0,0,0,0,0,228800,0,0,290000,0,0,0,0,0,106400,0,0,0,0,0,0,0,0,0,0,0,0,221600,0,0,0,0,215200,0,0,0,0,0,746000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95994.1135211231,0,2599.84057453042,0,0,0,0,0,0,0,0,0,0,0,0,139591.440078633,0,0,0,0,0,0,492969.770478268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415574.516451862,536367.109299275,199.98773650234,0,411374.773985313,368377.41063731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406175.092836252,1891683.99957563,424573.964594467,331379.679384377,0,69595.7323028142,14999.0802376755,522967.930953619,0,0,0,0,0,0,0,0,228785.970558677,0,0,289982.217928393,0,0,0,0,0,106393.475819245,0,0,0,0,0,0,0,0,0,0,0,0,221586.412044593,0,0,0,0,215186.804476518,0,0,0,0,0,745954.257153727,0,0,0,0,0,0,0,0,0,0,0
