"","ARM","AFG","ALB","DZA","ATG","ARG","AUS","AUT","BHS","BHR","BRB","BGD","BMU","BTN","BOL","BWA","BRA","ARB","BLZ","SLB","BRN","BGR","MMR","BDI","CMR","CAN","CPV","CAF","LKA","TCD","CHL","CHN","COL","COM","COG","COK","CRI","CUB","CYP","AZE","BEN","DNK","DMA","DOM","BLR","ECU","EGY","SLV","GNQ","EST","FRO","FJI","FIN","FRA","PYF","DJI","GEO","GAB","GMB","DEU","BIH","GHA","KIR","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","HRV","ISL","IND","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","KAZ","JAM","JPN","JOR","KGZ","KEN","KHM","PRK","KOR","KWT","LVA","LAO","LBN","LSO","LBR","LBY","LTU","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MAR","MOZ","MDA","NAM","NPL","NLD","ANT","NCL","MKD","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","CZE","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","ERI","QAT","ZWE","ROU","RWA","RUS","KNA","LCA","VCT","STP","SAU","SEN","SYC","SLE","SVN","SVK","SGP","SOM","ZAF","ESP","SUR","TJK","SWZ","SWE","CHE","SYR","TKM","TWN","TZA","THA","TGO","TON","TTO","OMN","TUN","TUR","ARE","UGA","TUV","GBR","UKR","USA","BFA","URY","UZB","VEN","VNM","ETH","YEM","COD","ZMB","BEL","LUX","SRB","MNE","SDN","SSD","PSE"
"BGD",0,0,0,0,0,0,1152473333.33333,2460000,0,390236666.666667,0,0,0,618690000,0,0,0,0,0,0,154010000,0,247160000,0,0,995720000,12293333.3333333,0,0,0,0,121016666.666667,0,1230000,0,0,0,0,72333333.3333333,0,6150000,3670000,0,0,0,0,0,0,0,0,0,11900000,0,49223333.3333333,0,9840000,0,0,29506666.6666667,18036666.6666667,0,268140000,0,20883333.3333333,0,0,0,14760000,2460000,0,0,46763333.3333333,0,0,0,6808530000,0,0,25830000,11123333.3333333,0,500306666.666667,8563333.33333333,0,0,17213333.3333333,305373333.333333,0,1230000,4150000,0,160143333.333333,585946666.666667,0,0,171470000,0,22060000,0,0,0,0,0,4562460000,95823333.3333333,0,0,100860000,282226666.666667,0,7380000,0,0,0,0,1500210000,31980000,0,0,0,1230000,96460000,23240000,30750000,0,0,3676666.66666667,0,0,19680000,0,0,0,0,16033333.3333333,0,0,0,1577096666.66667,0,0,0,0,0,0,0,0,4853913333.33333,35643333.3333333,0,3670000,0,0,2575646666.66667,25830000,342250000,3690000,6150000,0,0,14746666.6666667,2060000,0,0,0,0,7810000,0,0,1230000,1215776666.66667,0,0,2552706666.66667,0,0,9318983333.33333,0,7057016666.66667,4920000,0,0,0,6150000,2460000,0,0,0,124133333.333333,0,0,0,6150000,0,0
"COL",0,0,0,0,177120000,0,473640000,0,0,0,147600000,0,0,0,700786666.666667,0,1538730000,1019656666.66667,0,2460000,0,0,0,0,0,541380000,0,0,0,0,1509540000,15990000,0,0,415740000,0,1670340000,4935936666.66667,0,0,56580000,0,148830000,3391110000,0,21272540000,0,429270000,57810000,0,0,3690000,0,311190000,0,0,0,976620000,0,0,0,487080000,0,0,0,62730000,1789650000,18450000,485850000,9756360000,381300000,0,0,0,0,0,0,0,0,0,73800000,8610000,8610000,0,8.61e+08,2460000,0,0,0,0,0,9840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4920000,2460000,0,0,0,0,0,0,222630000,0,0,0,0,0,0,34440000,1301340000,0,0,6125916666.66667,0,1230000,0,5548476666.66667,7380000,0,36900000,0,0,0,0,0,0,0,1230000,131610000,277980000,84870000,0,0,0,0,76260000,0,0,47970000,0,0,3074840000,2143890000,0,0,22140000,0,0,0,0,0,0,134070000,0,890520000,0,7380000,0,1230000,0,0,560940000,0,28757380000,0,0,0,12467343333.3333,0,0,0,119310000,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599753333.33333,0,0,0,0,0,0,0,0,0,0,0,82063333.3333333,0,88080000,0,0,0,34458813333.3333,8461036666.66667,0,0,0,0,0,18515370000,0,0,0,78262810000,0,0,0,0,0,444030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391140000,0,141274136666.667,0,0,0,0,0,0,0,0,0,0,0,0,0,249690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11945256666.6667,0,0,0,0,0,0,0,0,0,0,0,0,45776013333.3333,0,0,0,0,17047316666.6667,0,0,2460000,211560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24266666.6666667,0,0,0,0,0,0,0,0,4908773333.33333,0,0,0,71340000,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,30750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8610000,0,0,0,0,0,0,0,0,0,0,0,0,0,2292136666.66667,0,0,0,0,0,0,0,0,0,0,0,0,29230000,0,0,0,0,9373443333.33333,0,0,0,0,0,0,0,0,1498933333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,18450000,67650000,0,0,0,0,0,0,0,0,0,0,0,0,43050000,0,61500000,0,0,0,0,0,0,0,49826696666.6667,0,9723333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3530663333.33333,1157993333.33333,0,0,0,0,0,0,0,0,0,0,5257153333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7380000,0,0,0,0,34253333.3333333,0,0,0,556003333.333333,0,0,2311006666.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,5350000,0,0,656820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398470000,0,0,0,0,0,1230000,0,0,0,0,0,0,0,0,0,3690000,0,0,0,0,0,0,1230000,0,0,0,79950000,4920000,0,2910396666.66667,0,0,0,19680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3690000,0,0,0,325390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35670000,0,0,0,0,0,0,0,2460000,724470000,0,0,0,0,0,0,0,0,0,0,0,0,27060000,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,3690000,36666666.6666667,0,0,0,0,1929836666.66667,73800000,1230000,0,0,0,0,0,0,0,0,0,0,4602660000,0,0,420660000,0,4748053333.33333,0,0,0,0,0,0,0,0,0,4920000,0,0,0,0,8610000,0
