"iso3","Country","Year","Value"
"AFG","Afghanistan",1,545095395000
"ALB","Albania",1,61624714444.4444
"ANT","Netherlands Antilles",1,0
"ARB","Aruba",1,0
"ARE","United Arab Emirates",1,986770398888.889
"ARG","Argentina",1,28145344444.4444
"ARM","Armenia",1,6543470000
"ATG","Antigua and Barbuda",1,4625430000
"AUS","Australia",1,228669197777.778
"AUT","Austria",1,153714186666.667
"AZE","Azerbaijan",1,157695243333.333
"BDI","Burundi",1,3201814444.44444
"BEL","Belgium",1,1054124070833.33
"BEN","Benin",1,2261866317777.78
"BFA","Burkina Faso",1,156305576666.667
"BGD","Bangladesh",1,541428047777.778
"BGR","Bulgaria",1,90854034444.4444
"BHR","Bahrain",1,80386956111.1111
"BHS","Bahamas",1,29584566666.6667
"BIH","Bosnia and Herzegovina",1,17380663333.3333
"BLR","Belarus",1,22264796666.6667
"BLZ","Belize",1,1284054444.44444
"BMU","Bermuda",1,0
"BOL","Bolivia (Plurinational State of)",1,47721665000
"BRA","Brazil",1,2108931816666.67
"BRB","Barbados",1,11798293333.3333
"BRN","Brunei Darussalam",1,29006939444.4444
"BTN","Bhutan",1,4571837777.77778
"BWA","Botswana",1,115377766666.667
"CAF","Central African Republic",1,1697200000
"CAN","Canada",1,971273697222.222
"CHE","Switzerland",1,182736140000
"CHL","Chile",1,291228555000
"CHN","China (mainland)",1,2140789732222.22
"CIV","Cote dIvoire",1,1191585635555.56
"CMR","Cameroon",1,790453656666.667
"COD","Democratic Republic of the Congo",1,284192361111.111
"COG","Congo",1,195420920000
"COK","Cook Islands",1,206250000
"COL","Colombia",1,779974760000
"COM","Comoros",1,63021243333.3333
"CPV","Cape Verde",1,41693176666.6667
"CRI","Costa Rica",1,414223855555.556
"CUB","Cuba",1,248000150000
"CYP","Cyprus",1,20381855000
"CZE","Czech Republic",1,217554184444.444
"DEU","Germany",1,1314944783611.11
"DJI","Djibouti",1,156234356666.667
"DMA","Dominica",1,1391130000
"DNK","Denmark",1,116628860833.333
"DOM","Dominican Republic",1,91262133333.3333
"DZA","Algeria",1,100993896666.667
"ECU","Ecuador",1,642170000
"EGY","Egypt",1,54570803888.8889
"ERI","Eritrea",1,391590000
"ESP","Spain",1,404787912500
"EST","Estonia",1,11819656666.6667
"ETH","Ethiopia",1,39913913333.3333
"FIN","Finland",1,107430286666.667
"FJI","Fiji",1,11742383333.3333
"FRA","France",1,1308012148750
"FRO","Faroe Islands",1,512230000
"GAB","Gabon",1,73532396666.6667
"GBR","United Kingdom",1,1246486873611.11
"GEO","Georgia",1,43946391666.6667
"GHA","Ghana",1,297581388333.333
"GIN","Guinea",1,421702083333.333
"GMB","Gambia",1,221301260000
"GNB","Guinea-Bissau",1,146684723333.333
"GNQ","Equatorial Guinea",1,22449903333.3333
"GRC","Greece",1,52026795000
"GRD","Grenada",1,6992410000
"GRL","Greenland",1,0
"GTM","Guatemala",1,359837872222.222
"GUY","Guyana",1,2316206666.66667
"HKG","Hong Kong SAR, China",1,314492614444.444
"HND","Honduras",1,588171280000
"HRV","Croatia",1,37567210000
"HTI","Haiti",1,1687106456666.67
"HUN","Hungary",1,207756702222.222
"IDN","Indonesia",1,944377848888.889
"IND","India",1,74897652222.2222
"IRL","Ireland",1,87110141666.6667
"IRN","Iran (Islamic Republic of)",1,1912130331111.11
"IRQ","Iraq",1,1212489340000
"ISL","Iceland",1,3556720000
"ISR","Israel",1,176706850833.333
"ITA","Italy",1,357158672500
"JAM","Jamaica",1,2.65267e+11
"JOR","Jordan",1,494202643333.333
"JPN","Japan",1,1570775388888.89
"KAZ","Kazakhstan",1,126730530000
"KEN","Kenya",1,988448270555.556
"KGZ","Kyrgyzstan",1,30005886666.6667
"KHM","Cambodia",1,17290574444.4444
"KIR","Kiribati",1,109180000
"KNA","Saint Kitts and Nevis",1,3209670000
"KOR","Republic of Korea",1,592569880555.556
"KWT","Kuwait",1,172470130000
"LAO","Lao People's Democratic Republic",1,210453291111.111
"LBN","Lebanon",1,156377638333.333
"LBR","Liberia",1,187053096666.667
"LBY","Libya",1,377414881666.667
"LCA","Saint Lucia",1,12087046666.6667
"LKA","Sri Lanka",1,195650439444.444
"LSO","Lesotho",1,36424443333.3333
"LTU","Lithuania",1,35988870000
"LUX","Luxembourg",1,14059216666.6667
"LVA","Latvia",1,15826286666.6667
"MAC","Macao SAR, China",1,49109723333.3333
"MAR","Morocco",1,12972580000
"MDA","Republic of Moldova",1,21416040000
"MDG","Madagascar",1,385937227777.778
"MDV","Maldives",1,24775646111.1111
"MEX","Mexico",1,2922232520000
"MKD","The former Yugoslav Republic of Macedonia",1,641126666.666667
"MLI","Mali",1,383656861111.111
"MLT","Malta",1,10925483333.3333
"MMR","Myanmar",1,21815134444.4444
"MNE","Montenegro",1,4136416666.66667
"MNG","Mongolia",1,51898453333.3333
"MOZ","Mozambique",1,767435878333.333
"MRT","Mauritania",1,105237170000
"MUS","Mauritius",1,52519392777.7778
"MWI","Malawi",1,1266811111.11111
"MYS","Malaysia",1,732152910000
"NAM","Namibia",1,32791660000
"NCL","New Caledonia",1,6019606666.66667
"NER","Niger",1,143717546666.667
"NGA","Nigeria",1,355587287777.778
"NIC","Nicaragua",1,177224612222.222
"NLD","Netherlands",1,781306202222.222
"NOR","Norway",1,52980072222.2222
"NPL","Nepal",1,298713963333.333
"NZL","New Zealand",1,46725342222.2222
"OMN","Oman",1,394197980555.556
"PAK","Pakistan",1,8828448888.88889
"PAN","Panama",1,283407090000
"PER","Peru",1,840790286666.667
"PHL","Philippines",1,619835968888.889
"PNG","Papua New Guinea",1,303329726666.667
"POL","Poland",1,621913995000
"PRK","Democratic People's Republic of Korea",1,392620000
"PRT","Portugal",1,174203854444.444
"PRY","Paraguay",1,1800399166.66667
"PSE","Occupied Palestinian Territory",1,9831150000
"PYF","French Polynesia",1,4050356666.66667
"QAT","Qatar",1,167857561666.667
"ROU","Romania",1,145362335000
"RUS","Russian Federation",1,271974573333.333
"RWA","Rwanda",1,10497984444.4444
"SAU","Saudi Arabia",1,1363098980555.56
"SDN","Sudan",1,105532990555.556
"SEN","Senegal",1,1156732050000
"SGP","Singapore",1,268007165555.556
"SLB","Solomon Islands",1,2732400000
"SLE","Sierra Leone",1,507198066666.667
"SLV","El Salvador",1,293977413333.333
"SOM","Somalia",1,274537860000
"SRB","Serbia",1,49669220000
"SSD","South Sudan",1,75805316666.6667
"STP","Sao Tome and Principe",1,20344100000
"SUR","Suriname",1,1516153333.33333
"SVK","Slovakia",1,128741423333.333
"SVN","Slovenia",1,34431400000
"SWE","Sweden",1,173366348333.333
"SWZ","Swaziland",1,127112883333.333
"SYC","Seychelles",1,6041798888.88889
"SYR","Syrian Arab Republic",1,163256083333.333
"TCD","Chad",1,36687600000
"TGO","Togo",1,259461227777.778
"THA","Thailand",1,278266346111.111
"TJK","Tajikistan",1,98973800000
"TKM","Turkmenistan",1,98859296666.6667
"TLS","Timor-Leste",1,30828600000
"TON","Tonga",1,288526666.666667
"TTO","Trinidad and Tobago",1,66579610000
"TUN","Tunisia",1,19482310000
"TUR","Turkey",1,1055388596666.67
"TUV","Tuvalu",1,877076666.666667
"TWN","Taiwan",1,238681441111.111
"TZA","United Republic of Tanzania",1,319555222222.222
"UGA","Uganda",1,5759650000
"UKR","Ukraine",1,115375396666.667
"URY","Uruguay",1,2245265555.55556
"USA","United States of America",1,899887298611.111
"UZB","Uzbekistan",1,64430246666.6667
"VCT","Saint Vincent and the Grenadines",1,9441043333.33333
"VEN","Venezuela (Bolivarian Republic of)",1,1164145175555.56
"VNM","Viet Nam",1,31031095555.5556
"VUT","Vanuatu",1,1972410000
"YEM","Yemen",1,530752825000
"ZAF","South Africa",1,959674023055.556
"ZMB","Zambia",1,17972900000
"ZWE","Zimbabwe",1,160170136666.667
