"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10346300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,30645300,NA,NA,NA,NA,NA,4262500,NA,NA,NA,NA,NA,1234500,NA,28070300,62563200,NA,4053600,124482800,3161500,NA,NA,9160300,2420300,18958200,44416800,NA,29981300,NA,NA,NA,13125200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66608500,19989800,22916800,23324300,68425100,10185300,NA,NA,NA,NA,NA,NA,NA,NA,1176400,NA,NA,NA,NA,NA,NA,NA,237629600,NA,NA,62157900,24465900,225440600,899600,NA,NA,3246400,NA,18149800,NA,NA,1116300,NA,NA,8742900,NA,NA,NA,NA,NA,19055900,177667000,NA,76618900,21154600,NA,NA,NA,NA,NA,2870200,NA,3001900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12353400,29194000,26798800,65797900,29191800,NA,NA,NA,NA,16564100,NA
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836100,118659000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36686400,58181700,17185200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6287000,1639000,NA,NA,NA,4679100,NA,NA,NA,NA,1153100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14975400,NA,NA,3942400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10760400,4673900,56604900,6396800,NA,NA,NA,NA,NA,NA,NA
"121",6456600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133347600,50252600,20906200,15214000,135910600,NA,21700000,52536900,NA,NA,NA,NA,NA,NA,NA,648800,NA,NA,NA,NA,NA,NA,NA,NA,5151900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893900,NA,NA,2662900,NA,554600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2053000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,993900,NA,16972800,NA,12863500,NA,NA,NA,NA,63700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155000,NA
"122",11779700,1598700,NA,NA,3483700,NA,NA,NA,39973700,NA,NA,2448300,NA,NA,18127500,NA,36000,NA,NA,NA,NA,6841200,39973700,3232403100,124896100,295805400,528794900,177393000,5400,NA,NA,NA,NA,16141400,92723000,2310500,NA,6852600,78805300,NA,NA,7667000,NA,NA,NA,354600,NA,6971600,NA,2182700,100,NA,4472300,1146700,146304900,57039000,2590300,1102400,16024900,NA,19235300,NA,NA,NA,NA,632500,NA,NA,NA,884100,NA,NA,NA,28270500,8331300,NA,1633400,672100,94794800,NA,2253400,11085400,NA,NA,9194400,NA,5964600,12904700,36255000,NA,72600,1143100,NA,5741700,NA,NA,46826300,NA,3231400,1400600,NA,NA,3025700,NA,NA,2333400,83373700,3634400,NA,4363800,NA,NA,10279000,NA,26371200,NA,4622900,3093200,14368800,NA,NA,NA,10279000,NA,NA,NA,NA,NA,3367500,2347300,6878700,NA
"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314300,NA,NA,4415300,15990600,108106000,22653700,30575300,59273000,NA,NA,NA,NA,NA,26268400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28445300,NA,NA,NA,7824700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1417200,NA,NA,NA,NA,NA,NA,NA,NA,1312700,NA,NA,NA,1224300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6096700,NA,100505300,1507500,NA,NA,NA,NA,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158800,NA,NA
"124",NA,NA,2248900,NA,11784200,NA,NA,1341200,3396200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2425500,NA,NA,45684200,5348700,868000300,86775100,11824200,36610200,NA,333700,NA,NA,NA,6868700,NA,41079300,NA,NA,NA,3222700,711600,11483900,NA,NA,NA,NA,NA,NA,NA,19415800,996900,NA,33275200,NA,34642300,5117800,NA,1527900,NA,NA,1939200,NA,NA,NA,4593900,NA,5559100,NA,NA,4286100,NA,NA,NA,17060800,15510900,NA,4136700,NA,4691700,NA,NA,13280400,15927800,5619000,9592100,NA,NA,405100,NA,NA,NA,5468200,NA,11723700,NA,NA,15407000,NA,NA,7935800,NA,NA,NA,4806200,NA,NA,NA,NA,NA,NA,NA,3300,47968400,NA,12525500,NA,1218400,4582600,4696200,NA,NA,3939900,1338000,NA,6660800,NA,NA,NA,100,100,11848200,NA
"129",NA,NA,1228100,NA,NA,NA,NA,NA,9426400,NA,NA,NA,NA,NA,54670300,NA,NA,326100,NA,1900,8600,NA,185021100,419152800,146473900,129057900,731459600,1456600,NA,6752900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627100,NA,NA,1672800,NA,NA,2357100,28887300,NA,NA,NA,4058600,NA,8016100,NA,NA,NA,NA,NA,NA,NA,NA,15900,NA,797900,165600,NA,NA,NA,1135500,303300,927800,NA,198300,176900,12325600,NA,NA,3963400,545900,NA,NA,25652800,NA,NA,NA,NA,3961300,NA,152200,6584400,NA,NA,NA,11596900,NA,NA,9337300,2594500,NA,NA,NA,NA,NA,NA,4723200,119800,NA,15632000,NA,NA,NA,NA,168300,NA,1482800,1524600,NA,NA,NA,NA,NA,NA
"131",74661700,26974000,354006200,NA,9081900,NA,NA,218227500,44522300,NA,NA,2477700,NA,NA,9787300,NA,1870000,8589500,NA,NA,NA,6212800,69784800,44862100,51032300,5564000,97958700,2212148700,18400700,634106600,NA,NA,NA,230212600,NA,2.85e+08,NA,NA,93109100,7240700,64068600,118364000,NA,NA,NA,59853100,17957700,9967400,NA,79271300,801700,NA,NA,27324700,32594600,163200,NA,11051300,9499100,NA,4421100,NA,233470400,45206400,NA,18763400,NA,4485900,NA,NA,NA,NA,NA,17557000,NA,NA,NA,NA,18045600,NA,19540900,217267500,84675900,97731800,107195500,NA,86401400,NA,37019700,NA,NA,6616100,NA,NA,6005500,NA,NA,NA,26050900,40516300,NA,3313500,50250400,43214800,NA,9814800,101324000,14348100,29732200,NA,NA,NA,26302900,NA,8879700,NA,17557000,197858000,NA,NA,NA,7967900,291900,22804100,84700900,9958900,NA,NA,91216300,32266700,97731800,203000
"132",291100,NA,2049800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7698700,1118600,1086900,2238900,2171100,6507700,7826700,1100400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170300,359000,1125900,2362900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2962200,969400,10859100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",1969600,NA,767737400,NA,NA,NA,NA,48112300,49037500,NA,631000,NA,NA,NA,NA,NA,345800,NA,NA,NA,NA,NA,116554900,81443200,120300200,6080900,605937000,426031300,17127000,588062100,NA,NA,NA,169703600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29513900,7700,NA,NA,NA,NA,NA,6386600,NA,NA,NA,44204100,NA,NA,4235600,NA,58702100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2086400,NA,NA,NA,14633700,85049500,NA,15461200,14494700,250164000,122387300,16269100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5952000,NA,NA,6281900,NA,NA,NA,524493900,NA,NA,NA,NA,19676700,NA,NA,NA,17237700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58867100,4097800,NA,NA,2135700,NA,NA,NA
"151",NA,NA,1998300,NA,1323600,NA,NA,2069400,7699500,NA,NA,7015600,NA,NA,1921200,3647800,NA,1939300,NA,NA,NA,158600,3531000,NA,NA,908300,406400,2589800,NA,NA,453513100,65091400,3543300,NA,NA,1872200,NA,1332700,NA,NA,NA,697200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579700,NA,NA,895400,533900,1199200,NA,1060000,914700,NA,NA,NA,1906000,NA,3080000,NA,NA,1877500,1115700,NA,NA,NA,NA,NA,NA,1985400,3849700,NA,262200,3128800,NA,NA,837300,NA,NA,NA,NA,NA,5670800,NA,NA,NA,4097300,1934200,NA,2556000,2159600,NA,NA,NA,NA,NA,NA,NA,1760200,845800,1163600,4604100,NA,NA,571400,NA,3008600,NA,NA,2163900,1886900,NA,NA,NA,NA,3178800,3501300,1295900,2180100,NA,848800,NA,NA,NA
"159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10029900,116084500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
