,11,12,19,20,41,42,49,50,61,62,63,64,65,69,81,89,91,92,99,101,109,111,121,122,123,124,129,131,132,139,151,159,160,171,172,179,181,182,183,189,190,201,202,209,211,212,219,221,222,223,229,230,241,242,249,251,259,261,262,269,271,279,280,291,292,299,300,311,319,321,329,331,339,341,342,350,361,362,363,364,369,371,372,373,379,380,391,392,393,394,399,401,402,409,411,419,421,422,423,429,441,451,452,459,460,471,472,473,479,481,482,483,484,485,486,487,488,489,491,499,500,511,512,513,519,531,532,539,540,551,559,560
101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20692600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,61290600,NA,NA,NA,NA,NA,8525000,NA,NA,NA,NA,NA,2469000,NA,56140600,125126400,NA,8107200,248965600,6323000,NA,NA,18320600,4840600,37916400,88833600,NA,59962600,NA,NA,NA,26250400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133217000,39979600,45833600,46648600,136850200,20370600,NA,NA,NA,NA,NA,NA,NA,NA,2352800,NA,NA,NA,NA,NA,NA,NA,475259200,NA,NA,124315800,48931800,450881200,1799200,NA,NA,6492800,NA,36299600,NA,NA,2232600,NA,NA,17485800,NA,NA,NA,NA,NA,38111800,355334000,NA,153237800,42309200,NA,NA,NA,NA,NA,5740400,NA,6003800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24706800,58388000,53597600,131595800,58383600,NA,NA,NA,NA,33128200,NA
111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1672200,237318000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73372800,116363400,34370400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12574000,3278000,NA,NA,NA,9358200,NA,NA,NA,NA,2306200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29950800,NA,NA,7884800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21520800,9347800,113209800,12793600,NA,NA,NA,NA,NA,NA,NA
121,12913200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266695200,100505200,41812400,30428000,271821200,NA,43400000,105073800,NA,NA,NA,NA,NA,NA,NA,1297600,NA,NA,NA,NA,NA,NA,NA,NA,10303800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1787800,NA,NA,5325800,NA,1109200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4106000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987800,NA,33945600,NA,25727000,NA,NA,NA,NA,127400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310000,NA
122,23559400,3197400,NA,NA,6967400,NA,NA,NA,79947400,NA,NA,4896600,NA,NA,36255000,NA,72000,NA,NA,NA,NA,13682400,79947400,6464806200,249792200,591610800,1057589800,354786000,10800,NA,NA,NA,NA,32282800,185446000,4621000,NA,13705200,157610600,NA,NA,15334000,NA,NA,NA,709200,NA,13943200,NA,4365400,200,NA,8944600,2293400,292609800,114078000,5180600,2204800,32049800,NA,38470600,NA,NA,NA,NA,1265000,NA,NA,NA,1768200,NA,NA,NA,56541000,16662600,NA,3266800,1344200,189589600,NA,4506800,22170800,NA,NA,18388800,NA,11929200,25809400,72510000,NA,145200,2286200,NA,11483400,NA,NA,93652600,NA,6462800,2801200,NA,NA,6051400,NA,NA,4666800,166747400,7268800,NA,8727600,NA,NA,20558000,NA,52742400,NA,9245800,6186400,28737600,NA,NA,NA,20558000,NA,NA,NA,NA,NA,6735000,4694600,13757400,NA
123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628600,NA,NA,8830600,31981200,216212000,45307400,61150600,118546000,NA,NA,NA,NA,NA,52536800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56890600,NA,NA,NA,15649400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2834400,NA,NA,NA,NA,NA,NA,NA,NA,2625400,NA,NA,NA,2448600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12193400,NA,201010600,3015000,NA,NA,NA,NA,53000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317600,NA,NA
124,NA,NA,4497800,NA,23568400,NA,NA,2682400,6792400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4851000,NA,NA,91368400,10697400,1736000600,173550200,23648400,73220400,NA,667400,NA,NA,NA,13737400,NA,82158600,NA,NA,NA,6445400,1423200,22967800,NA,NA,NA,NA,NA,NA,NA,38831600,1993800,NA,66550400,NA,69284600,10235600,NA,3055800,NA,NA,3878400,NA,NA,NA,9187800,NA,11118200,NA,NA,8572200,NA,NA,NA,34121600,31021800,NA,8273400,NA,9383400,NA,NA,26560800,31855600,11238000,19184200,NA,NA,810200,NA,NA,NA,10936400,NA,23447400,NA,NA,30814000,NA,NA,15871600,NA,NA,NA,9612400,NA,NA,NA,NA,NA,NA,NA,6600,95936800,NA,25051000,NA,2436800,9165200,9392400,NA,NA,7879800,2676000,NA,13321600,NA,NA,NA,200,200,23696400,NA
129,NA,NA,2456200,NA,NA,NA,NA,NA,18852800,NA,NA,NA,NA,NA,109340600,NA,NA,652200,NA,3800,17200,NA,370042200,838305600,292947800,258115800,1462919200,2913200,NA,13505800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1254200,NA,NA,3345600,NA,NA,4714200,57774600,NA,NA,NA,8117200,NA,16032200,NA,NA,NA,NA,NA,NA,NA,NA,31800,NA,1595800,331200,NA,NA,NA,2271000,606600,1855600,NA,396600,353800,24651200,NA,NA,7926800,1091800,NA,NA,51305600,NA,NA,NA,NA,7922600,NA,304400,13168800,NA,NA,NA,23193800,NA,NA,18674600,5189000,NA,NA,NA,NA,NA,NA,9446400,239600,NA,31264000,NA,NA,NA,NA,336600,NA,2965600,3049200,NA,NA,NA,NA,NA,NA
131,149323400,53948000,708012400,NA,18163800,NA,NA,436455000,89044600,NA,NA,4955400,NA,NA,19574600,NA,3740000,17179000,NA,NA,NA,12425600,139569600,89724200,102064600,11128000,195917400,4424297400,36801400,1268213200,NA,NA,NA,460425200,NA,570000000,NA,NA,186218200,14481400,128137200,236728000,NA,NA,NA,119706200,35915400,19934800,NA,158542600,1603400,NA,NA,54649400,65189200,326400,NA,22102600,18998200,NA,8842200,NA,466940800,90412800,NA,37526800,NA,8971800,NA,NA,NA,NA,NA,35114000,NA,NA,NA,NA,36091200,NA,39081800,434535000,169351800,195463600,214391000,NA,172802800,NA,74039400,NA,NA,13232200,NA,NA,12011000,NA,NA,NA,52101800,81032600,NA,6627000,100500800,86429600,NA,19629600,202648000,28696200,59464400,NA,NA,NA,52605800,NA,17759400,NA,35114000,395716000,NA,NA,NA,15935800,583800,45608200,169401800,19917800,NA,NA,182432600,64533400,195463600,406000
132,582200,NA,4099600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15397400,2237200,2173800,4477800,4342200,13015400,15653400,2200800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340600,718000,2251800,4725800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5924400,1938800,21718200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,3939200,NA,1535474800,NA,NA,NA,NA,96224600,98075000,NA,1262000,NA,NA,NA,NA,NA,691600,NA,NA,NA,NA,NA,233109800,162886400,240600400,12161800,1211874000,852062600,34254000,1176124200,NA,NA,NA,339407200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59027800,15400,NA,NA,NA,NA,NA,12773200,NA,NA,NA,88408200,NA,NA,8471200,NA,117404200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4172800,NA,NA,NA,29267400,170099000,NA,30922400,28989400,500328000,244774600,32538200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11904000,NA,NA,12563800,NA,NA,NA,1048987800,NA,NA,NA,NA,39353400,NA,NA,NA,34475400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117734200,8195600,NA,NA,4271400,NA,NA,NA
