"","AFG","ALB","DZA","AGO","ARG","ARM","AUS","AUT","AZE","BGD","BLR","BEL","BEN","BTN","BOL","BIH","BWA","BRA","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","CIV","HRV","CUB","CYP","CZE","PRK","COD","DNK","DJI","DOM","ECU","EGY","SLV","ERI","EST","ETH","FJI","FIN","FRA","GAB","GMB","GEO","DEU","GHA","GRC","GTM","GIN","GNB","GUY","HTI","HND","HUN","IND","IDN","IRN","IRQ","IRL","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MDG","MWI","MYS","MLI","MRT","MUS","MEX","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NZL","NIC","NER","NGA","NOR","PSE","OMN","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","KOR","MDA","ROU","RUS","RWA","SAU","SEN","SRB","SRB","SLE","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TLS","TGO","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","TZA","USA","URY","UZB","VEN","VNM","YEM","ZMB","ZWE"
"GNQ",-1.11793868466486e-06,0,0,-1.01727702756853e-06,-1.51919379115493e-05,-2.76214093605347e-08,-4.83551058188014e-06,-5.18820359171497e-06,-1.55376304369495e-07,-1.50140639182842e-06,0,-4.83928979744938e-05,-4.47359591701854e-08,0,-3.74398580422763e-08,0,0,-2.55170629245228e-05,-1.05164896066043e-06,0,0,-1.82275010885477e-08,-1.47644679488924e-05,-0.000144137879696261,0,0,0,0,-1.86873571564492e-06,0,-1.827468469619e-07,0,0,-3.89264953361144e-06,0,0,-4.40348117796693e-08,0,0,0,-4.05266711531549e-06,0,0,0,-5.5331015406392e-06,0,-5.72683532752765e-07,-5.25595101429353e-08,-3.1261729378727e-07,0,0,-0.00358401471532023,0,0,0,-0.000103310381387587,-5.95219380018926e-07,-1.76897767676957e-07,0,0,0,0,0,0,-1.21162003464157e-06,-6.89251805906833e-06,-2.3051064960435e-07,-4.86614760264311e-07,-3.6054059277919e-06,-8.3986749802336e-07,0,-4.24875216384661e-05,0,-1.51777792256676e-08,0,-5.59392654495943e-07,-2.00803801420334e-06,0,0,0,0,-6.23639876260721e-07,0,0,-1.64709222211093e-08,0,0,-1.80234369162716e-06,0,-3.1640401314998e-06,0,0,0,0,0,0,-5.95144963514321e-07,-3.63646364616939e-07,0,0,0,-3.26174159417785e-06,-5.96290401419546e-08,0,0,0,-4.24640093016132e-08,0,0,-0.000489292520402953,0,0,0,0,-5.35447545265852e-07,-1.85710966057079e-07,-4.97560433212749e-07,-1.4398507227005e-07,0,0,-6.87633491282868e-08,-4.31415578614166e-06,0,0,0,0,0,-1.92616110553244e-08,-3.82900804058623e-06,0,0,-2.39872136736883e-07,-1.40941051705202e-06,-0.000592544380477621,-6.39480692389862e-06,-4.61976966566221e-06,0,0,-8.73791509401431e-06,-5.13753230210869e-08,0,0,-0.00202948098536577,0,0,-3.36279624604677e-08,0,-4.62990403620048e-07,-7.95397422138543e-05,-7.64379674475004e-08,-2.78051650504974e-08,-1.09940114679686e-06,-6.80105171762732e-07,-5.4462916848116e-06,-1.87173361630015e-06,-0.000121565583646192,0,0,0,0,-5.33298374413909e-07,0,0
"ERI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00161006029420957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000624652874570706,0,0,-0.000123536199647218,0,0,0,-0.00161356028188785,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00301437830397607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.327401849923034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166372150411429,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,-0.155127100677044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00103451965809386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106072360193499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99444826417494e-05,0,0,0,0,0,0,0
"FRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00596613359161001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",-2.90893483191007e-07,0,0,-1.14392341768692e-06,-1.23799217187929e-05,-4.35119687976543e-09,-5.10287576395515e-06,-8.57490208737731e-07,-2.44764082070337e-08,-1.16110910224198e-06,0,-7.00063800211922e-05,-2.3889155876983e-06,0,-5.89789577229811e-09,0,0,-1.13783501986669e-05,-4.39891014339524e-07,-6.30848262738158e-08,0,-7.34771796850696e-07,-1.41202746606237e-05,-9.84083828250973e-06,0,0,0,0,-1.66606424750755e-06,-8.10341680077743e-07,-1.11880577614995e-07,0,0,-3.38334181443185e-06,0,0,-1.29730490323133e-08,0,-3.60791153182768e-08,0,-4.41565777330312e-06,0,0,0,-3.65514715225591e-07,-8.36874934169683e-07,-9.02147594382793e-08,-8.27969252223241e-09,-6.87804633339882e-08,0,-5.42047867565398e-09,-0.0743283540926165,-0.000785832153243649,0,0,-7.14123231790771e-05,-6.04383269063851e-06,-2.53562280372315e-07,-9.98507054181848e-08,-7.91017803762298e-07,-2.17680390305476e-07,-9.43228991363531e-09,0,0,-4.06158502722135e-07,-6.72703014547806e-06,-1.05802280153989e-06,-7.70973360632953e-06,-5.67959108042857e-07,-1.26939772588178e-06,0,-5.14450436090674e-05,0,-3.95201446753436e-06,0,-1.40062795015561e-07,-5.97540213746622e-07,0,0,0,0,-2.64039699523614e-06,0,-1.83251563741178e-08,-2.59466214920043e-09,-5.09647588133018e-06,0,-7.41247003581736e-06,0,-2.28020695945924e-06,-7.95405759929405e-07,0,0,-6.1940622053287e-07,-8.09654400778728e-09,0,-1.07251881757314e-06,-1.42113109525456e-07,-1.41845967245893e-07,0,-3.08337408319919e-08,-1.28672259702965e-06,-2.13036234115535e-06,0,-3.18715749786124e-08,-1.33619888840592e-07,-1.69092600017567e-07,0,0,-3.18764682004085e-06,0,0,0,-3.05774671143951e-07,-3.52021748031622e-07,-3.03701023090059e-06,-1.35724694703863e-07,-2.26819489554863e-08,-2.57794096498206e-06,-1.34833061341542e-09,-5.44826891531396e-07,-3.45264969290639e-07,0,0,-3.39257643689747e-07,0,0,-3.03427898371223e-09,-6.03183118621034e-07,0,-6.37497566690116e-09,-1.96093199066326e-06,-2.59665504056552e-06,-2.34276857122438e-05,-9.95536794463575e-06,-7.34113070139193e-07,0,0,-1.65629721880251e-06,-1.04487057609825e-07,0,0,-0.00188019923536516,0,0,-1.46576143570564e-07,0,-5.34637212199301e-07,-6.07986175772097e-05,-1.20412626709913e-08,-4.38014388874561e-09,-3.81022878346384e-07,-1.07136875698838e-07,-1.70587452405202e-05,-3.22626879849726e-07,-0.000126972268776177,-1.29235162633311e-08,0,0,-3.91078795351182e-06,-8.40104207734335e-08,0,-1.35926830625448e-09
"GMB",-3.35971242382889e-08,0,0,-3.05719653043613e-08,-4.41118555427662e-05,-8.30099123191826e-10,-5.0416743082556e-07,-4.99025698738773e-06,-4.66948417940565e-09,-4.51213807790742e-08,0,-1.73224959001222e-05,-1.34443829413625e-09,0,-1.12517044035143e-09,0,0,-0.000582257981808429,-4.35662191288766e-08,0,0,-5.47786409957778e-10,-2.48524756056026e-09,-2.70039854573873e-06,0,0,0,0,-4.90860187238087e-06,-1.46966212477248e-06,-5.49204406802966e-09,0,0,-3.74134355981637e-07,0,0,-1.32336689164194e-09,0,0,0,-1.04108155602536e-05,0,0,0,-3.97455584946085e-06,0,-1.72107111624685e-08,-1.57955746267532e-09,-9.39500725977404e-09,0,0,-0.000300788983456564,0,-0.0024319674377061,0,-0.000154397514704659,-1.78879751938526e-08,-2.0886096424938e-06,0,0,0,0,0,0,-3.47400916602453e-06,-0.000140533514345683,-6.20754056310992e-07,-1.46241084426615e-06,-1.0835233859163e-07,-3.68793476497026e-07,0,-6.43295425627192e-06,0,-4.56133901886528e-10,0,-1.68112838109011e-08,-6.03470508390373e-08,0,0,0,-4.23296117130403e-06,-2.47318256746796e-06,0,0,-4.94996396289568e-10,-1.09989054850297e-05,0,-5.41653721785709e-08,0,-3.54796178378723e-06,0,0,0,0,0,0,-7.07163394273166e-05,-1.09285708227371e-08,0,0,0,-9.49826432762986e-06,-1.79201623250004e-09,0,0,0,-1.27615996810223e-09,0,-2.91342595281735e-08,-0.000545143465509249,0,0,0,0,-1.60916675915698e-08,-5.58112397810332e-07,-4.05731393779229e-06,-4.32714640603575e-09,0,0,-3.23625732326936e-06,-2.31363437131472e-07,0,0,-2.76026152471928e-05,0,0,-5.78864251261986e-10,-1.15072195473358e-07,0,0,-1.22024772185233e-06,-3.87152787973393e-06,-4.16018842921754e-06,-4.60170499295888e-06,-1.38836751548733e-07,0,0,-2.62598318695114e-07,-1.54396939116489e-09,0,0,-0.00065088860052126,0,0,-1.01061252120777e-09,0,-2.06773566957707e-06,-0.000755066054601824,-2.29717060880296e-09,-8.35621485759518e-10,-2.88468005718794e-06,-2.04390260970934e-08,-1.44794485468156e-05,-5.625072976759e-08,-8.40272426235429e-05,0,0,0,0,-1.60270791117967e-08,-1.01357930770861e-06,0
"GEO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000187550453607273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233211074070292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000177233558131664,0,0,0,-0.00377946417439774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00227427447153636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00014590205910411,0,0,0,0,0,0,0,0,0,0,0,0,-0.000394623031603617,0,0,0,0,0,0,0
"GRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00262300289992855,0,0,0,0,0,0,-0.000273624287326617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00158075789081471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.335537677769361,0,0,0,0,0,0,0
"GIN",-2.53261318630681e-08,0,0,-1.83523719243611e-07,-5.31672544009542e-06,-1.08102958569492e-10,-8.46346121722419e-07,-2.76414369418476e-08,-6.08102141881839e-10,-1.74635194300782e-07,0,-5.83940789778132e-06,-4.09211668129703e-07,0,-1.46529793971146e-10,0,0,-1.98834557772842e-06,-1.48179494253821e-08,-1.58274689408262e-09,0,-1.33659712779023e-07,-7.51035463746529e-07,-2.61906671098436e-06,-1.78489789078649e-07,0,0,0,-9.05639926816451e-06,0,-1.55965148844218e-08,0,0,-7.83604687755352e-07,0,0,-1.27409301839072e-09,0,-6.58525429448695e-09,0,-1.90057873629435e-06,0,0,0,-1.01060946188357e-05,-4.25887183046979e-09,-2.2413332863115e-09,-2.05704150474403e-10,-1.22350217243722e-09,0,-9.89359915345347e-10,-0.000243935901758128,-5.58382474018066e-09,0,0,-1.29586481906104e-05,-8.00907723866892e-07,-4.18868812986868e-08,-1.82250113635563e-08,-0.211861124783408,-3.97315929850022e-08,-1.7216061733406e-09,0,0,-1.02550533186487e-05,-0.000285160480415728,-1.98388382777393e-06,-1.98187586803174e-07,-1.41106140729795e-08,-1.64114788244828e-07,0,-9.54166791139895e-06,0,-1.80166783742686e-06,0,-1.16698592886189e-08,-5.87539345211006e-08,0,0,0,0,-6.36173376609513e-07,0,-3.34475537011498e-09,-6.44628736799343e-11,-1.93328847947157e-06,0,-1.82908584934081e-07,0,-2.56712739937797e-06,-8.23914893747295e-06,0,0,-1.13055640023682e-07,-1.47780234430455e-09,0,-2.44508449616881e-05,-1.69062348545187e-08,-2.57230648854846e-06,0,-5.6278548528077e-09,-6.57725525942972e-07,-3.87358167594861e-07,0,0,-1.11187467437378e-08,-2.9808458137294e-08,0,-7.20835516157585e-09,-0.000247266972008125,0,0,0,0,-6.27125397109963e-06,-9.30351179451426e-08,-8.30628641099198e-06,-5.63519844301426e-10,-3.29181455259065e-08,0,-2.69121730353689e-10,-7.56860370565054e-05,0,0,-1.38289021246279e-06,0,0,-7.53848985298513e-11,-1.49857341517541e-08,0,-1.16357719742768e-09,-2.62345510400389e-07,-5.51315009386145e-07,-8.34031242800651e-06,-1.65823897754748e-06,-1.92416635740972e-08,0,0,-8.52704077821589e-08,-8.92960019407771e-08,0,0,-4.92609174177885e-05,0,0,-3.65993841657181e-09,0,-3.09163402624147e-06,-5.8715545878948e-05,-2.99158175466588e-10,-1.08822130190304e-10,-2.00785712492227e-06,-2.66175343358875e-09,-7.71690656344456e-06,-6.04047864858946e-07,-0.000126021236304215,0,0,0,-7.13807224442818e-07,-2.08719009670867e-09,0,0
"GNB",-5.6772627584231e-08,0,0,-4.86524883001589e-07,-7.78596008088467e-06,0,-2.13309073367625e-06,-1.98795871415193e-08,0,-4.57304290486203e-07,0,-5.57107271814261e-06,-1.10840958055859e-06,0,0,0,0,-1.15618335300532e-05,-1.04856173000489e-08,-4.28893622867157e-09,0,-3.61998512779384e-07,-2.03428299368038e-06,-6.42933954509511e-06,0,0,0,0,-5.834331491977e-05,0,-4.03254057597342e-08,0,0,-1.54963666625007e-07,0,0,-2.98553444488725e-09,0,-1.78447582644037e-08,0,-1.92947552165129e-07,0,0,0,-9.90198617591806e-06,-1.15407142830363e-08,0,0,0,0,-2.68097293381806e-09,-0.00044012246285872,-1.51310789566227e-08,0,0,-0.000145568628225393,-1.05060500898985e-05,-1.11629217326645e-07,-4.93862359151326e-08,-3.91238015856424e-07,-0.0731459248218847,-4.66521786645168e-09,0,0,-6.45477309812154e-06,-1.01016610611625e-06,-5.00946159525798e-07,-2.0972053085383e-08,0,-4.35811966358477e-07,0,-9.39280140282166e-06,0,-1.94888482351274e-06,0,-2.56904275509172e-08,-1.37915550334342e-07,0,0,0,0,-1.25712763656223e-08,0,-9.06363647691422e-09,0,-1.05042151767882e-06,0,-4.7653198877726e-07,0,-1.3644862540329e-05,0,0,0,-3.06358794426363e-07,-4.00455691115242e-09,0,-1.35253288279755e-06,-4.19559679667663e-08,-6.97045025406732e-06,0,-1.52503919977063e-08,-1.77578328747981e-05,-1.04903289665006e-06,0,0,-3.01296410088876e-08,-8.0324772898864e-08,0,0,-0.000577718239270858,0,0,0,0,-1.69881997909208e-07,-5.51518908830737e-08,-2.61636513408103e-06,0,-8.92017715874751e-08,0,0,-9.17296278537242e-09,0,0,-0.000174979120185802,0,0,0,0,0,-3.15306788189673e-09,-1.03175059201143e-08,-3.71799290132976e-07,-3.30763665196582e-06,-4.42568516682552e-06,-3.14634330578145e-09,0,0,-1.38396534868537e-07,-4.76765021978096e-08,0,0,-0.000279146025504648,0,0,-9.56108092611096e-09,0,0,-5.94409857948327e-06,0,0,0,0,-2.83573943108689e-05,-1.3736515811308e-08,-2.29617025722552e-05,0,0,0,-1.93427873821529e-06,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000614790560987316,0,0,0,0,0,0,0,0,0,-0.00401576598726595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00326410812810198,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000747477649873181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.240595790630462,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00111464213631149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.462032645875848,0,0,0,0,0,0,0
"HUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564909598928911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.330230829781799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215949490056005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509534988895531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,-0.000102901052623461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00111778798061768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35477129760838e-05,0,0,0,0,0,-0.000270710100247813,0,0,0,0,0,0,-0.00105342101704809,0,0,0,0,0,0,0
"IRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000558665426056572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00249769885856842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00189401189220002,0,-0.000167922926446264,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000574813175846367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00186021802132268,0,0,0,-0.00287359113258752,0,0,0,0,0,0,0
