"","AFG","ALB","DZA","AGO","ARG","ARM","AUS","AUT","AZE","BGD","BLR","BEL","BEN","BTN","BOL","BIH","BWA","BRA","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","CIV","HRV","CUB","CYP","CZE","PRK","COD","DNK","DJI","DOM","ECU","EGY","SLV","ERI","EST","ETH","FJI","FIN","FRA","GAB","GMB","GEO","DEU","GHA","GRC","GTM","GIN","GNB","GUY","HTI","HND","HUN","IND","IDN","IRN","IRQ","IRL","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MDG","MWI","MYS","MLI","MRT","MUS","MEX","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NZL","NIC","NER","NGA","NOR","PSE","OMN","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","KOR","MDA","ROU","RUS","RWA","SAU","SEN","SRB","SRB","SLE","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TLS","TGO","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","TZA","USA","URY","UZB","VEN","VNM","YEM","ZMB","ZWE"
"AFG",-0.00545118732804326,0,0,-2.70977774443429e-06,-1.05728669294134e-05,-1.62725503281823e-07,-1.34371943651353e-05,-2.49813063628724e-06,-1.56227806971278e-07,-9.56627127815627e-08,0,-4.93298617856618e-05,-3.90732726819765e-07,0,-4.90068795715524e-08,0,0,-2.36192914477335e-06,-3.06510867010245e-07,-4.02399851391842e-10,0,-3.19647408456805e-08,-4.26971575032768e-07,-1.97324672594703e-05,0,0,0,0,-9.80173015700504e-08,-3.85773278566697e-06,-1.9434281502993e-05,0,0,-4.26072213685778e-08,0,0,-2.15624207071644e-05,0,-1.35922630569076e-09,0,-2.1033599120829e-06,0,0,0,-8.06664120588394e-06,-4.07459523653994e-09,-4.23893426321491e-06,-1.62107377513722e-07,-5.30579645634942e-08,0,-2.22062214329389e-10,-0.000128079484310721,-1.41251603960961e-07,0,0,-4.10848073969176e-05,-9.22272748657603e-07,-7.78368883268721e-07,-1.05402625123282e-08,-6.04789452035291e-08,-1.85133975867886e-07,-3.89244710724426e-09,0,0,-7.29588072163748e-07,-2.08318392417913e-05,-7.49084386647769e-07,-0.00112012825698287,-2.0862041528441e-06,-0.000812319524902161,0,-1.25983484860558e-05,0,-6.53603118185027e-08,0,-0.0017228152731003,-1.11689757063968e-06,0,-1.10958443605323e-05,0,0,-4.26249694793838e-07,0,-2.48584123310249e-08,-1.53799719930569e-07,0,0,-1.21923850061545e-06,0,-1.72448541179304e-06,0,0,0,-3.08011002948466e-09,-1.10645952311472e-08,0,-1.67569851599257e-07,-5.23386025727222e-07,-9.37050413088351e-08,0,-7.01131058374138e-10,-2.59680433737367e-05,-5.6724886101384e-07,0,0,-3.72205365301107e-10,-2.76563144432476e-05,0,-1.21283495927377e-07,-0.000783370317359936,0,0,0,0,-3.64321699622444e-07,-1.46480901490067e-06,0,-4.5842398208163e-05,-9.77741160611422e-07,0,-1.05052902033517e-07,-4.14117795541402e-06,0,0,-3.88694957459433e-09,-5.71200003366831e-08,-5.71200003366831e-08,-5.361781436381e-08,-2.2662574385296e-06,0,-4.23790242610822e-07,-7.53604393704921e-05,-3.08560533554377e-07,-2.79860676320459e-07,-5.59326998981746e-06,-1.80138527264639e-06,0,0,-3.64644057246037e-06,-1.1470010969665e-07,0,0,-7.49267976908643e-06,0,0,-8.37582042250184e-08,0,0,-3.50459356404278e-05,-5.12868956301303e-08,-2.2728257513904e-08,-7.34740196421081e-06,-0.000601997768924525,-0.000101784236406179,-6.42703392736821e-07,-6.39475604905715e-05,0,0,0,-1.86590399028342e-08,-1.73990432724864e-06,0,0
"ALB",0,-0.0516653520678421,0,0,-6.88809533744189e-05,0,0,-0.000463979646771695,0,0,0,-1.62459477906836e-06,0,0,0,-1.13128223321473e-05,0,-1.24778406935753e-05,-0.00423565177965943,0,0,0,0,0,0,0,0,0,-6.54446118092071e-06,0,0,0,0,0,-0.000886762971810761,0,0,-0.000538911655351563,0,0,-3.51293740696632e-06,0,0,0,-0.000649199786950229,0,0,0,-6.93342476547806e-07,0,0,-0.000299979077243738,0,0,0,-0.000384444286821583,0,-0.00532490648053893,0,0,0,0,0,0,-0.000817869438414617,0,0,0,0,-3.68055327810926e-06,0,-0.00122264506988283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379617268592448,0,0,0,0,0,-1.23471415184672e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.34467720484267e-06,0,0,0,0,-0.00081623748766239,-0.00035245166961066,0,0,0,-0.00921052903190078,-0.00921052903190078,0,-0.000276019851946539,-0.00163853915295542,0,0,0,-5.70826966413708e-06,0,0,0,0,0,-2.70752557546628e-06,0,0,-2.01313626859511e-05,-0.00142354015748483,0,0,0,0,-0.000769497382605218,0,0,-0.000717346624828553,0,-1.08413288915012e-06,0,-6.82098847386885e-05,0,0,0,0,0,0,0
"DZA",-1.19847804423622e-08,0,-1,-5.84905982555232e-08,-0.0401508951189614,-3.77923183076821e-09,-3.77673576009657e-06,-0.0227355737759257,-3.62832554854304e-09,-2.11921053957309e-09,0,-0.00261649191917702,-1.83879417403123e-09,0,-1.13816430410833e-09,0,0,-0.010807189400263,-0.0332093460539885,0,0,-1.78702641648174e-10,-3.22079606787968e-06,-0.0124715365524379,-0.000408581804167197,0,0,0,-9.78089161869031e-07,0,-4.36070509111796e-07,0,0,-1.25889801213775e-08,0,0,-2.56576577783743e-08,-0.0146360987829704,0,0,-6.75228901480411e-06,0,0,0,-0.000118910156903769,0,-9.8447477334459e-08,-3.76487611804271e-09,-1.23224906059656e-09,0,0,-0.0610061160683208,0,0,0,-0.00945963623031441,-1.47029947964506e-08,-0.00536758127303373,0,-4.25733837191725e-07,0,-6.28845565793600e-09,0,0,-0.00453960586405177,-3.62214710497822e-05,-2.00625620879446e-07,-1.62647032588565e-06,-4.84512198819539e-08,-1.89196347129115e-08,0,-0.00543682002304534,0,-6.84622456675747e-09,0,-1.89529345806465e-09,-2.56595804393085e-08,0,0,0,0,-0.00208627514432328,0,0,-1.60639165357728e-05,-2.21224569577966e-05,0,-2.71751692598212e-08,0,-3.44815144587551e-06,-4.03300901880998e-06,-1.07615588088669e-05,0,-0.00816328808936668,0,0,-1.49760091452141e-05,-1.19366914674024e-08,0,0,0,-0.000680333754803332,-3.62155838882844e-07,0,-2.47883132005338e-05,0,-1.5164210313166e-09,0,-1.10320428370432e-06,-3.76947141197181e-05,0,0,0,0,-1.40111034166913e-09,-0.0190193093421121,-9.13662339532016e-06,-1.06467054649075e-06,0,0,-0.00140644605118657,-0.010356375245899,0,0,-3.09184797025101e-06,-6.05216520466841e-07,-6.05216520466841e-07,-1.24525133831659e-09,-0.0243327175339349,0,0,-5.09283131281224e-06,-2.83096798679657e-07,-0.00686409704141964,-1.17037036169657e-07,-4.18318955335382e-08,0,0,-8.40843696239551e-08,-0.0015603043817107,0,0,-0.00115715772287246,-2.40896581916901e-05,0,-1.86120446123898e-09,0,-0.00194425462377664,-0.00535068318381523,-1.19111672453082e-09,-5.27854285420036e-10,-0.0194188361277184,-1.39811466825258e-05,-4.70465066603899e-05,-1.49091399546932e-08,-0.0106118018879876,-0.00352816239943908,0,0,0,-4.04085511085581e-08,-1.16189724820094e-05,0
"AGO",0,0,0,6.67232369675657e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARG",-0.000131920353072901,-0.00420210636068792,0,-0.106952917424873,-0.105659339170368,-8.78412244294511e-05,-0.0117794739568968,-0.000730257516575865,-3.9899952698513e-05,-0.0116474953015575,-9.56708968789815e-06,-0.00731274975364376,-0.000589177769462548,0,-0.426524968702637,-0.00623562105040747,-4.96241675344172e-05,-0.0650867672135748,-0.000679729036151596,-1.41559384999361e-05,-0.00406119952609575,-1.98894742748753e-06,-0.00645450350157861,-0.00232986123947505,-0.220205106653488,0,0,-0.474100416944115,-0.000625856901947675,-0.0599646540395585,-0.0183091161874139,-0.319389203164734,0,-0.00469549733445893,-0.0094386417448874,-0.0939950552434113,-0.02345400087844,-3.68076115358816e-05,-1.33239456997218e-09,-0.20677175202072,-0.00015349382944229,-7.17894958214884e-05,-0.00305713913276648,-0.100379346436825,-0.0664811037100437,-0.00344044376097504,-0.0290315037150406,-0.000149501303626691,-1.58981879966965e-05,0,-2.17678606814567e-10,-0.0281076007017404,-0.00151257842334027,-0.0174546910477704,-0.00237488728042207,-0.00565817214118084,-0.000172261406905018,-0.00266992802216677,-0.000252187968889158,-0.000414886341746613,-1.81479348310856e-07,-0.000245008369334573,-0.0134056371265142,-0.0020985351706256,-0.00138712466142093,-0.00352191250068215,-0.0259331882491526,-0.00118858109227511,-0.0102566280154813,-0.00145152529598542,0,-0.00352898691706695,0,-0.00149403871784759,0,-0.000216273582308698,-0.151409170384765,-0.0357749369874851,-5.29117756352984e-10,0,-0.00461018901585481,-0.0116049460043799,0,-0.00322967093318043,-0.0397438482884852,-0.000263377000165482,0,-0.00279156035945481,-0.0192502360210002,-0.114259778667498,-0.00119134659542774,-0.0357902660344777,-0.253961578306631,-0.000329545712846292,-1.01067661600288e-05,0,-0.0498036583952608,-0.182659999537291,-4.66695675470061e-07,-0.00625211706126086,-5.36811854579326e-07,-0.00979865503527438,-0.000100430345684253,-0.00145438650953748,-0.00184595910297856,-0.0127120973062961,-0.00911343512370697,0,-0.00300809683058307,-0.0117279744112856,-0.00280395959990853,0,-0.0157597963262182,-0.359738822814645,-0.0107762393105745,-0.000436894827349848,-0.0917217825352274,-0.0125939512945468,-0.00359328605751343,-2.30273054542204e-08,-0.000496118265525346,-0.00397630155847424,-0.00714201940063837,0,-0.0524247722845672,-0.000116740720092959,-0.000116740720092959,-0.0169098661909315,-0.000579323221554454,-0.00012654811874094,-4.15424433516163e-07,-0.0283500726606136,-0.12689449214973,-0.0487824297486703,-0.137076121414145,-0.0229628977830225,-0.00784193663607774,0,-0.000997941600867459,-0.000372717500782165,0,0,-0.0126630360829806,-0.000110901520630929,0,-0.000826968098407714,0,-0.0270955468627606,-0.0102794052580047,-1.30984665877822e-05,-0.0108016691759832,-0.0103002013015858,-0.153888611971728,-0.0170925798505106,-0.0730956377086762,-0.0102674259275287,-0.0743973223737377,0,-0.0173148999527525,-0.0116521942691345,-0.101189689287718,-0.00376892242245183,-0.000730888380716767
"ARM",-1.6722996214936e-08,0,0,-8.16150164736493e-08,-6.47560118501055e-07,-0.0662478853172074,-4.22791708684596e-07,-2.35376753421473e-05,-5.06279399165045e-09,-2.95704623062317e-09,0,-2.14229619168999e-05,-2.56576648694199e-09,0,-1.58814067901502e-09,0,0,-4.97668248308213e-07,-2.93115392417635e-05,0,0,-2.49353220466045e-10,-2.81981384528322e-09,-8.24732707067319e-08,0,0,0,0,-5.05846155388961e-07,0,-6.08472179227045e-07,0,0,-1.14901517563179e-09,0,0,-3.58014830538947e-08,-1.53407424107087e-06,0,0,-9.43765053727238e-06,0,0,0,-1.3181400727577e-08,0,-1.37368957132908e-07,-0.000719899497495021,-1.71942210166623e-09,0,-4.6282450223099e-07,-2.78329692102905e-05,0,0,-0.00814936948055156,-1.66046836691835e-05,-2.05158640587332e-08,-3.37872557458111e-05,0,0,0,0,0,0,-0.000347611919291992,-1.77570797188332e-07,-1.5081000164041e-08,-2.26298927310445e-05,-6.76065423635954e-08,-2.56446629085887e-08,0,-7.89967002963144e-05,0,-9.90073272117472e-11,0,-5.03288529759879e-06,-3.58041658440951e-08,0,0,0,0,-3.83096025898608e-07,0,0,-4.98410822680983e-09,0,0,-3.79189468557894e-08,0,-8.82851546951922e-09,0,0,0,-8.39346122124103e-08,0,0,-5.41611676771841e-09,-1.66558951320167e-08,0,0,0,-4.74891804785445e-05,-4.84503449532191e-09,0,0,0,-2.11594223931888e-09,0,0,-3.68997557074956e-05,0,0,0,0,-1.9550380670478e-09,-3.85495236766271e-06,0,-1.4855909630339e-06,-3.44199156446665e-07,-0.000819196913899388,-2.14256676359089e-06,-0.000302806473587196,0,0,0,0,0,-1.73756486549435e-09,-6.57299238213596e-05,0,0,-2.42991270424303e-06,-1.81506778252277e-06,-2.25700129608809e-06,-1.63307948967878e-07,-5.83702500046032e-08,0,0,-1.17327355450455e-07,-2.74565504680194e-05,0,0,-1.59737903930474e-05,0,0,-2.59703674257606e-09,0,0,-5.38946818975408e-08,-1.66202798388103e-09,-7.36542922882046e-10,-0.000616303512036028,-1.95086313159244e-05,-1.84648924014303e-06,-2.08035092698907e-08,-1.39466097524513e-05,0,0,0,0,-5.63841824628601e-08,0,0
"AUS",-0.000174611810971403,0,0,-0.00107326433408515,-0.0173960223768506,-5.28333371022523e-05,-0.293986777586184,-0.000813743449812331,-5.07236802098809e-05,-0.0102282481167223,-9.18353032000734e-07,-0.000564952266374751,-0.000428404667288514,0,-2.19168725888497e-05,-3.86823290010002e-05,-9.14483304157281e-05,-0.00192562781310354,-0.000190314770302255,-5.20114007739693e-07,-0.000702397494695902,-0.0153510907513716,-0.000467833110832917,-0.00152787033296633,0,0,0,-0.00131954499715514,-0.0151014103720861,-0.00105427189966447,-0.0184959137502091,0,0,-2.0963878440185e-05,-0.000305865034330798,0,-0.00152400876129322,-1.74567152775855e-05,-0.00532657613481545,-2.30003603279873e-07,-0.000735312881942887,0,0,-0.00804198423472329,-0.0787437168371352,-5.64803070847022e-06,-0.00138964217373532,-5.2632645468679e-05,-0.00186943368794421,0,-1.92332713668663e-05,-0.00298375705560728,-0.00018257198053549,-8.31066060534121e-05,0,-0.000888831057650538,-0.000582703741220562,-0.000258170339116499,-5.87249694550518e-05,-7.81708702547362e-05,-0.000239291276635352,-0.000439544412197153,0,0,-6.94017684245509e-05,-0.00907186149211893,-0.129209332512614,-0.0240455917886357,-0.158683270815533,-0.00259668072468874,0,-0.0241741134978395,0,-0.0217221682554044,0,-0.000304868615530034,-0.000390703641919677,-0.0833727170646943,-4.44721118483286e-08,0,-4.47593784401534e-07,-0.0507295837289224,0,-3.21302515863634e-05,-8.49790528597953e-05,-5.72866420192526e-06,0,-0.00257591866821701,-0.00168510369288331,-0.0602939352586443,-7.17851256961809e-06,-4.7398162314218e-05,-0.217052991991709,-4.23194688845561e-06,-0.000862858904623498,0,-0.00411691156149954,-0.00671796341763241,-0.00936994321332092,-2.60434299151682e-05,-8.26303252413011e-05,-0.00034997204264256,-0.430196945259693,0,0,-0.00200528270664677,-0.000216558342334764,0,-0.00231003570992968,-0.0404708196608303,-0.000110835523181041,0,0,-0.00124502104209351,-0.0349028582934425,-0.000496537294701087,-0.000151549564900589,-0.374234979802515,-0.0278540737160073,0,-1.97171951856055e-05,-0.0034412997755978,-1.18677628640766e-05,0,-5.21507043694383e-06,-5.91154407957464e-05,-5.91154407957464e-05,-1.74085069877648e-05,-0.000743198507567995,-1.36253636922887e-05,-0.875329059470904,-0.0316571556189713,-0.0259980509478807,-0.00102983206487324,-0.0498434562151337,-0.402201864988286,0,0,-0.00132451772860441,-0.00063914233190047,0,0,-0.0599279847114286,-0.000577257026895691,-0.000207563918405292,-3.06968720709553e-05,0,-6.56768742497011e-07,-0.0130757666021752,-1.6651709726544e-05,-1.26131231763316e-05,-0.00289404851572765,-0.197419698604611,-0.00293919742580833,-0.0180499404446221,-0.0274551425731791,-1.94226807279312e-06,0,0,-0.0539694531254344,-0.138791908717293,-0.000351876634536482,-0.000331349245421906
"AUT",-4.27137289410088e-06,-0.00313545361239034,0,-1.79502128420965e-05,-0.000186992615041742,-0.00038936045157116,-0.000169945762717554,-0.187715018516802,-0.00217454868427998,-3.66479369620036e-06,-3.91777917982936e-05,-0.00121954187309445,-7.19122244237867e-07,0,-3.42839192797059e-07,-0.0107243869770709,0,-3.66033935726637e-05,-0.00361855148407746,-2.13417383971952e-10,0,-6.67009963582125e-08,-7.89026583733628e-07,-2.9982737049281e-05,0,0,0,-2.06079602715949e-05,-3.97409366233261e-06,-3.40062923533472e-07,-0.000131702668356227,0,0,-2.5443337476152e-07,-0.0237074383520585,-7.83314560799533e-06,-5.17622993831447e-05,-0.0351493680397386,-7.20881286071627e-10,0,-0.00264909853144757,0,-1.87338127554387e-06,0,-0.000104362698140348,-3.735880675436e-07,-2.96544651246066e-05,-0.000618219297037945,-4.34877015693981e-07,0,-0.000545022503135516,-0.00612075937732198,-7.49144108650178e-08,-1.84942062238984e-05,-1.66774399667207e-05,-0.0200939402921552,-4.66901593183034e-06,-0.00136630988177691,-6.73356306883401e-07,-3.20757033733385e-08,-9.81879309283755e-08,-2.06440403992183e-09,-1.986479857883e-06,0,-0.0524655022398791,-3.79356919676364e-05,-4.87059250069276e-06,-3.54429378529594e-05,-1.47661790100977e-05,-0.000586957679208945,0,-0.0426242544444844,0,-6.50024466707805e-06,0,-1.08604445459805e-05,-8.28816046134071e-06,-9.6075410270967e-06,-2.4119731090186e-05,0,-0.000635158948415967,-6.66296988985365e-05,0,-2.65849084232231e-06,-0.00119098792997468,-0.000291304789009695,-0.00138273479500799,-8.31395886875432e-06,0,-5.62661517081116e-06,0,0,0,-7.2739825461174e-07,-2.88396280990381e-05,-0.00242526305049053,-1.40473855826227e-06,-3.6005792410055e-06,-6.09324928466368e-08,0,-3.71852911431587e-10,-0.00135896630920575,-0.000168861654890071,0,0,-1.97403391398214e-10,-0.000991417883009878,0,-0.000173621773678722,-0.000764540827343236,-7.35276918789065e-07,0,0,-1.19454716314657e-06,-1.80291606334704e-06,-0.00158334814361892,-0.000220045960754888,-0.000484389664861691,-2.31113388813624e-06,-2.350171462823e-05,-0.00130168406610817,-0.00106747909602654,0,0,-4.27194789896264e-08,-0.007700063128911,-0.007700063128911,-3.75096075423292e-07,-0.0666484266644179,-0.0731912318075349,-2.24762023688645e-07,-0.00106237921233355,-2.64952693434025e-05,-0.000157802026193727,-3.86205044487273e-05,-1.27516939857861e-05,0,0,-0.000985817424790914,-0.024045506300655,0,0,-0.000193354761092857,-0.0227890960939746,0,-5.62553466688388e-07,0,-0.000677525380019643,-0.000162615269004926,-6.3359497645472e-05,-1.59000889831674e-07,-0.00151135496643932,-0.004260947770392,-0.00107235361143127,-4.54416337173825e-06,-0.000246653574370885,-3.78306018829889e-06,-1.60176330677837e-05,-2.68260857255582e-07,-2.7051391689438e-06,-0.00125385258819358,0,0
"AZE",-1.65380787905562e-07,0,0,-8.07125443063983e-07,-3.33794332337586e-06,-5.21505037873716e-08,-4.17601860497547e-06,-0.00135398285280038,-0.39959343821225,-2.92434818024326e-08,-8.05523327035981e-05,-2.01829680369447e-05,-2.53739508003456e-08,0,-1.57057953864628e-08,0,0,-9.36952585114335e-07,-4.92673544282633e-06,0,0,-2.46595954082871e-09,-2.78863326575079e-08,-8.15611625377395e-07,0,0,0,0,-6.02712575010424e-07,0,-6.01743892815729e-06,0,0,-1.13630974150262e-08,0,0,-3.54056019599678e-07,-8.25979922164368e-06,0,0,-1.78443298678727e-05,0,0,0,-6.80317829281279e-05,0,-1.35849976119202e-06,-0.00284450859433569,-1.7004092942497e-08,0,0,-1.25397116038596e-05,0,0,-0.000897726336247274,-3.07265346820425e-05,-2.02890063418559e-07,-2.55012164062221e-06,0,0,0,0,0,0,-0.000121640181689047,-1.12484888403534e-06,-1.49141917560608e-07,-0.000172040767758344,-6.68589713228308e-07,-2.53610926109461e-07,0,-3.43952501407798e-05,0,-9.79125365589589e-10,0,-0.038261784715502,-3.54082550847513e-07,0,-1.64608680073831e-06,0,-0.000582123578877883,-1.29138868223529e-07,0,0,-4.928995587646e-08,-3.82789255022788e-05,0,-3.74996515394689e-07,0,-8.73089263203614e-08,0,0,0,0,0,0,-5.35622711935909e-08,-1.64717196894724e-07,0,0,0,-9.92957982335842e-06,-4.7914596880092e-08,0,0,0,-2.09254484186675e-08,0,0,-0.000105486651337205,0,0,0,0,-1.93341789330849e-08,-3.30212886514015e-05,-8.94215439530853e-08,-1.46916378389474e-05,-8.19521801063487e-09,0,-2.21062223446428e-09,-0.0107015756003672,0,0,0,-3.91610689713838e-07,-3.91610689713838e-07,-1.71835144132739e-08,-0.000534907434134049,-5.62321703083949e-05,0,-2.40303458616387e-05,-7.46607723855603e-08,-9.28650967278011e-08,-1.61502143063496e-06,-5.77248108648384e-07,0,0,-1.16029987915335e-06,-5.86541448626265e-05,0,0,-1.17264170860928e-06,-1.55874258887407e-05,0,-2.56831955940597e-08,0,0,-0.00185818717862142,-1.64364982185334e-08,-7.28398472061512e-09,-0.0013419692891972,-0.000192929112493914,-1.89295260963895e-06,-2.05734708663172e-07,-8.96024125706959e-05,0,0,0,0,-5.57607046086056e-07,0,0
"BHR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
