"","AFG","ALB","DZA","AGO","ARG","ARM","AUS","AUT","AZE","BGD","BLR","BEL","BEN","BTN","BOL","BIH","BWA","BRA","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","CIV","HRV","CUB","CYP","CZE","PRK","COD","DNK","DJI","DOM","ECU","EGY","SLV","ERI","EST","ETH","FJI","FIN","FRA","GAB","GMB","GEO","DEU","GHA","GRC","GTM","GIN","GNB","GUY","HTI","HND","HUN","IND","IDN","IRN","IRQ","IRL","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MDG","MWI","MYS","MLI","MRT","MUS","MEX","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NZL","NIC","NER","NGA","NOR","PSE","OMN","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","KOR","MDA","ROU","RUS","RWA","SAU","SEN","SRB","SRB","SLE","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TLS","TGO","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","TZA","USA","URY","UZB","VEN","VNM","YEM","ZMB","ZWE"
"BFA",0,0,0,0,-7.82731504550875e-07,0,-2.48318370594061e-08,0,0,0,0,-7.82429280206746e-06,-2.28783711018742e-05,0,0,0,0,-5.83474341933842e-07,-2.65198079004704e-09,-0.894474770782357,0,0,0,-9.47864135173696e-07,0,0,0,0,-1.20629917421174e-07,0,0,0,0,-0.000107648463651728,0,0,0,0,0,0,-3.14620826198623e-06,0,0,0,-7.72814627195044e-09,0,0,0,0,0,0,-1.28477696577347e-05,0,0,0,-6.15506932205509e-06,-1.67045814610168e-05,0,0,0,0,0,0,0,-2.92552799508783e-06,-6.37819374217848e-07,-2.73312619033118e-08,0,0,-2.03385498931611e-06,0,-6.33385160127766e-06,0,-1.56843827157795e-07,0,0,0,0,0,0,0,-5.60973209980071e-06,0,0,0,-4.72706804676206e-06,0,0,0,-4.54970953333636e-07,-4.75831534613175e-05,0,0,0,0,0,-5.16429163393493e-06,0,-7.10908406329864e-09,0,0,-1.42495224073396e-06,0,0,-0.000120495742372123,-5.19003380879381e-07,-1.37857023151334e-05,0,0,-3.36325313892033e-06,0,0,0,0,-2.69480581860991e-08,0,-3.73225755172826e-06,0,-8.08417169612763e-09,-9.3233851143372e-08,-1.87770723403526e-07,-6.59174829257263e-08,0,0,-1.3060861035594e-05,0,0,0,0,0,0,0,-3.67635615632486e-07,-9.89763830392384e-07,0,0,0,0,0,-9.54617314457438e-06,0,0,-6.27274247736379e-06,0,0,-0.000177171610940958,0,-1.15038650431285e-06,-1.32221924833436e-06,0,0,-3.12529803133688e-08,0,-2.03157378940583e-06,0,-1.54396976190677e-06,-1.06717700125261e-06,0,-3.90349427847911e-07,0,0,0,0
"BDI",-4.26938743493818e-09,0,0,-1.11236987658735e-07,-7.32919880138481e-08,-1.34629123742379e-09,-5.49442980409463e-08,-1.76581980811412e-08,-1.29253327429014e-09,-7.54935052265222e-10,0,-8.27817301112189e-06,-6.55041181588733e-10,0,-4.05452932761238e-10,0,0,-7.14979979153935e-08,-1.27114975336548e-10,0,-0.328143644513097,-6.36599741240314e-11,-7.19899570937201e-10,-2.44723893235926e-08,0,0,0,0,-1.57289485760422e-08,0,-5.51776889419565e-05,0,0,-2.93344021032203e-10,0,0,-9.14013254191452e-09,-9.21289531859102e-08,0,-2.10366783515082e-05,-5.3481181032583e-08,0,0,0,-4.07711584462879e-09,0,-3.50703481598582e-08,-1.34117724306865e-09,-9.13980648731196e-09,0,0,-2.18175596965928e-06,0,0,0,-5.88590284247628e-07,-5.23770806998238e-09,-5.95416801685743e-10,0,0,0,0,0,0,-1.64517296757547e-07,-4.62691789219102e-09,-2.16489538378681e-08,-3.86503350069981e-08,-1.72599765482787e-08,-4.26106207617791e-08,0,-9.17700286598952e-07,0,-2.98344776498154e-09,0,-6.75168153000128e-10,-2.08384356862844e-05,0,0,0,0,-3.33378422208574e-09,0,0,-1.2724447679363e-09,0,0,-1.01510252989255e-07,-1.41286894329992e-07,-1.70859703514035e-07,-4.97575271773472e-09,0,-0.00103408110079988,0,0,0,-5.09686599107536e-09,-4.25225650238252e-09,-4.18535590377101e-10,0,0,-8.45278880456273e-08,-1.50445952955625e-07,0,0,0,-5.40200876295991e-10,0,-5.21198874191016e-08,-3.3373697166575e-07,0,0,0,0,-2.60001480334407e-08,-1.21132200492442e-08,-7.73321688427077e-09,-3.79271950403829e-07,0,0,-7.37091325910239e-10,-1.32450901481101e-08,-2.41166574471403e-05,0,0,0,0,-4.43600985659855e-10,-1.87496272539087e-08,0,0,-7.78688380891579e-07,-6.29732702588512e-07,-2.28384641089944e-07,-4.16925828594197e-08,-1.49019475183088e-08,0,0,-2.99537194589153e-08,-1.0041150000936e-07,0,0,-2.72276473444556e-08,0,0,-6.63024490008796e-10,0,0,-1.00948894680628e-07,-4.24316390418105e-10,-0.000273113032627575,-7.08514526226117e-08,-4.9805611591695e-06,-1.39102461473035e-07,-9.2354249291732e-05,-1.92749503579013e-06,0,0,0,0,-1.43949037027942e-08,-1.67937562466103e-06,-3.43856393002638e-06
"KHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.922344017682929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0961128021581e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0091278859405616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.7728761547773e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55828688449447e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.61091309833626e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000110325732961465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00664638196930773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000112747424794635,0,0,0,0,0,0,0
"CPV",-8.59940391971534e-10,0,0,-3.95247506615703e-08,-4.79314578362699e-06,0,-3.69080200306669e-09,-2.68360446299431e-10,0,-9.12007430233638e-10,0,-1.6088733778161e-06,-6.43715390145974e-08,0,0,0,0,-1.43491405198092e-06,-1.1134808968032e-10,-8.31404651636037e-11,0,-5.01450284131095e-09,-7.02391938308672e-08,-8.5267064740628e-09,-0.00999999999999993,0,0,0,-5.63655772161732e-10,0,-1.35957392318502e-07,0,0,-2.95420575597848e-07,0,0,-2.45787734062297e-09,0,-2.80831881341066e-10,0,-8.8471907985412e-08,0,0,0,-3.15097676264277e-08,-8.41858519946269e-10,0,0,0,0,-4.58806227953282e-11,-4.40904221485725e-06,-2.91842156944135e-08,0,0,-2.63679201501223e-07,-2.02108199619962e-07,-1.49024743628432e-09,-2.17774018849757e-09,-1.05910168497968e-05,-3.82508214603071e-08,-8.04224608934765e-10,0,0,-1.29401294937341e-08,-2.86349984272634e-08,-5.86190170396504e-10,-6.52750102039907e-11,0,-1.34746848737022e-08,0,-7.62255714809626e-07,0,-1.69278631668782e-07,0,-1.22983908812844e-10,-2.49005026113038e-09,0,0,0,0,-4.81342464549683e-09,0,-5.13603560558365e-09,0,-1.10680589077177e-08,0,-1.01518212484064e-08,0,-8.48598753737893e-07,-4.21621800201744e-08,0,0,-6.36386369728236e-10,-2.28607339486513e-09,0,-5.91474680323262e-08,-1.94587849886347e-09,-1.93605457249659e-08,0,-1.44861788920276e-10,-3.40962239464881e-07,-8.63100581220177e-08,0,0,-7.69019349795677e-11,-4.05289698268714e-09,0,0,-3.06048951264419e-08,0,0,0,0,-6.28085030888423e-08,-1.42680372622486e-10,-7.28414104515771e-06,0,-1.06010544798407e-09,0,0,-1.63264298075812e-08,0,0,-5.43903521515064e-08,0,0,0,0,0,-8.75599674815748e-08,-2.06130446809266e-09,-9.6957291940516e-08,-7.95971247259988e-07,-1.14444163863083e-07,-4.02541430034044e-11,0,0,-1.88169800565081e-09,-3.04416889845748e-09,0,0,-2.75023967814914e-07,0,0,-7.47683472784669e-10,0,0,-2.83135016119302e-07,0,0,0,0,-2.85861043838439e-07,-1.62708623804737e-07,-1.38785619891975e-06,0,0,0,-3.85517353364344e-09,0,0,0
"CAF",0,0,0,0,0,0,-3.30848528317087e-08,0,0,0,0,-1.73389763798245e-06,0,0,0,0,0,-1.25597001337724e-07,-1.1836253912246e-08,0,0,0,-4.39592884029549e-06,0,0,-0.525541578222156,0,0,0,-1.0626966360421e-06,0,0,0,0,0,0,0,0,0,0,-9.46627473262638e-10,0,0,0,-4.80832374336339e-09,0,0,0,0,0,0,-0.000239963395940007,0,0,0,-2.62671624648871e-07,0,0,0,0,0,-3.89709906644052e-06,0,0,-1.08426445635054e-08,-7.09789446200656e-09,0,0,0,0,0,-1.94901837735439e-06,0,0,0,0,0,0,0,0,0,-2.50372151118564e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51644237303132e-06,0,0,0,0,-4.65274062125595e-07,0,0,0,0,0,0,0,-4.72219571776702e-09,0,0,0,0,0,0,0,0,0,0,0,-3.00572698642775e-09,0,0,0,0,0,0,0,0,0,0,-1.85603082800229e-07,0,0,0,0,0,0,0,0,0,-1.20655421078626e-07,0,0,0,0,0,-1.71202360991989e-07,0,0,-4.09852210363365e-08,0,-4.26311979265486e-07,0,-4.7097410632092e-07,0,0,0,0,0,0,0
"TCD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.869155888917948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.18751110274057e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31683139821677e-06,0,0,0,0,0,0,0
"CHL",0,0,0,0,-0.000306359672862083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00725026100975393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.73290833496032e-06,0,0,0,0,0,0,0
"CHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.512222968097002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0053124564054029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116653724876266,0,0,0,0,0,0,0
"COM",-4.91503216334254e-09,0,0,-3.08273962146408e-08,-4.26877514658518e-07,-1.49738336837796e-07,-3.69040531118069e-07,-1.96919085070948e-08,-1.43759223427816e-07,-1.01623936938852e-09,0,-1.47455036820035e-06,-1.31919098487462e-06,0,-4.50956272536175e-08,0,0,-7.77992976831929e-08,-2.19948284021421e-08,-1.60973172461007e-09,-2.11672045439164e-07,-1.0416919885725e-07,-1.44001185491512e-08,-4.26721318129036e-08,0,0,0,0,-5.97486557558774e-09,0,-0.0100044653776364,0,0,-6.12324514058951e-08,0,0,-1.06417992954456e-06,-5.25177175533699e-09,-5.4373521700543e-09,0,-8.84430896249997e-09,0,0,0,-1.67144750599802e-08,-1.6299720774043e-08,-3.90062377277925e-06,-1.49169543854488e-07,-5.7819228186537e-08,0,-8.8832187687638e-10,-1.24974449779264e-06,-5.65052862871476e-07,0,0,-6.7468190877562e-07,-1.73942294778002e-08,-9.50775106401952e-08,-4.21645159488171e-08,-2.41935667789982e-07,-7.40596780110474e-07,-1.55710683620417e-08,0,0,-1.39716130437296e-08,-7.38732458510578e-08,-3.43168488448189e-08,-5.60482426920669e-08,-1.91970363496102e-08,-1.21762943887395e-08,0,-8.1830278241366e-08,0,-2.19425626327611e-08,0,-7.74752846343294e-08,-1.52961309279763e-08,0,0,0,0,-4.63988515702048e-07,0,-9.94418233860712e-08,-1.4152492267077e-07,-2.57414596605854e-07,0,-3.2988610476574e-06,-8.95402803907635e-09,-1.34341009440271e-07,-3.15337311088799e-08,0,-6.55346783234913e-05,-1.29929298321415e-08,-4.42620192376841e-08,0,-2.77640521114531e-08,-5.10623355371712e-07,-6.40097052392114e-09,0,-2.80475478276274e-09,-4.50171005899221e-07,-2.75428505400525e-08,0,0,-1.48894385155188e-09,-1.38553212231072e-07,0,0,-0.00073812890551316,0,0,0,0,-2.64676801958247e-08,-1.35002927200813e-08,-4.90091038821286e-08,-4.21837040040241e-05,-2.05253286434458e-08,0,-2.77744989492551e-08,-1.29955319594273e-08,-3.54044339620908e-07,0,-1.5549076423717e-08,-1.25239436675132e-08,-1.25239436675132e-08,-4.93385620925679e-08,-2.08538681920065e-08,0,-1.69530032317668e-06,-1.38378687480425e-06,-1.69357512419232e-07,-2.91730990558993e-09,-6.85298868441747e-08,-1.7353753733892e-08,0,0,-3.3679704581793e-08,-1.50927946911317e-07,0,0,-5.23195526333801e-06,0,0,-8.82198097061991e-08,0,-8.39436831417031e-09,-2.54357918057584e-07,-4.71936746136779e-08,-5.814680990555e-08,-2.81493312787224e-08,-0.000553952164109799,-6.41869080835738e-08,-8.83668518119056e-06,-3.363812179744e-08,0,0,0,-7.46422951660324e-10,-1.60104209214142e-06,-1.0624055861765e-07,-1.75000540357692e-07
"COG",-4.24009823071419e-08,0,0,-2.92767366508084e-05,-2.97462506104358e-05,-1.3370552991074e-08,-3.91769725631297e-08,-1.75370578525469e-07,-1.28366613079148e-08,-7.49755984481236e-09,0,-8.67110680752724e-06,-1.09949769809285e-07,0,-4.02671411071809e-09,0,0,-5.3583168954598e-06,-7.35067886661801e-07,-1.33390608593586e-08,-5.86269354438782e-06,-6.32232487128508e-10,-2.38071282722239e-06,-2.28599206712187e-09,0,0,0,0,-6.33587381489797e-10,-9.60677758982063e-08,-1.54277485769871e-06,-0.01,0,-9.10441888285979e-07,0,0,-9.07742864990798e-08,-4.7752777478627e-08,0,-1.01175292841045e-06,-3.79091549962832e-08,0,0,0,-3.97254165001414e-08,0,-3.48297556614931e-07,-1.33197638819862e-08,-4.35957678721136e-09,0,0,-1.90219206245074e-05,0,0,0,-5.59281186696791e-06,-2.05699908567148e-07,-1.73180448436674e-07,0,0,0,-7.40345996790812e-06,0,0,-7.2081452178052e-07,-1.24773463376451e-06,-5.51293690903825e-08,-4.49899612583258e-09,-1.71415682319271e-07,-2.68903242483067e-05,0,-1.79591951104376e-06,0,-2.79379418379015e-07,0,-6.70536308685198e-09,-1.1410143211696e-06,0,0,0,0,-3.3523029264796e-05,0,0,-1.26371543726773e-08,-1.35059087050345e-06,0,-9.61430938614807e-08,0,-7.4695236247521e-07,-6.2331287695589e-10,0,0,0,0,0,-7.82656165187064e-07,-4.22308482119663e-08,-6.61071019037545e-09,0,0,-1.85782421767859e-05,-5.14272329559101e-06,0,-7.77847666077424e-09,-2.34666790507324e-09,-5.36494945637571e-09,0,-3.40516597804797e-06,-2.18966286376959e-05,0,0,0,0,-5.1236290164602e-09,-1.20301199368184e-07,-8.48240352665513e-08,-3.76670037651451e-06,0,-4.21555801378055e-10,-1.78323896944943e-06,-1.02946643114745e-08,-6.27055007106121e-07,0,-3.9227392058134e-07,0,0,-4.40557757547871e-09,-1.8620999512779e-07,0,0,-1.65054200165937e-05,-3.14099695548751e-06,-2.43351120398947e-07,-4.14065599597405e-07,-1.47997159474218e-07,0,0,-2.97482284792678e-07,-1.68983012149416e-06,0,0,-1.17449487246653e-05,0,0,-1.27183305067502e-07,0,-7.09698226472708e-07,-1.93566857508734e-06,-4.21405460078816e-09,-1.75999911601823e-05,-2.97885785326707e-08,-4.94639310223768e-05,-3.72985532985932e-06,-4.4297717546631e-06,-1.02919291363024e-06,-4.82522871744804e-09,0,0,-3.9521248958507e-07,-1.42961505957594e-07,-2.0905402395745e-07,-1.08345923494727e-05
"CRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00519422636577962,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.91985873451336e-06,0,0,0,0,-0.00777786204920597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07018961185411e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.06903280914253e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.52113939321998e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000159923833982375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.427996798263985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CUB",0,0,0,0,-4.50598348918736e-05,0,0,0,0,0,0,0,0,0,0,0,0,-5.07556490184151e-06,0,0,0,0,0,-1.5215200598781e-05,0,0,0,0,0,0,0,0,0,0,0,-0.00934205366932069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.36393072128634e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000100313957125587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0029047960209934,0,0,0,0,0,0,0
"CYP",0,0,0,0,-2.54411180407575e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001087421229485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00809864276862297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72132555865443e-05,0,0,0,-9.3327612765264e-06,0,-0.000239778543891948,0,0,0,0,0,0,-3.76550753901276e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.65576176663585e-05,-3.22422276451555e-05,0,0,0,-2.25814606102655e-05,-2.25814606102655e-05,0,0,0,0,0,0,0,0,0,0,0,-6.68067343644977e-06,0,0,0,0,0,0,0,0,0,-1.50033909779664e-05,0,0,-3.82726853398118e-05,0,0,0,-8.33352338806585e-07,0,0,0,0,0,0,0
"CZE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119863869989428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7378057292732e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",-1.30824990029537e-09,0,0,-6.01300410993025e-08,-3.97761660166752e-06,0,-4.24062135611594e-06,-4.08263794086407e-10,0,-1.38746085288117e-09,0,-1.80617566794229e-06,-9.79301126961065e-08,0,0,0,0,-3.70616685314543e-05,-6.06064816150816e-05,-1.26483772917595e-10,0,-7.62869485306493e-09,-1.06856730052402e-07,-2.1611800501127e-06,0,0,0,0,-1.81112808913468e-05,0,-2.06835551168047e-07,0,0,-2.24769232133801e-09,0,0,-3.7392333420183e-09,0,-0.646701669397463,0,-1.61086806089695e-06,0,0,0,-4.79366369349108e-08,-1.28074147355433e-09,0,0,0,0,-6.97993962812534e-11,-1.50321726671024e-06,-4.43987137118672e-08,0,0,-1.81027930750771e-06,-9.0900428992789e-08,-6.55426383280718e-07,-3.31305333610317e-09,-1.90099602297565e-08,-5.81919791521075e-08,-1.22348801646802e-09,0,0,-1.61285833866107e-07,-1.06551577926472e-06,-8.91786499546977e-08,-9.93045871416361e-11,0,-2.04993919428731e-08,0,-7.51284475888105e-08,0,-1.99973260780908e-07,0,-1.870986500279e-10,-3.78817885084541e-09,0,0,0,0,-7.32278931347017e-09,0,-7.81358583879694e-09,0,0,0,-1.54442322514881e-08,0,-8.76881547235854e-07,0,0,0,-9.68151295739874e-10,-3.47786348777439e-09,0,-1.38051786168947e-10,-2.96031605898715e-09,-2.94537066182943e-08,0,-2.20382043547309e-10,-5.74419785483354e-06,-1.31305757918573e-07,0,0,-1.16992933125149e-10,-6.1657786086217e-09,0,0,-1.34167354296085e-05,0,0,0,-2.62404189791086e-06,-9.55522250970149e-08,-1.75605861484683e-07,0,0,-1.61276625633098e-09,0,-6.02352601793057e-07,-5.11420976422812e-06,0,0,-1.22176001217355e-09,0,0,0,0,0,-1.33207277849821e-07,-3.13591661705534e-09,-3.06794924199329e-09,-3.98520284800136e-10,-1.7410691178258e-07,-6.12396848227389e-11,0,0,-4.04644825668561e-06,-1.44617679847862e-06,0,0,-7.74008723959121e-05,0,0,-1.13747050127565e-09,0,0,-4.12248977487494e-07,0,0,0,0,-6.21159973014022e-07,-2.35193198978732e-10,-2.86633513095117e-06,0,0,0,-5.86497673338424e-09,0,0,0
"COD",0,0,0,0,-3.22553268132232e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212511430399805,0,0,0,0,0,0,0,0,0,0,0,-2.048050374769e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.15205473628155e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.96395517563927e-05,0,0,0,-3.80370082334521e-05,-4.87513246292182e-06,0,0,0,0,0,-0.000114631441679664,0
"DNK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165463619031493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.12894520781819e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
