"","AFG","ALB","DZA","AGO","ARG","ARM","AUS","AUT","AZE","BGD","BLR","BEL","BEN","BTN","BOL","BIH","BWA","BRA","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","CIV","HRV","CUB","CYP","CZE","PRK","COD","DNK","DJI","DOM","ECU","EGY","SLV","ERI","EST","ETH","FJI","FIN","FRA","GAB","GMB","GEO","DEU","GHA","GRC","GTM","GIN","GNB","GUY","HTI","HND","HUN","IND","IDN","IRN","IRQ","IRL","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MDG","MWI","MYS","MLI","MRT","MUS","MEX","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NZL","NIC","NER","NGA","NOR","PSE","OMN","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","KOR","MDA","ROU","RUS","RWA","SAU","SEN","SRB","SRB","SLE","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TLS","TGO","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","TZA","USA","URY","UZB","VEN","VNM","YEM","ZMB","ZWE"
"DJI",-3.96252475839904e-07,0,0,-1.9366281020928e-06,-6.54977344061522e-07,-1.24931494184518e-07,-5.2435991095762e-07,-1.63864488197774e-08,-1.1994292821015e-07,-7.01266653752566e-08,0,-7.13449537640153e-06,-6.58056691535285e-08,0,-3.76247273274138e-08,0,0,-9.406210512598e-08,-1.18045440073779e-08,-6.48363309233408e-12,0,-6.29849214273278e-09,-7.22819026483679e-08,-4.42781030244483e-07,0,0,0,0,-2.34249526644793e-08,0,-1.44259500523957e-05,0,0,-2.73365991482983e-08,0,0,-8.48366560335577e-07,0,-2.19004172716906e-11,0,-2.46466712059717e-07,-0.0100000000000002,0,0,-1.86351944298938e-08,-6.5651566276977e-11,-3.25441544547702e-06,-1.24456931966271e-07,-4.24650986538613e-06,0,-3.57795838244735e-12,-1.9673869435111e-06,-2.27590435388795e-09,0,0,-6.32436820010866e-07,-4.90702062661405e-07,-4.13970446610264e-07,-1.69829075707768e-10,-9.74461817405658e-10,-2.98295530751466e-09,-6.27167201662655e-11,0,0,-5.16523948317786e-08,-3.82401457315405e-06,-6.35658910255387e-09,-3.54358656545356e-08,-1.60167027744493e-08,-6.08599916717872e-07,0,-1.85526867378743e-06,0,-4.16557614644967e-07,0,-2.27122727872417e-08,-1.06090060839859e-06,0,0,0,0,-3.09739817506753e-07,0,-4.00529036615807e-10,-1.18078779469553e-07,0,0,-8.99131515772418e-07,0,-5.64234831233969e-07,0,0,0,-4.9628008673767e-11,-1.78277341668527e-10,0,-1.28320593958622e-07,-3.94747466319187e-07,-1.50981444115119e-09,0,-1.12969140431197e-11,-3.54261192946042e-07,-1.21514787020618e-07,0,0,-5.9971270249318e-12,-5.04449643025212e-08,0,-0.000107026258448925,-2.88829717750412e-06,0,0,0,0,-5.12149290069451e-08,-1.12407896447789e-08,0,-3.51952164205548e-05,-4.04591113080732e-08,0,-5.29575591359901e-09,-2.13531629996281e-07,0,0,-6.26281416429584e-11,0,0,-4.11647438679463e-08,-1.73990506891805e-08,0,-6.8282839362289e-09,-4.8205817198425e-06,-1.95810258028609e-07,-2.74584565666258e-07,-3.87786233724087e-08,-1.38316669034765e-08,0,0,-2.77975551091401e-08,-7.69859272359179e-08,0,0,-2.01522290709529e-07,0,0,-6.15848463319384e-08,0,-2.15687269869349e-06,-9.54342542746869e-06,-3.93751954913961e-08,-1.74494785031014e-08,-4.72842468155333e-06,-0.000462180047077403,-1.41672762844124e-07,-4.9286912735526e-07,-0.000226313501737437,0,0,-1.01683481128302e-07,-3.00642180077234e-10,-1.27274923059879e-05,0,0
"DOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00433699350422948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00887658056510091,0,0,0,0,0,0,0
"ECU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00754817414464769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26400752911131e-05,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00723226775226151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000230214784125825,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00532106139399346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00341702533745062,0,0,0,0,0,0,0
"GNQ",-1.40621691950452e-08,0,0,-6.86290994602876e-08,-2.30688899779069e-08,-4.43430713538281e-09,-6.94798284503903e-09,-5.81611701633317e-08,-4.25724342666899e-09,-2.4865451069979e-09,0,-9.59798956357182e-07,-2.1575226108184e-09,0,-1.33544866283572e-09,0,0,-2.38687137739312e-08,-9.27394563051535e-09,0,0,-2.09678165949184e-10,-4.23341585655743e-07,-1.58744271013368e-07,0,0,0,0,-2.55918306971967e-10,0,-5.1165703949191e-07,0,0,-1.63184691620001e-07,0,0,-3.01050425214927e-08,0,0,0,-2.54624931044879e-08,0,0,0,-1.46216541057127e-08,0,-1.15511926961065e-07,-4.41746306700523e-09,-1.44584165424468e-09,0,0,-3.04033358186813e-06,0,0,0,-1.23972733537305e-07,-1.72515467843486e-08,-1.96113656454766e-09,0,0,0,0,0,0,-4.16891519344563e-09,-1.78896937260921e-09,-2.23997646708919e-10,-1.25775559815042e-09,-5.68495397110575e-08,-2.15642929135144e-08,0,-1.08152185385101e-07,0,-8.32540873002953e-11,0,-2.22381523047028e-09,-3.01072984479563e-08,0,0,0,0,-1.9829586629449e-07,0,0,-4.19107750016821e-09,0,0,-3.18855927209858e-08,0,-9.05139631268322e-08,0,0,0,0,0,0,-4.55434835892349e-09,-1.40057446901864e-08,0,0,0,-1.06909273391366e-07,-4.07413204866935e-09,0,0,0,-1.77927073556769e-09,0,0,-8.8446146609218e-07,0,0,0,0,-1.64396662301289e-09,-3.98975619863724e-10,-2.42656508475265e-08,-1.24921582282931e-06,0,0,-1.87967080584456e-10,-3.16569372637598e-09,0,0,0,0,0,-1.46109768918829e-09,-6.17560328750797e-08,0,0,-3.97971711308113e-08,-6.34833360521919e-09,-1.70438405329641e-06,-1.37323717578255e-07,-4.90828510018268e-08,0,0,-9.86591817845372e-08,-2.72410538825906e-09,0,0,-3.86355769016522e-06,0,0,-2.18381739793949e-09,0,-1.31808887142381e-08,-1.2742798795012e-07,-1.39757962124996e-09,-6.19350209009187e-10,-1.64194552589237e-09,-1.64045767159396e-05,-1.43896317285708e-08,-1.74934242311561e-08,-1.79381581554815e-08,0,0,0,0,-4.74127903592348e-08,0,0
"ERI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00768084518830942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36686848971036e-05,0,0,-4.36366632669649e-06,0,0,0,-5.63128026832293e-06,0,0,0,0,0,0,0
"EST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0081289892186203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.852878409917491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00138275773869803,0,0,0,0,0,0,0
"FJI",0,0,0,0,0,0,-0.00170729155823228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.50849814435412e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.239631683046118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.67832225928786e-07,0,0,0,0,0,0,0
"FRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00842205815653918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",-2.90719367035434e-08,0,0,-6.1315694480038e-07,-1.49360946634396e-07,-5.55001693795113e-09,-5.82555131861342e-08,-7.63749490146654e-08,-5.32840247768589e-09,-1.52783603551856e-08,0,-1.10316862634536e-05,-9.15387641176369e-07,0,-1.67145902893408e-09,0,0,-8.45635616166821e-08,-3.0820840444278e-08,-8.0686038188609e-09,0,-6.71559028984565e-08,-3.21678409804424e-06,-8.61108080393992e-08,0,0,0,0,-1.8128040000477e-09,-9.47925399349549e-08,-2.48879656611474e-06,0,0,-1.12690063739162e-06,0,0,-7.04678137946601e-08,0,-3.74629729708982e-09,0,-2.2042509510296e-07,0,0,0,-7.67429287954809e-09,-4.02788999728316e-07,-1.44575720985538e-07,-5.52893475714015e-09,-2.52742611317417e-09,0,-6.12047508089678e-10,-0.000500969869543088,-0.0100004269616237,0,0,-6.80865003750746e-07,-1.39177505551903e-06,-2.23344761865741e-08,-2.90510541145575e-08,-1.66691968804768e-07,-5.10265958280496e-07,-1.07283562831898e-08,0,0,-1.1103446438431e-08,-1.38724767173718e-08,-8.16870338029388e-09,-1.58327367587733e-07,-7.11533727092307e-08,-2.58957087188899e-07,0,-1.04045446518255e-06,0,-1.72235034540156e-07,0,-4.42395160695162e-09,-7.11824011248954e-08,0,0,0,0,-6.67044261033385e-06,0,-6.85147149784859e-08,-5.24558863516597e-09,-9.09308704893407e-07,0,-1.04189864306354e-06,0,-5.18266935221768e-07,-1.09853167621182e-07,0,0,-8.48939417217467e-09,-3.04962190875008e-08,0,-6.52099763070263e-08,-4.34877296540483e-08,-2.59946739607337e-09,0,-1.93245626419649e-09,-3.35086083873054e-07,-1.15647539405026e-06,0,-4.0583356490996e-09,-2.25022028483956e-09,-5.62925963003074e-08,0,0,-4.57810948506024e-08,0,0,0,-3.80407759339875e-08,-8.58719247084862e-09,-5.1839487802362e-08,-5.25909018652618e-08,-1.56352926493007e-06,-2.02143217136878e-07,-2.19942157240724e-10,-1.18328388126153e-08,-2.01294183913278e-09,0,0,-1.3151222325943e-07,0,0,-1.8287224306794e-09,-7.72943817406031e-08,0,-1.16804996620421e-06,-2.58488108404954e-06,-9.292704547792e-08,-5.35403992752463e-07,-1.69856069159889e-06,-6.19695086084485e-08,0,0,-1.48584531613767e-07,-4.40187268319221e-08,0,0,-2.84388430519317e-05,0,0,-7.56283624310378e-08,0,-1.20930966906525e-07,-7.73891344068113e-07,-1.74922267070321e-09,-7.75184046927279e-10,-4.52125758547006e-09,-2.0532109268413e-05,-3.58097676920217e-07,-2.39572505018801e-08,-1.48861272438064e-07,-2.51751063519028e-09,0,0,-5.14280149388035e-08,-5.93422560809068e-08,0,-2.48473812958011e-10
"GMB",-6.64167893037989e-09,0,0,-3.24140918498508e-08,-1.05271372442993e-06,-2.09435997131099e-09,-1.13849892206067e-08,-8.7918541425225e-07,-2.01073131578935e-09,-1.17441583994069e-09,0,-5.39946272917863e-06,-1.01901579104451e-09,0,-6.30743459528649e-10,0,0,-8.55963449292868e-06,-6.03788806548877e-09,0,0,-9.90327336863562e-11,-1.11991284116204e-09,-4.67400566576297e-08,0,0,0,0,-1.05645916282611e-08,-3.40062923533472e-07,-2.41659855719226e-07,0,0,-2.46492175717524e-07,0,0,-1.42188608201102e-08,0,0,0,-1.02798358999765e-06,0,0,0,-1.65066106339108e-07,0,-5.45572394176004e-08,-2.08640437836559e-09,-6.82882983305739e-10,0,0,-4.01009642674282e-06,0,-0.00999999999999993,0,-2.91181618208066e-06,-8.14804837040666e-09,-3.63901797385598e-07,0,0,0,0,0,0,-1.87857704832233e-07,-5.7325300118499e-07,-9.48011192265247e-09,-5.9404838186319e-08,-2.68505082582681e-08,-1.48815824629027e-07,0,-2.57350965158329e-07,0,-3.93215946857765e-11,0,-1.05032634413733e-09,-1.42199263128556e-08,0,0,0,-3.16011997179878e-06,-1.23588311362227e-05,0,0,-1.97948060092069e-09,-3.88174180642002e-06,0,-1.50598294203617e-08,0,-1.59512223248058e-06,0,0,0,0,0,0,-8.50481150983285e-06,-6.61502916960119e-09,0,0,0,-4.89273298031969e-06,-1.92424629599585e-09,0,0,0,-8.40364298846958e-10,0,-7.29678423867423e-07,-1.54868320165552e-05,0,0,0,0,-7.76459046315534e-10,-1.88439488348485e-08,-3.10975487557156e-06,-5.90014975278923e-07,0,0,-1.39030235678544e-07,-2.6681438287325e-09,0,0,-2.11652064816499e-05,0,0,-6.90088534913081e-10,-2.91678856000955e-08,0,0,-3.18171914927301e-06,-2.74060257532496e-07,-1.88061985790963e-07,-1.55302456873683e-06,-2.31822368811116e-08,0,0,-4.65975483482137e-08,-1.28661752752267e-09,0,0,-1.94737915847832e-05,0,0,-1.03143503669422e-09,0,-9.25143625756585e-07,-1.90110905456763e-05,-6.60088425564868e-10,-2.92524231265265e-10,-6.7708259268869e-08,-7.7480173951005e-06,-6.01232213566141e-07,-8.26228909101767e-09,-1.94862719367683e-07,0,0,0,0,-2.23934534133186e-08,-6.29686230310961e-07,0
"GEO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00114158923076446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010669244756931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000277587456413548,0,0,0,-0.008373651342991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00832853769746984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.50944740470967e-05,0,0,0,0,0,0,0,0,0,0,0,0,-7.35740291579908e-06,0,0,0,0,0,0,0
"GRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00814287832154587,0,0,0,0,0,0,-0.000263636142188616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00731387743113827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0062558410179483,0,0,0,0,0,0,0
"GIN",-3.46893090672106e-08,0,0,-1.34819811758011e-06,-8.79124141044404e-07,-1.88977442691127e-09,-1.32420998850734e-07,-3.37418735302928e-08,-1.81431495636818e-09,-3.14935998228924e-08,0,-1.26113014696687e-05,-2.14901309833919e-06,0,-5.69129889840598e-10,0,0,-2.0252687018556e-07,-1.42289976690054e-08,-2.77441717036586e-09,0,-1.67424515726827e-07,-2.3449091813431e-06,-3.1409349621806e-07,-0.000154029871907658,0,0,0,-1.35052143173567e-07,0,-4.75498418291003e-06,0,0,-3.57703827611714e-06,0,0,-9.48498586606975e-08,0,-9.37142692244507e-09,0,-1.30028427246845e-06,0,0,0,-2.90806210548656e-06,-2.80930197847895e-08,-4.92278678291008e-08,-1.88259596842988e-09,-6.16176214261896e-10,0,-1.53104733561393e-09,-2.25330316702242e-05,-9.73884244776723e-07,0,0,-1.69330177465949e-06,-2.52770222435833e-06,-5.05656928257519e-08,-7.26717099750894e-08,-0.611880347797288,-1.27643904362629e-06,-2.68371671901128e-08,0,0,-3.84226211673236e-06,-8.05947554842332e-06,-2.09923544062053e-07,-5.57801762364435e-08,-2.42276421203193e-08,-4.58843533701687e-07,0,-2.64478668322673e-06,0,-1.07612943351329e-06,0,-5.05172861956631e-09,-9.59244381096767e-08,0,0,0,0,-2.20266132310796e-05,0,-1.71390734267622e-07,-1.7861169375985e-09,-4.72742722472031e-06,0,-3.52357423003354e-07,0,-7.99674911679257e-06,-1.55952743750119e-05,0,0,-2.12363650803068e-08,-7.62868149336136e-08,0,-2.03746335843659e-05,-7.09032764322477e-08,-6.46066032723055e-07,0,-4.83407247865955e-09,-2.34748580317112e-06,-2.88192352219764e-06,0,0,-2.56623592882029e-09,-1.36004413965946e-07,0,-1.25087729805844e-06,-4.86708467155201e-05,0,0,0,0,-2.09663535353636e-06,-2.176447386846e-08,-4.41108534633396e-05,-5.32379928498561e-07,-3.53759718747994e-08,0,-8.01061746840432e-11,-6.04757536872183e-06,0,0,-7.34701615540869e-06,0,0,-6.22677898473719e-10,-2.63186486798782e-08,0,-2.92189701777016e-06,-4.73956503303702e-06,-2.70404864836998e-07,-2.61228976924909e-06,-3.87755249594367e-06,-2.22609926749462e-08,0,0,-1.04838423205331e-07,-5.15577321411991e-07,0,0,-1.02116838806948e-05,0,0,-2.58810562736276e-08,0,-9.58414187064013e-06,-1.02429770835803e-05,-5.95608321024095e-10,-2.6394928239148e-10,-3.26533555009472e-07,-6.99115974956265e-06,-2.22016103181282e-06,-6.14744416727578e-07,-2.02489914324479e-06,0,0,0,-1.28648061150886e-07,-2.02059704016538e-08,0,0
"GNB",-7.89425279829868e-09,0,0,-3.62837211073215e-07,-1.30696330415219e-07,0,-3.38815623881522e-08,-2.46354889702877e-09,0,-8.3722282095448e-09,0,-1.22144852837357e-06,-5.90930728154004e-07,0,0,0,0,-1.19553623718585e-07,-1.02217546326534e-09,-7.63229470201882e-10,0,-4.60331360832345e-08,-6.44795799367361e-07,-7.82751654318965e-08,0,0,0,0,-8.83247199914616e-08,0,-1.24808886148385e-06,0,0,-7.1812772571833e-08,0,0,-2.25633139869189e-08,0,-2.57803667071099e-09,0,-1.34009925429542e-08,0,0,0,-2.89259666810606e-07,-7.72826121310675e-09,0,0,0,0,-4.21184117261113e-10,-4.12726816094912e-06,-2.67911100074716e-07,0,0,-1.93102413638919e-06,-3.36610876313002e-06,-1.36804714650901e-08,-1.99916549304077e-08,-1.14710065489338e-07,-0.238561021688061,-7.38278191002115e-09,0,0,-2.45513453412124e-07,-2.89838107759773e-09,-5.38122576423989e-09,-5.99224593672635e-10,0,-1.23697607140586e-07,0,-2.64305828828354e-07,0,-1.18173801562815e-07,0,-1.12899228290191e-09,-2.28586613971769e-08,0,0,0,0,-4.41872382456609e-08,0,-4.71488068592579e-08,0,-2.60757643315024e-07,0,-9.31937190603706e-08,0,-4.3149966478329e-06,0,0,0,-5.84202687410521e-09,-2.09861537648619e-08,0,-1.14416594302736e-07,-1.78631646195666e-08,-1.77729809755187e-07,0,-1.32983122228814e-09,-6.43418421215046e-06,-7.92326333560122e-07,0,0,-7.05959763112431e-10,-3.72055943010679e-08,0,0,-1.15442073522781e-05,0,0,0,0,-5.76582058355577e-09,-1.30980582067442e-09,-1.41052945755467e-06,0,-9.73176801249373e-09,0,0,-7.44081323426591e-11,0,0,-9.43745229205174e-05,0,0,0,0,0,-8.03800501480856e-07,-1.89227750170906e-08,-1.85126456980244e-08,-1.0517247020738e-07,-1.0505974242631e-06,-3.69533032771253e-10,0,0,-1.72739876918744e-08,-2.79454704878396e-08,0,0,-5.87450886873869e-06,0,0,-6.86373428016326e-09,0,0,-1.05269933912212e-07,0,0,0,0,-8.28233522965933e-07,-1.41920482375691e-09,-3.74549305956967e-08,0,0,0,-3.53904930388468e-08,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.41492278753074e-06,0,0,0,0,0,0,0,0,0,-0.00707117517034091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.92440222164274e-06,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00498559035182224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00170004890875976,0,0,0,0,0,0,0
