"","AFG","ALB","DZA","AGO","ARG","ARM","AUS","AUT","AZE","BHR","BGD","BLR","BEL","BEN","BTN","BOL","BIH","BWA","BRA","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","CIV","HRV","CUB","CYP","CZE","PRK","COD","DNK","DJI","DOM","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FJI","FIN","FRA","GAB","GMB","GEO","DEU","GHA","GRC","GTM","GIN","GNB","GUY","HTI","HND","HUN","IND","IDN","IRN","IRQ","IRL","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MDG","MWI","MYS","MLI","MRT","MUS","MEX","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NZL","NIC","NER","NGA","NOR","PSE","OMN","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","KOR","MDA","ROU","RUS","RWA","SAU","SEN","SRB","SRB","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TLS","TGO","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","TZA","USA","URY","UZB","VEN","VNM","YEM","ZMB","ZWE"
"JOR",6,0,3,0,0,0,0,0,0,58,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,13,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,4,0,0,0,0,15,11,0,0,0,0,0,0,0,0,57,0,0,3,0,0,2,0,0,0,0,0,0,0,0,49,3,0,0,4,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,74,0,0,2,0,0,0,0,15,0,0
"KAZ",5,0,0,0,0,4,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,2,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,2,2,2,0,0,4,4,0,0,3,0,2,0,2,0,3,11,0,0,14,2,0,0,0,0,0,0,0,0,26,0,2,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,2,0,0,0,0,0,0,2,2,0,2,74,0,0,2,0,2,0,0,15,0,0
"KEN",0,0,0,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,6,3,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,9,0,41,0,0,3,0,0,5,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,45,0,0,0,0,7,0,0,0,10,0,3,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,28,0,0,0,0,49,2,0,0,4,28,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2,74,3,2,2,0,0,0,0,0,0,5
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,75,0,0,2,0,2,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,3,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,3,0,30,0,4,5,0,0,0,0,0,0,0,3,0,0,0,0,6,5,5,0,0,0,3,0,0,0,0,0,0,0,35,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,4,0,0,0,0,3,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,4,0,0,0,0,0,5,3,3,0,3,0,4,0,3,0,3,0,0,0,0,0
"LBN",0,0,10,48,12,0,10,12,0,58,0,0,14,42,0,0,0,0,12,10,35,0,0,14,11,0,19,0,12,11,11,0,52,0,15,0,0,19,12,0,16,12,0,11,0,10,0,32,0,0,11,0,0,10,43,32,0,11,12,12,0,34,0,0,0,0,11,11,11,11,12,12,0,10,0,0,10,0,0,18,0,0,0,0,0,35,16,0,0,0,0,13,12,33,0,11,0,0,11,15,0,0,0,17,11,0,11,11,11,0,17,0,11,0,12,0,11,0,0,57,0,0,11,10,0,10,12,0,0,31,0,0,0,0,0,11,12,0,11,0,0,11,11,10,0,0,0,0,14,10,11,10,0,0,10,74,11,0,10,0,0,12,0,19,12,13
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,3,46,0,0,2,4,3,0,0,2,7,0,0,0,0,0,0,2,30,0,0,6,3,0,0,0,0,2,0,63,49,0,7,2,0,16,3,0,9,3,0,0,0,0,0,0,0,2,0,0,3,2,42,29,3,3,0,3,0,30,26,0,0,0,2,0,0,0,0,5,4,4,0,0,3,2,0,0,0,0,2,11,0,34,14,0,0,0,0,0,5,32,0,0,0,0,2,7,0,0,0,10,0,0,2,0,2,0,0,2,3,0,0,0,0,2,9,0,4,2,2,2,0,1,4,0,0,0,0,2,0,0,0,2,4,0,0,27,0,3,2,0,3,0,0,0,7,2,0,2,0,0,2,75,3,2,2,0,2,4,0,0,0,0
"LUX",0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
"MDG",0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",8,0,5,46,5,0,4,0,0,58,6,0,9,38,12,0,0,0,4,4,0,0,4,7,5,31,0,0,5,4,0,63,49,0,8,0,9,0,5,18,10,0,40,5,0,5,0,30,0,0,0,4,5,4,42,29,0,5,5,5,5,30,27,6,5,5,0,4,4,4,7,7,0,6,6,5,5,0,4,14,0,0,5,13,0,33,15,0,0,30,4,0,6,33,45,5,26,0,0,7,4,7,5,12,5,0,4,5,4,17,12,4,5,7,5,5,4,0,10,57,6,0,0,4,0,3,5,0,0,27,76,0,0,25,50,0,6,5,6,27,0,5,4,3,0,4,0,0,8,4,6,4,4,11,4,74,5,0,4,5,0,0,4,16,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,5,0,0,30,0,0,0,0,0,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,45,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,45,45,45,45,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,79,0,0,0,0,45,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,45,46,0,0,0,0,0,0,45,45
"MEX",0,0,3,0,4,5,3,5,0,0,0,0,7,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,4,3,3,63,0,2,0,3,8,0,4,0,0,0,0,3,3,3,3,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,4,3,3,0,3,3,3,0,5,4,4,4,3,0,0,3,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,4,3,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,76,0,0,0,0,3,5,4,0,0,0,3,3,0,0,0,0,0,0,2,0,3,0,0,0,0,4,3,2,4,0,4,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
"MNE",0,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,3,0,0,0,0,0,0,0,0,0,7,38,0,0,0,0,0,0,30,0,3,6,3,0,14,4,0,0,0,0,49,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,29,0,3,0,0,0,30,26,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,14,0,0,0,11,0,33,14,0,0,29,0,0,5,32,0,0,0,0,0,0,0,0,0,10,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,27,0,0,0,0,0,0,4,0,0,0,0,3,2,1,0,0,0,0,7,0,4,0,0,0,0,74,3,0,2,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",13,18,9,46,10,12,10,11,11,58,12,10,9,38,0,11,10,10,10,10,32,24,11,13,10,30,18,10,11,10,10,63,49,9,14,10,13,20,10,20,15,9,40,10,10,10,10,31,12,10,10,11,10,9,43,29,11,9,11,10,10,32,26,10,10,10,9,10,10,10,13,10,11,10,11,10,10,10,10,18,10,0,11,17,0,33,18,10,10,32,10,12,11,32,46,10,29,27,10,14,0,10,11,0,11,10,10,10,10,20,16,10,10,0,10,11,10,10,12,57,11,10,10,10,22,9,11,11,9,27,76,10,10,0,52,10,10,11,11,27,0,10,10,9,11,10,13,0,13,9,11,10,10,15,10,74,9,10,9,10,10,11,10,19,11,0
"NZL",0,0,0,47,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,50,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,3,4,3,0,0,0,4,5,0,4,0,0,0,4,0,0,3,3,3,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,45,4,26,0,3,8,0,0,0,11,0,0,0,4,0,0,11,0,4,6,0,5,3,0,0,0,5,0,0,3,0,2,0,0,0,0,76,0,0,25,0,3,0,4,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,3,74,4,3,3,4,0,0,3,0,4,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0
"NER",0,0,3,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",6,0,0,0,4,0,2,4,0,58,0,0,7,0,0,0,0,0,3,0,31,0,0,6,3,0,0,4,4,2,0,0,0,0,7,0,8,16,3,0,9,3,0,0,3,3,0,0,5,2,3,0,3,2,0,0,0,3,4,3,0,0,0,0,0,0,2,2,2,0,0,0,4,4,0,3,0,0,2,14,0,0,3,11,0,0,0,2,4,30,2,4,0,33,0,0,26,0,0,7,0,0,0,10,3,0,2,0,0,0,0,2,3,0,0,0,2,2,9,0,4,0,2,2,0,1,4,0,0,0,76,0,3,0,49,2,4,3,4,0,0,3,2,0,0,3,0,0,0,2,0,2,0,9,0,74,3,2,2,3,0,4,0,0,3,0
"PSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",13,0,11,47,10,0,10,12,0,59,11,0,13,41,0,0,0,0,0,0,0,26,12,13,11,0,0,0,0,11,11,0,51,0,0,0,0,21,11,0,0,11,41,0,0,11,0,0,13,0,11,0,0,11,0,31,11,11,12,0,0,32,0,0,0,0,0,10,11,11,13,0,0,0,0,11,11,0,11,16,0,0,0,17,0,35,19,0,0,31,0,12,0,34,47,0,0,0,11,13,0,0,11,16,11,0,0,11,0,21,0,10,0,12,0,0,11,0,0,58,12,0,0,0,0,10,0,0,0,29,77,0,0,0,49,11,0,12,11,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,0,75,12,11,10,0,0,0,11,17,12,0
"PAK",5,0,3,46,4,4,2,4,3,58,4,2,7,38,0,0,3,2,3,2,0,23,3,5,3,30,0,4,4,2,0,63,49,0,6,2,0,16,3,16,9,3,40,3,0,3,3,30,5,2,3,3,3,2,42,29,3,3,4,3,0,30,26,4,3,3,2,2,2,2,6,5,0,4,4,3,3,2,2,13,2,0,3,11,13,33,14,2,4,29,2,4,5,32,45,3,0,0,2,6,2,5,3,10,3,3,2,3,2,15,10,0,3,0,3,0,2,2,9,57,4,0,2,2,19,1,4,0,0,27,76,2,3,0,49,2,4,3,4,27,17,3,2,1,3,3,0,0,6,0,4,2,2,9,2,74,3,2,2,0,2,0,2,15,3,5
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,47,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
